n,p_removed,T,binder,binder_err,n_realizations
28,0.0,4.472,0.6339159713271699,0.0016692507264757532,4
28,0.0,4.5,0.5629806054982532,0.02628777033977386,4
28,0.0,4.528,0.37446781430839193,0.04800382026205253,4
28,0.0,4.556,0.1846845884796307,0.09327604068278676,4
28,0.0,4.584,0.18452592254221428,0.05050117406758083,4
28,0.0,4.612,0.16146950567944804,0.06661184556787872,4
28,0.0,4.64,-0.031059250681038264,0.05307208358066722,4
28,0.0,4.668,0.11877829125002326,0.022531516448986152,4
28,0.0,4.696,-0.02248283407882845,0.015279099266684176,4
28,0.0,4.724,0.05192865518253062,0.03589095479738838,4
28,0.0,4.752,0.04192376862003394,0.019895545629188997,4
28,0.0,4.78,0.1066891427739331,0.03982386313208558,4
28,0.0,4.808,0.05968705658344836,0.03834483804282731,4
28,0.0,4.836,0.06803556343431216,0.05908458795739213,4
28,0.0,4.864,0.06013452981698128,0.03562768273004437,4
28,0.0,4.892,0.1851385798244311,0.06678255557558282,4
28,0.0,4.92,-0.07558303178652612,0.12108085907486384,4
28,0.0,4.948,0.08504389719965116,0.09007205943257768,4
28,0.0,4.976,0.028865022723004924,0.04604022534749807,4
28,0.0,5.004,0.014072152068225902,0.06434040441072705,4
28,0.0,5.032,-0.06910281738569465,0.04724912294908252,4
28,0.0,5.06,0.05875060118008835,0.09333827746101414,4
28,0.0,5.088,-0.07255902594535049,0.08374016886571835,4
28,0.0,5.116,0.18342305196530337,0.04243405088293554,4
28,0.0,5.144,0.219804525742711,0.02615833006058073,4
28,0.0,5.172,0.14103206991871658,0.11715298596496548,4
28,0.0,5.2,-0.05976752976426658,0.11344354458265297,4
32,0.0,3.8,0.6665951741703088,1.7325282393185502e-06,4
32,0.0,3.828,0.6665901003585323,5.900152672002817e-07,4
32,0.0,3.856,0.6665816760825605,4.882353137159609e-07,4
32,0.0,3.884,0.6312064248360346,0.03536974368927292,4
32,0.0,3.912,0.6665650069377601,3.4895229745885163e-06,4
32,0.0,3.94,0.6665497205719005,1.4700998340725434e-06,4
32,0.0,3.968,0.6665325895855201,1.9336854288977426e-06,4
32,0.0,3.996,0.6665246164340556,4.0999212247596406e-06,4
32,0.0,4.024,0.6665039470376386,3.807408500521031e-06,4
32,0.0,4.052,0.6664843146527197,4.550987228408394e-06,4
32,0.0,4.08,0.656152844669146,0.010294181438816922,4
32,0.0,4.108,0.6664307280968013,4.6746210330419684e-06,4
32,0.0,4.136,0.6663883004256078,1.2036717851168998e-05,4
32,0.0,4.164,0.6663603190875513,1.1522124345329707e-05,4
32,0.0,4.192,0.6662646913943624,1.4899709095345119e-05,4
32,0.0,4.22,0.6661569140398347,1.3175569685192205e-05,4
32,0.0,4.248,0.6661098809736463,1.5527931728069432e-05,4
32,0.0,4.276,0.665928627854886,3.214945274948986e-05,4
32,0.0,4.304,0.6657240072401108,3.057679616203045e-05,4
32,0.0,4.332,0.6653052803451819,5.736084028824122e-05,4
32,0.0,4.36,0.6647443963365666,0.0001053701859010147,4
32,0.0,4.388,0.6639937938719024,0.0002636887919724723,4
32,0.0,4.416,0.6622475996580067,0.00036171932267093314,4
32,0.0,4.444,0.6594585969391873,0.0005431475935878245,4
32,0.0,4.472,0.6394644329476205,0.005777120163966666,4
32,0.0,4.5,0.5514234491719555,0.03749649285323182,4
32,0.0,4.528,0.2951861677925974,0.07784180296936778,4
32,0.0,4.556,0.16944141518775285,0.08580656096350574,4
32,0.0,4.584,0.1422467669278954,0.08219612348127651,4
32,0.0,4.612,0.07451227221156068,0.05275776402621541,4
32,0.0,4.64,0.06996694471989495,0.027693915080982776,4
32,0.0,4.668,0.07531020926697976,0.07015571167362608,4
32,0.0,4.696,0.16749233585432502,0.007459467912265362,4
32,0.0,4.724,0.02419800625663543,0.08262598457923571,4
32,0.0,4.752,0.015084558793744263,0.06089087802521394,4
32,0.0,4.78,0.0983745698387315,0.046869493656224614,4
32,0.0,4.808,0.06045228025991278,0.025166892141096277,4
32,0.0,4.836,0.022973818685754294,0.05083209105220335,4
