p_removed,tc_binder_mean,tc_binder_err,u_cross_mean,u_cross_err,n_pairs
0.0,4.532890170366409,0.005837790877427195,0.3749737560531499,0.07321976643837164,2
0.1,4.043661260748552,0.03761235050741218,0.3789574444193832,0.19305063527736202,2
0.2,3.5450704525848007,0.011846882658986368,0.48049103937320575,0.0630444643019143,2
0.3,3.0836591898915335,0.008717227960649774,0.31032800266607174,0.03505915263903727,2
0.4,2.5540516510752718,0.01945973492593955,0.5100061558823992,0.09729733834761,2
0.5,1.7749368989551146,0.027561661193958087,0.6660619204980132,0.00025480453335574577,2
