T,E,E_err,M,M_err,M2,M2_err,M4,M4_err,Cv,Cv_err,chi,chi_err,Mz,Mz_err,Mz2,Mz2_err,Mz4,Mz4_err,chi_z,chi_z_err,Mxy,Mxy_err,Mxy2,Mxy2_err,Mxy4,Mxy4_err,chi_xy,chi_xy_err
1.2000,-1.492402,0.004954,0.322843,0.013716,0.107823,0.008828,0.013114,0.002009,11.842898,3.221450,98.162149,25.256890,0.002420,0.000197,0.000010,0.000002,0.000000,0.000000,0.119011,0.026151,0.322826,0.013717,0.107812,0.008829,0.013112,0.002009,98.180954,25.256232
1.2833,-1.404584,0.001606,0.545692,0.007736,0.298926,0.008461,0.090728,0.005106,2.221190,0.269152,29.267233,6.168314,0.002600,0.000207,0.000010,0.000002,0.000000,0.000000,0.092388,0.017890,0.545683,0.007736,0.298916,0.008461,0.090722,0.005106,29.267734,6.168610
1.3667,-1.277983,0.001555,0.624561,0.002597,0.390212,0.003223,0.152475,0.002485,2.171241,0.275325,3.255599,0.779312,0.003163,0.000244,0.000017,0.000003,0.000000,0.000000,0.162294,0.028607,0.624548,0.002597,0.390196,0.003223,0.152462,0.002485,3.256818,0.779606
1.4500,-1.101835,0.001470,0.577715,0.000742,0.333773,0.000857,0.111428,0.000571,1.706666,0.187578,0.406702,0.062528,0.003605,0.000284,0.000021,0.000003,0.000000,0.000000,0.176951,0.027054,0.577697,0.000742,0.333752,0.000857,0.111415,0.000571,0.406215,0.062507
1.5333,-0.912779,0.001806,0.506587,0.001141,0.256664,0.001154,0.065911,0.000591,1.805301,0.225053,0.729573,0.220639,0.003496,0.000275,0.000018,0.000003,0.000000,0.000000,0.120283,0.017702,0.506569,0.001141,0.256646,0.001154,0.065902,0.000591,0.729305,0.220959
1.6167,-0.701343,0.002564,0.416161,0.002123,0.173286,0.001757,0.030093,0.000603,2.251907,0.549713,1.934176,0.437846,0.003377,0.000264,0.000017,0.000002,0.000000,0.000000,0.109481,0.016777,0.416141,0.002123,0.173269,0.001758,0.030088,0.000603,1.935043,0.437868
1.7000,-0.452581,0.002084,0.232896,0.002580,0.054383,0.001226,0.002990,0.000140,1.538938,0.397854,2.746342,0.801269,0.003088,0.000281,0.000015,0.000003,0.000000,0.000000,0.103989,0.019308,0.232864,0.002580,0.054368,0.001226,0.002988,0.000140,2.745660,0.801417
1.7833,-0.285219,0.001902,0.052420,0.004699,0.003186,0.000682,0.000019,0.000009,1.227212,0.237345,8.056257,3.897992,0.004062,0.000429,0.000026,0.000005,0.000000,0.000000,0.167038,0.031590,0.052149,0.004716,0.003161,0.000682,0.000019,0.000009,8.105099,3.923501
1.8667,-0.203520,0.001782,0.017953,0.001169,0.000357,0.000044,0.000000,0.000000,1.086349,0.213772,0.611634,0.105933,0.003330,0.000258,0.000017,0.000003,0.000000,0.000000,0.111777,0.015495,0.017424,0.001188,0.000340,0.000044,0.000000,0.000000,0.633523,0.113524
1.9500,-0.144447,0.001096,0.020339,0.001702,0.000481,0.000075,0.000000,0.000000,0.527935,0.078990,1.137288,0.240561,0.003466,0.000299,0.000019,0.000003,0.000000,0.000000,0.111572,0.021164,0.019778,0.001753,0.000463,0.000075,0.000000,0.000000,1.201631,0.263534
2.0333,-0.096264,0.000920,0.014459,0.001529,0.000265,0.000052,0.000000,0.000000,0.482745,0.070496,0.899397,0.184850,0.002878,0.000181,0.000013,0.000001,0.000000,0.000000,0.070905,0.006550,0.013880,0.001581,0.000252,0.000052,0.000000,0.000000,0.959390,0.197474
2.1167,-0.052098,0.001125,0.014066,0.000867,0.000224,0.000026,0.000000,0.000000,0.506898,0.097035,0.409771,0.052258,0.003755,0.000298,0.000021,0.000003,0.000000,0.000000,0.110205,0.011120,0.013184,0.000900,0.000203,0.000026,0.000000,0.000000,0.453514,0.058138
2.2000,-0.016687,0.000983,0.011060,0.000729,0.000144,0.000018,0.000000,0.000000,0.465028,0.041272,0.329108,0.048477,0.003456,0.000324,0.000021,0.000004,0.000000,0.000000,0.129423,0.026514,0.009881,0.000831,0.000124,0.000019,0.000000,0.000000,0.389593,0.060868
2.2833,0.016401,0.000796,0.010710,0.000673,0.000134,0.000017,0.000000,0.000000,0.353162,0.034507,0.274370,0.051134,0.003273,0.000348,0.000018,0.000004,0.000000,0.000000,0.104894,0.025176,0.009775,0.000728,0.000116,0.000017,0.000000,0.000000,0.290879,0.058509
2.3667,0.043815,0.001024,0.010586,0.000712,0.000131,0.000017,0.000000,0.000000,0.346729,0.044393,0.262079,0.040966,0.003480,0.000265,0.000019,0.000003,0.000000,0.000000,0.089236,0.015385,0.009554,0.000763,0.000112,0.000017,0.000000,0.000000,0.293040,0.047215
2.4500,0.072037,0.001051,0.009339,0.000869,0.000113,0.000024,0.000000,0.000000,0.311936,0.033750,0.347289,0.127445,0.002902,0.000230,0.000014,0.000002,0.000000,0.000000,0.071859,0.011434,0.008462,0.000899,0.000099,0.000024,0.000000,0.000000,0.371641,0.140810
