t,rho
45260,0.01968533
45270,0.01941333
45280,0.01986133
45290,0.01964267
45300,0.01931733
45310,0.01940800
45320,0.01957333
45330,0.01956267
45340,0.01950933
45350,0.02006933
45360,0.02078400
45370,0.01896533
45380,0.01947200
45390,0.01987200
45400,0.01944000
45410,0.01934933
45420,0.01924800
45430,0.01871467
45440,0.01957333
45450,0.01872000
45460,0.02000533
45470,0.01900267
45480,0.02097067
45490,0.02003200
45500,0.01978133
45510,0.01987733
45520,0.01981333
45530,0.02059733
45540,0.01836800
45550,0.01929067
45560,0.01956800
45570,0.01940800
45580,0.01950400
45590,0.01961067
45600,0.01845867
45610,0.01964267
45620,0.01885333
45630,0.02058133
45640,0.02051733
45650,0.01936000
45660,0.02004800
45670,0.01973333
45680,0.01984000
45690,0.01891200
45700,0.01907200
45710,0.02077333
45720,0.02038400
45730,0.02036267
45740,0.01963200
45750,0.01891200
45760,0.01905600
45770,0.01885867
45780,0.01933333
45790,0.01969600
45800,0.02052267
45810,0.01919467
45820,0.01937067
45830,0.01937067
45840,0.01994133
45850,0.01920533
45860,0.01948267
45870,0.01982400
45880,0.01942933
45890,0.02013333
45900,0.01937600
45910,0.01945600
45920,0.01888000
45930,0.02005333
45940,0.01918933
45950,0.01922667
45960,0.01908800
45970,0.01938667
45980,0.01899733
45990,0.01961600
46000,0.01946667
46010,0.01986133
46020,0.01921600
46030,0.01893333
46040,0.01940267
46050,0.01904533
46060,0.01938667
46070,0.01913600
46080,0.01891200
46090,0.01941867
46100,0.02141333
46110,0.01949867
46120,0.01912000
46130,0.01964267
46140,0.02027733
46150,0.01919467
46160,0.01991467
46170,0.01873067
46180,0.02066667
46190,0.02002133
46200,0.01964267
46210,0.02013867
46220,0.01954133
46230,0.01892267
46240,0.01864533
46250,0.02029867
46260,0.01919467
46270,0.01938667
46280,0.01846933
46290,0.02104533
46300,0.01978133
46310,0.01984000
46320,0.01942400
46330,0.02019733
46340,0.01855467
46350,0.02036267
46360,0.01906133
46370,0.02079467
46380,0.01987733
46390,0.01917333
46400,0.01951467
46410,0.01924267
46420,0.02032000
46430,0.02054933
46440,0.02040000
46450,0.01918400
46460,0.01869333
46470,0.02061867
46480,0.02059733
46490,0.01816533
46500,0.01952533
46510,0.01938667
46520,0.01900267
46530,0.01874133
46540,0.01956800
46550,0.01946667
46560,0.01995733
46570,0.01931200
46580,0.01910933
46590,0.02077333
46600,0.02048000
46610,0.01896533
46620,0.02039467
46630,0.01976533
46640,0.01925333
46650,0.01870933
46660,0.01943467
46670,0.01994667
46680,0.01978667
46690,0.01904533
46700,0.02000000
46710,0.01959467
46720,0.02014933
46730,0.01921067
46740,0.01953067
46750,0.01922667
46760,0.02012267
46770,0.01894933
46780,0.02076267
46790,0.02086400
46800,0.01913600
46810,0.01983467
46820,0.02046400
46830,0.01895467
46840,0.01885333
46850,0.01957333
46860,0.01939733
46870,0.01944000
46880,0.01867200
46890,0.01864533
46900,0.01961600
46910,0.01909867
46920,0.02010667
46930,0.01883200
46940,0.01961067
46950,0.02023467
46960,0.01907733
46970,0.01996800
46980,0.01916267
46990,0.01852267
47000,0.02010667
47010,0.01970133
47020,0.01964800
47030,0.02000533
47040,0.02037333
47050,0.01973333
47060,0.01984000
47070,0.01890667
47080,0.02078400
47090,0.01906133
47100,0.01969600
47110,0.01941867
47120,0.01843733
47130,0.01958933
47140,0.01977600
47150,0.01950933
47160,0.01941333
47170,0.01977067
47180,0.01924267
47190,0.01924800
47200,0.02140267
47210,0.01861333
47220,0.01996267
47230,0.02009067
47240,0.02036267
47250,0.01990400
47260,0.01874667
47270,0.01867200
47280,0.01985067
47290,0.01977600
47300,0.01968533
47310,0.01918933
47320,0.01986667
47330,0.01965333
47340,0.01953600
47350,0.02057067
47360,0.02010133
47370,0.01939200
47380,0.02005333
47390,0.01933867
47400,0.01966400
47410,0.02029867
47420,0.01981867
47430,0.02032000
47440,0.02008000
47450,0.01990933
47460,0.02037333
47470,0.02066667
47480,0.01907733
47490,0.01923200
47500,0.01923200
47510,0.01870400
47520,0.01917867
47530,0.01976533
47540,0.01979200
47550,0.01989333
47560,0.02106667
47570,0.01952000
47580,0.01932267
47590,0.01928000
47600,0.01901867
47610,0.01916267
47620,0.01994667
47630,0.01987200
47640,0.01938133
47650,0.01942933
47660,0.01818667
47670,0.01899733
47680,0.02019733
47690,0.01955733
47700,0.01998400
47710,0.01836800
47720,0.01969600
47730,0.01981333
47740,0.01864000
47750,0.01970133
47760,0.02074667
47770,0.01942400
47780,0.01876800
47790,0.02017067
47800,0.01944533
47810,0.02018667
47820,0.01978133
47830,0.02091200
47840,0.01862933
47850,0.01883733
47860,0.01896000
47870,0.01940800
47880,0.02081600
47890,0.01868800
47900,0.02056533
47910,0.01952000
47920,0.02045333
47930,0.02105067
47940,0.01914667
47950,0.01929067
47960,0.02001600
47970,0.01940267
47980,0.01819200
47990,0.01933333
48000,0.01932267
48010,0.02139200
48020,0.01929067
48030,0.01864533
48040,0.02061867
48050,0.01936000
48060,0.01906133
48070,0.01902400
48080,0.01940800
48090,0.01948800
48100,0.01915200
48110,0.01901867
48120,0.01955200
48130,0.01907733
48140,0.01954133
48150,0.01924800
48160,0.01910933
48170,0.01906667
48180,0.01909333
48190,0.01942400
48200,0.01917333
48210,0.01966933
48220,0.01848533
48230,0.01869333
48240,0.01934400
48250,0.01899733
48260,0.01908800
48270,0.01915733
48280,0.01982400
48290,0.01964267
48300,0.02006933
48310,0.02032533
48320,0.02067733
48330,0.01958933
48340,0.01854400
48350,0.01966933
48360,0.01931733
48370,0.02000000
48380,0.01993600
48390,0.01995200
48400,0.01967467
48410,0.01934933
48420,0.02073600
48430,0.02006933
48440,0.01925867
48450,0.01992533
48460,0.01896000
48470,0.02018667
48480,0.02013333
48490,0.02086933
48500,0.01950400
48510,0.01894933
48520,0.01974400
48530,0.02001600
48540,0.01977600
48550,0.01929067
48560,0.02004800
48570,0.01884800
48580,0.01896000
48590,0.01883733
48600,0.01934933
48610,0.01922667
48620,0.01984000
48630,0.01914133
48640,0.02020800
48650,0.01990933
48660,0.02042667
48670,0.01952533
48680,0.01917867
48690,0.01914667
48700,0.01869333
48710,0.02005333
48720,0.02014933
48730,0.01925333
48740,0.01856533
48750,0.01987733
48760,0.01924800
48770,0.02050667
48780,0.01997867
48790,0.01968000
48800,0.01935467
48810,0.01971733
48820,0.01992533
48830,0.01946667
48840,0.01987200
48850,0.01972800
48860,0.01917867
48870,0.01928533
48880,0.01942400
48890,0.02036800
48900,0.01919467
48910,0.02042133
48920,0.01942400
48930,0.01910933
48940,0.01931200
48950,0.01934933
48960,0.01906133
48970,0.02026667
48980,0.01915733
48990,0.02013867
49000,0.01973867
49010,0.01974933
49020,0.01905067
49030,0.01906667
49040,0.01872533
49050,0.01942933
49060,0.01997867
49070,0.01926933
49080,0.01946133
49090,0.01974933
49100,0.01968000
49110,0.01879467
49120,0.01958400
49130,0.01932800
49140,0.01949333
49150,0.02033067
49160,0.01889600
49170,0.01975467
49180,0.02027733
49190,0.01969600
49200,0.01965867
49210,0.02016000
49220,0.02065067
49230,0.02075200
49240,0.01969067
49250,0.01954667
49260,0.02019200
49270,0.02105067
49280,0.02044800
49290,0.01949333
49300,0.01972800
49310,0.01989867
49320,0.01988267
49330,0.01964267
49340,0.01904533
49350,0.01997333
49360,0.01922133
49370,0.01955733
49380,0.01999467
49390,0.02099200
49400,0.01913600
49410,0.02123200
49420,0.01921067
49430,0.02064533
49440,0.02008533
49450,0.01998933
49460,0.01954667
49470,0.01986133
49480,0.01958933
49490,0.01905600
49500,0.01844800
49510,0.01988267
49520,0.02059200
49530,0.01992533
49540,0.02054400
49550,0.01943467
49560,0.01934400
49570,0.01940267
49580,0.01954133
49590,0.01871467
49600,0.01898667
49610,0.01881067
49620,0.02072000
49630,0.01993067
49640,0.01966400
49650,0.02021333
49660,0.01779733
49670,0.01915200
49680,0.01811200
49690,0.01906133
49700,0.01925333
49710,0.02025600
49720,0.01904000
49730,0.02037333
49740,0.01922667
49750,0.02050133
49760,0.01994133
49770,0.01976533
49780,0.01930133
49790,0.01926933
49800,0.01998933
49810,0.02051200
49820,0.02051733
49830,0.02020267
49840,0.01904533
49850,0.01928533
49860,0.01963200
49870,0.02017067
49880,0.02002133
49890,0.01962133
49900,0.01952000
49910,0.02026133
49920,0.01890667
49930,0.01884800
49940,0.01957867
49950,0.01982933
49960,0.01989867
49970,0.01980267
49980,0.01926933
49990,0.01923733
50000,0.01804267
50010,0.01959467
50020,0.01918933
50030,0.02006933
50040,0.01966400
50050,0.01876800
50060,0.01883200
50070,0.01963200
50080,0.01979200
50090,0.01950400
50100,0.01962667
50110,0.01965333
50120,0.01994667
50130,0.01864533
50140,0.01970133
50150,0.01870400
50160,0.01943467
50170,0.01903467
50180,0.02019200
50190,0.01863467
50200,0.01887467
50210,0.01956267
50220,0.02001067
50230,0.01962667
50240,0.01990933
50250,0.01993067
50260,0.02001600
50270,0.01982933
50280,0.01850667
50290,0.01916267
50300,0.01973867
50310,0.01920533
50320,0.01957333
50330,0.01960533
50340,0.01897067
50350,0.01963200
50360,0.01946133
50370,0.01950933
50380,0.02043733
50390,0.01889067
50400,0.01970133
50410,0.01979733
50420,0.01943467
50430,0.02014933
50440,0.02020800
50450,0.01951467
50460,0.01924800
50470,0.01955200
50480,0.02018667
50490,0.01945067
50500,0.01871467
50510,0.01907200
50520,0.01962133
50530,0.01976000
50540,0.01953067
50550,0.02036800
50560,0.01942933
50570,0.01898133
50580,0.01898667
50590,0.01896000
50600,0.01961600
50610,0.01976533
50620,0.02011733
50630,0.02012800
50640,0.01953067
50650,0.02052267
50660,0.01936000
50670,0.01893333
50680,0.02003200
50690,0.01980800
50700,0.01853867
50710,0.02014400
50720,0.01930133
50730,0.02000000
50740,0.01934400
50750,0.01923200
50760,0.01867200
50770,0.01997333
50780,0.01947733
50790,0.01915733
50800,0.01926400
50810,0.01892800
50820,0.01975467
50830,0.01979733
50840,0.02032533
50850,0.01817600
50860,0.01949867
50870,0.02021333
50880,0.01977600
50890,0.01909333
50900,0.01926933
50910,0.01902933
50920,0.01959467
50930,0.01858667
50940,0.02027733
50950,0.02048000
50960,0.01940800
50970,0.01922667
50980,0.01949333
50990,0.01931200
51000,0.01982400
51010,0.01932800
51020,0.01984000
51030,0.01917867
51040,0.01948800
51050,0.02014933
51060,0.01981333
51070,0.01878400
51080,0.01873600
51090,0.01938133
51100,0.01911467
51110,0.01999467
51120,0.02031467
51130,0.01917333
51140,0.01931200
51150,0.01948800
51160,0.01925333
51170,0.02016000
51180,0.01922667
51190,0.01942400
51200,0.01936533
51210,0.01777067
51220,0.01838400
51230,0.01964267
51240,0.01901867
51250,0.01947200
51260,0.01893867
51270,0.01925867
51280,0.01982933
51290,0.01985067
51300,0.02009067
51310,0.02053333
51320,0.01859733
51330,0.02020267
51340,0.01898667
51350,0.01967467
51360,0.01966400
51370,0.01901867
51380,0.01941333
51390,0.02027733
51400,0.02134933
51410,0.01888533
51420,0.01928000
51430,0.01976000
51440,0.01966933
51450,0.01878400
51460,0.01952000
51470,0.01940800
51480,0.01963733
51490,0.01868800
51500,0.02024533
51510,0.01924267
51520,0.01976000
51530,0.01929600
51540,0.01975467
51550,0.01863467
51560,0.01994133
51570,0.01984533
51580,0.02001067
51590,0.02053333
51600,0.01895467
51610,0.01921600
51620,0.01899733
51630,0.01969600
51640,0.02041600
51650,0.01919467
51660,0.01862400
51670,0.01979733
51680,0.01962133
51690,0.01918933
51700,0.02013333
51710,0.01988267
51720,0.01883733
51730,0.02019733
51740,0.01973867
51750,0.01894400
51760,0.01960000
51770,0.01892267
51780,0.01877867
51790,0.02058133
51800,0.02084267
51810,0.01916800
51820,0.01958400
51830,0.01916800
51840,0.01961067
51850,0.01941867
51860,0.01966933
51870,0.01944000
51880,0.01932800
51890,0.01963200
51900,0.01948267
51910,0.01957867
51920,0.01906667
51930,0.01914133
51940,0.01880533
51950,0.01869867
51960,0.01948267
51970,0.01902400
51980,0.01984000
51990,0.01948267
52000,0.01945600
52010,0.01959467
52020,0.01913067
52030,0.02053867
52040,0.02022933
52050,0.01905600
52060,0.01996267
52070,0.01908267
52080,0.01918933
52090,0.02021333
52100,0.01899200
52110,0.01986667
52120,0.01961067
52130,0.01962133
52140,0.01960533
52150,0.01878933
52160,0.01969600
52170,0.01948267
52180,0.01944000
52190,0.01979733
52200,0.01920000
52210,0.01906133
52220,0.01955733
52230,0.01961067
52240,0.01946667
52250,0.01924800
52260,0.01982400
52270,0.01918933
52280,0.02002133
52290,0.01999467
52300,0.01896000
52310,0.02028267
52320,0.01984533
52330,0.01870400
52340,0.01891733
52350,0.02020800
52360,0.01976533
52370,0.01857600
52380,0.01920000
52390,0.01935467
52400,0.01842667
52410,0.01944000
52420,0.01928000
52430,0.01984000
52440,0.01969600
52450,0.02025067
52460,0.02017600
52470,0.01858133
52480,0.01882133
52490,0.02086400
52500,0.02009600
52510,0.01933333
52520,0.01992000
52530,0.01934400
52540,0.01987200
52550,0.01902400
52560,0.01970133
52570,0.01911467
52580,0.01992000
52590,0.01861867
52600,0.02003733
52610,0.02000533
52620,0.02002133
52630,0.01947200
52640,0.01976533
52650,0.02008000
52660,0.02004800
52670,0.01958933
52680,0.01820267
52690,0.01951467
52700,0.01934400
52710,0.01770133
52720,0.02015467
52730,0.01978133
52740,0.01902933
52750,0.01992000
52760,0.02019733
52770,0.01988267
52780,0.01954667
52790,0.01950933
52800,0.01958400
52810,0.01938667
52820,0.01958400
52830,0.01975467
52840,0.01877333
52850,0.01880533
52860,0.01969067
52870,0.01911467
52880,0.01939200
52890,0.02056000
52900,0.01967467
52910,0.02022400
52920,0.02081600
52930,0.01968000
52940,0.01908267
52950,0.02024533
52960,0.01957333
52970,0.01923200
52980,0.01939200
52990,0.01938133
53000,0.01921067
53010,0.01930667
53020,0.02066133
53030,0.01955733
53040,0.01926933
53050,0.01950400
53060,0.02021867
53070,0.02033600
53080,0.02048533
53090,0.01944000
53100,0.01962667
53110,0.01899733
53120,0.01940267
53130,0.01989333
53140,0.01898133
53150,0.01998933
53160,0.01888000
53170,0.02034133
53180,0.01917333
53190,0.02091733
53200,0.02057067
53210,0.01953600
53220,0.01935467
53230,0.01982400
53240,0.01965867
53250,0.01962133
53260,0.01986667
53270,0.01962667
53280,0.01971733
53290,0.01834667
53300,0.02142933
53310,0.01974933
53320,0.01951467
53330,0.01864533
53340,0.01952533
53350,0.01950400
53360,0.01924800
53370,0.01854933
53380,0.01970667
53390,0.01923200
53400,0.01925333
53410,0.01868267
53420,0.01993600
53430,0.02008533
53440,0.01900267
53450,0.01963733
53460,0.01885333
53470,0.01953600
53480,0.01959467
53490,0.01899200
53500,0.01933333
53510,0.02042133
53520,0.01982933
53530,0.01965867
53540,0.01936000
53550,0.02075200
53560,0.01976533
53570,0.01921067
53580,0.01920533
53590,0.01972800
53600,0.01892267
53610,0.02021333
53620,0.02033067
53630,0.01905067
53640,0.01895467
53650,0.01947733
53660,0.01906133
53670,0.02128000
53680,0.01979733
53690,0.01924267
53700,0.01876267
53710,0.02031467
53720,0.02024533
53730,0.01976533
53740,0.01820267
53750,0.01921067
53760,0.01953067
53770,0.01958933
53780,0.02000000
53790,0.01988267
53800,0.02028800
53810,0.02051200
53820,0.01916800
53830,0.01895467
53840,0.01924267
53850,0.01918400
53860,0.01850667
53870,0.01969067
53880,0.01995200
53890,0.01924800
53900,0.01933333
53910,0.01882667
53920,0.01864000
53930,0.01945600
53940,0.01943467
53950,0.01939200
53960,0.02008533
53970,0.01883733
53980,0.01862933
53990,0.01930667
54000,0.02090133
54010,0.01862933
54020,0.01871467
54030,0.01926400
54040,0.01986667
54050,0.01874667
54060,0.01992000
54070,0.01930667
54080,0.01960000
54090,0.01990933
54100,0.01894400
54110,0.01969600
54120,0.02000533
54130,0.01921600
54140,0.01911467
54150,0.02009067
54160,0.01869867
54170,0.02063467
54180,0.01904533
54190,0.01912000
54200,0.01990400
54210,0.02091200
54220,0.02053333
54230,0.01923733
54240,0.01941333
54250,0.02002667
54260,0.01866133
54270,0.01930133
54280,0.01959467
54290,0.01900800
54300,0.01941867
54310,0.01883733
54320,0.02011200
54330,0.02012267
54340,0.01954667
54350,0.01994133
54360,0.01846400
54370,0.01833600
54380,0.01885333
54390,0.01836800
54400,0.01971200
54410,0.01889067
54420,0.01933333
54430,0.01881600
54440,0.01909867
54450,0.01929067
54460,0.01896000
54470,0.01947200
54480,0.01931200
54490,0.01980800
54500,0.01916800
54510,0.01981333
54520,0.01923200
54530,0.01938667
54540,0.02017600
54550,0.01961067
54560,0.01948800
54570,0.01952533
54580,0.02020267
54590,0.01937600
54600,0.02055467
54610,0.01975467
54620,0.01921067
54630,0.01865600
54640,0.01925867
54650,0.01970133
54660,0.01952000
54670,0.02002667
54680,0.01968000
54690,0.01904000
54700,0.02043200
54710,0.01921600
54720,0.01937600
54730,0.01956267
54740,0.01932267
54750,0.01998933
54760,0.01896533
54770,0.01907200
54780,0.01927467
54790,0.02041067
54800,0.01904533
54810,0.01993067
54820,0.01900267
54830,0.01876267
54840,0.01914133
54850,0.01955733
54860,0.01922667
54870,0.02008533
54880,0.02102933
54890,0.01867733
54900,0.01823467
54910,0.01905600
54920,0.02075200
54930,0.01862933
54940,0.01909333
54950,0.02082667
54960,0.01900800
54970,0.01819200
54980,0.01994133
54990,0.01953600
55000,0.01913600
55010,0.01956800
55020,0.01947200
55030,0.01971200
55040,0.01951467
55050,0.02029333
55060,0.02035733
55070,0.01929067
55080,0.01962133
55090,0.01910400
55100,0.01880533
55110,0.01888533
55120,0.01944533
55130,0.01958933
55140,0.01942933
55150,0.01829333
55160,0.01976000
55170,0.01948267
55180,0.01861333
55190,0.01937600
55200,0.01944000
55210,0.02056000
55220,0.02008533
55230,0.01880000
55240,0.01952000
55250,0.02073067
55260,0.02026133
55270,0.01886400
55280,0.02012800
55290,0.02029867
55300,0.01857600
55310,0.01784000
55320,0.02105067
55330,0.01865067
55340,0.01941333
55350,0.01908267
55360,0.01993600
55370,0.01898133
55380,0.01934400
55390,0.02010133
55400,0.01937600
55410,0.02039467
55420,0.01994667
55430,0.01885333
55440,0.01997333
55450,0.01932267
55460,0.01971200
55470,0.01916800
55480,0.02002667
55490,0.02087467
55500,0.01973867
55510,0.01892800
55520,0.01859733
55530,0.02110400
55540,0.01978133
55550,0.01967467
55560,0.01975467
55570,0.02011200
55580,0.01956267
55590,0.01982933
55600,0.01967467
55610,0.01899200
55620,0.01868267
55630,0.01899733
55640,0.02082133
55650,0.01913600
55660,0.02022933
55670,0.01944000
55680,0.02008000
55690,0.01951467
55700,0.01864533
55710,0.01910933
55720,0.01998400
55730,0.01942400
55740,0.01865067
55750,0.01972267
55760,0.02098667
55770,0.01964267
55780,0.01874667
55790,0.01784533
55800,0.01986133
55810,0.01947733
55820,0.01896533
55830,0.01990400
55840,0.01910933
55850,0.02053333
55860,0.01913600
55870,0.02001067
55880,0.01919467
55890,0.01866667
55900,0.01979733
55910,0.02088000
55920,0.01921600
55930,0.01943467
55940,0.01953067
55950,0.01971200
55960,0.01920000
55970,0.01974400
55980,0.01970667
55990,0.02010133
56000,0.01952000
56010,0.01867733
56020,0.01966400
56030,0.01980267
56040,0.01902400
56050,0.02067200
56060,0.01932267
56070,0.01902400
56080,0.01908800
56090,0.01955733
56100,0.01825067
56110,0.01918933
56120,0.01912533
56130,0.01979200
56140,0.02041600
56150,0.01917867
56160,0.01924267
56170,0.01930667
56180,0.01954133
56190,0.01931733
56200,0.01925867
56210,0.02008000
56220,0.01980800
56230,0.01971200
56240,0.02039467
56250,0.02003733
56260,0.01901867
56270,0.02079467
56280,0.01913600
56290,0.01932800
56300,0.01866667
56310,0.01955733
56320,0.02060800
56330,0.01857067
56340,0.01822400
56350,0.02020800
56360,0.02086933
56370,0.01962667
56380,0.01966933
56390,0.01920000
56400,0.02032000
56410,0.02019733
56420,0.02114133
56430,0.01910400
56440,0.01934400
56450,0.01958933
56460,0.02019733
56470,0.02050133
56480,0.02040000
56490,0.01918933
56500,0.01951467
56510,0.01867200
56520,0.01966933
56530,0.02040533
56540,0.02018133
56550,0.02025600
56560,0.01996800
56570,0.01916800
56580,0.01972267
56590,0.02038933
56600,0.01870400
56610,0.01949333
56620,0.01992000
56630,0.01792000
56640,0.01940800
56650,0.01954667
56660,0.01955733
56670,0.01878933
56680,0.01920533
56690,0.01921067
56700,0.01927467
56710,0.01981867
56720,0.01901333
56730,0.01875733
56740,0.02012267
56750,0.01972267
56760,0.01935467
56770,0.01910400
56780,0.01923200
56790,0.01963733
56800,0.01907200
56810,0.01957333
56820,0.01894400
56830,0.01910400
56840,0.01929067
56850,0.01969067
56860,0.01889600
56870,0.02004267
56880,0.02030400
56890,0.01901333
56900,0.01922667
56910,0.01935467
56920,0.01947200
56930,0.01947200
56940,0.01831467
56950,0.01974933
56960,0.01973333
56970,0.01941333
56980,0.01940800
56990,0.01961067
57000,0.01828267
57010,0.02003733
57020,0.01979200
57030,0.01924267
57040,0.01924800
57050,0.01997867
57060,0.01978133
57070,0.01944000
57080,0.02041067
57090,0.02016533
57100,0.02133867
57110,0.01957333
57120,0.01890667
57130,0.01948800
57140,0.02000000
57150,0.02077333
57160,0.02073600
57170,0.02005333
57180,0.01983467
57190,0.02089067
57200,0.01883733
57210,0.01871467
57220,0.01929067
57230,0.02046400
57240,0.02007467
57250,0.01966400
57260,0.01946667
57270,0.01914133
57280,0.01968000
57290,0.01961600
57300,0.01966400
57310,0.01977067
57320,0.01950933
57330,0.01918933
57340,0.01898133
57350,0.02063467
57360,0.01918400
57370,0.01987733
57380,0.01928000
57390,0.02004267
57400,0.01949867
57410,0.01891733
57420,0.01951467
57430,0.02029333
57440,0.01948800
57450,0.01984533
57460,0.01912533
57470,0.01914667
57480,0.01954133
57490,0.01837333
57500,0.02024533
57510,0.01865600
57520,0.01898667
57530,0.01889600
57540,0.01967467
57550,0.01998933
57560,0.01856000
57570,0.02000533
57580,0.01913067
57590,0.02006400
57600,0.01867200
57610,0.01959467
57620,0.01998933
57630,0.02011200
57640,0.01905600
57650,0.01948800
57660,0.01948800
57670,0.01982933
57680,0.01956800
57690,0.01996267
57700,0.01916800
57710,0.01998933
57720,0.01928533
57730,0.01953067
57740,0.01953600
57750,0.01843200
57760,0.02002667
57770,0.01936000
57780,0.02088533
57790,0.01982933
57800,0.01951467
57810,0.01915733
57820,0.02020267
57830,0.02002667
57840,0.02011733
57850,0.01954667
57860,0.01824000
57870,0.01957333
57880,0.02066667
57890,0.01934400
57900,0.01915733
57910,0.01984000
57920,0.01950400
57930,0.02044800
57940,0.01967467
57950,0.01891733
57960,0.01967467
57970,0.02129067
57980,0.01991467
57990,0.01950400
58000,0.01930133
58010,0.01778133
58020,0.02056000
58030,0.01922667
58040,0.02100800
58050,0.01915733
58060,0.01992533
58070,0.02032533
58080,0.01828800
58090,0.01891733
58100,0.02036267
58110,0.01894933
58120,0.01968533
58130,0.01970133
58140,0.01926400
58150,0.01916800
58160,0.01892800
58170,0.01908800
58180,0.01955200
58190,0.01965333
58200,0.02034667
58210,0.01891733
58220,0.01975467
58230,0.01946667
58240,0.01902933
58250,0.02045867
58260,0.01891200
58270,0.01969600
58280,0.01991467
58290,0.01857600
58300,0.02000533
58310,0.02005867
58320,0.01971733
58330,0.01835733
58340,0.01893333
58350,0.01851200
58360,0.01806933
58370,0.01943467
58380,0.01920533
58390,0.01974933
58400,0.02027733
58410,0.02015467
58420,0.01962667
58430,0.01929067
58440,0.01958400
58450,0.02049067
58460,0.01958400
58470,0.02049600
58480,0.02038933
58490,0.01899733
58500,0.01956267
58510,0.01936533
58520,0.02059200
58530,0.01924800
58540,0.01951467
58550,0.01995200
58560,0.02004800
58570,0.01977067
58580,0.01930667
58590,0.01906133
58600,0.02011200
58610,0.01972800
58620,0.02104533
58630,0.01830933
58640,0.01901333
58650,0.01769600
58660,0.01977600
58670,0.01892800
58680,0.01893333
58690,0.01956267
58700,0.01870933
58710,0.01977600
58720,0.01806933
58730,0.02006933
58740,0.01993600
58750,0.01899200
58760,0.01930667
58770,0.01881600
58780,0.01857600
58790,0.02009600
58800,0.01963733
58810,0.01988267
58820,0.01875733
58830,0.01886933
58840,0.01900267
58850,0.01948267
58860,0.02009067
58870,0.01930667
58880,0.01991467
58890,0.01792533
58900,0.01945600
58910,0.01925867
58920,0.01907200
58930,0.01910933
58940,0.01961600
58950,0.01970667
58960,0.01953067
58970,0.01900267
58980,0.01945067
58990,0.01954133
59000,0.01796800
59010,0.01874133
59020,0.02009067
59030,0.01957867
59040,0.01958400
59050,0.01953600
59060,0.01904000
59070,0.01917867
59080,0.01973333
59090,0.01890667
59100,0.01923200
59110,0.01979200
59120,0.01945600
59130,0.01870933
59140,0.01969067
59150,0.01993067
59160,0.02006400
59170,0.01993067
59180,0.01909867
59190,0.01974400
59200,0.01853867
59210,0.02050667
59220,0.01918933
59230,0.01890667
59240,0.02012267
59250,0.01894933
59260,0.01914667
59270,0.02032000
59280,0.01924800
59290,0.02085867
59300,0.01938667
59310,0.01969600
59320,0.01998400
59330,0.01989867
59340,0.02056000
59350,0.01873600
59360,0.01945067
59370,0.01913067
59380,0.01918933
59390,0.02012267
59400,0.02031467
59410,0.01906667
59420,0.01865067
59430,0.01914133
59440,0.01923200
59450,0.02142933
59460,0.02014933
59470,0.01992533
59480,0.01998933
59490,0.01978667
59500,0.01956800
59510,0.01917867
59520,0.02011200
59530,0.01982400
59540,0.01925867
59550,0.01999467
59560,0.01923733
59570,0.01854400
59580,0.01873600
59590,0.01945600
59600,0.02042133
59610,0.01942933
59620,0.01979733
59630,0.01910933
59640,0.01941333
59650,0.01996267
59660,0.02009600
59670,0.02018667
59680,0.01946133
59690,0.01810133
59700,0.01984000
59710,0.01897600
59720,0.02000000
59730,0.01940267
59740,0.02092267
59750,0.01986133
59760,0.01941867
59770,0.01860800
59780,0.01970133
59790,0.01932800
59800,0.01821867
59810,0.01948267
59820,0.01924267
59830,0.01977600
59840,0.02050667
59850,0.01885333
59860,0.01917867
59870,0.02016000
59880,0.01950933
59890,0.01984000
59900,0.02044800
59910,0.01977067
59920,0.01948267
59930,0.01982933
59940,0.01953600
59950,0.01984000
59960,0.01960000
59970,0.01913600
59980,0.02014400
59990,0.02090667
60000,0.01910400
60010,0.01945600
60020,0.02005867
60030,0.01956800
60040,0.01972800
60050,0.01977600
60060,0.01960000
60070,0.01981867
60080,0.02025067
60090,0.01934933
60100,0.02005867
60110,0.01906667
60120,0.01934400
60130,0.02094400
60140,0.01979200
60150,0.02056533
60160,0.02088000
60170,0.01905067
60180,0.01956800
60190,0.01981867
60200,0.01935467
60210,0.01997333
60220,0.01972800
60230,0.01988267
60240,0.01933867
60250,0.01933867
60260,0.01934400
60270,0.01935467
60280,0.01955200
60290,0.01929600
60300,0.01947200
60310,0.01907733
60320,0.01884800
60330,0.02062933
60340,0.01921600
60350,0.01884800
60360,0.01883200
60370,0.01903467
60380,0.01930667
60390,0.01842133
60400,0.01920533
60410,0.01971200
60420,0.01921600
60430,0.01972267
60440,0.01949333
60450,0.01905600
60460,0.01950933
60470,0.01902933
60480,0.01978133
60490,0.01985600
60500,0.01892800
60510,0.01941867
60520,0.01954667
60530,0.02000000
60540,0.01997867
60550,0.01969600
60560,0.01911467
60570,0.01859200
60580,0.01849600
60590,0.01880533
60600,0.02103467
60610,0.01930667
60620,0.02057067
60630,0.02036267
60640,0.01967467
60650,0.01987733
60660,0.01913600
60670,0.01887467
60680,0.01938133
60690,0.02009600
60700,0.02079467
60710,0.01951467
60720,0.02084267
60730,0.02000000
60740,0.01959467
60750,0.01903467
60760,0.01973333
60770,0.01841600
60780,0.01947200
60790,0.01962667
60800,0.02068800
