t,rho
1850,0.01948958
1860,0.02041667
1870,0.01970833
1880,0.02023958
1890,0.01957292
1900,0.01935417
1910,0.01854167
1920,0.01978125
1930,0.01845833
1940,0.01980208
1950,0.01852083
1960,0.01956250
1970,0.01847917
1980,0.01836458
1990,0.01833333
2000,0.01835417
2010,0.01967708
2020,0.01964583
2030,0.01967708
2040,0.01995833
2050,0.01969792
2060,0.02021875
2070,0.01830208
2080,0.01939583
2090,0.02114583
2100,0.01928125
2110,0.02004167
2120,0.01857292
2130,0.01854167
2140,0.02046875
2150,0.01906250
2160,0.01925000
2170,0.01964583
2180,0.01858333
2190,0.01907292
2200,0.01954167
2210,0.01907292
2220,0.02052083
2230,0.01803125
2240,0.01931250
2250,0.01941667
2260,0.01948958
2270,0.02059375
2280,0.01756250
2290,0.01906250
2300,0.02160417
2310,0.01866667
2320,0.01873958
2330,0.02032292
2340,0.02065625
2350,0.01882292
2360,0.01907292
2370,0.01902083
2380,0.01864583
2390,0.02079167
2400,0.02090625
2410,0.01883333
2420,0.02062500
2430,0.01979167
2440,0.01931250
2450,0.01833333
2460,0.01915625
2470,0.02023958
2480,0.02030208
2490,0.01889583
2500,0.01892708
2510,0.01905208
2520,0.02052083
2530,0.01928125
2540,0.01808333
2550,0.02044792
2560,0.01961458
2570,0.01872917
2580,0.02120833
2590,0.01978125
2600,0.01982292
2610,0.01982292
2620,0.01943750
2630,0.01881250
2640,0.01961458
2650,0.01807292
2660,0.01827083
2670,0.02076042
2680,0.01932292
2690,0.01887500
2700,0.01945833
2710,0.01931250
2720,0.01901042
2730,0.01796875
2740,0.01932292
2750,0.02020833
2760,0.02073958
2770,0.02200000
2780,0.01913542
2790,0.01859375
2800,0.02026042
2810,0.01808333
2820,0.01857292
2830,0.01919792
2840,0.01993750
2850,0.01728125
2860,0.02118750
2870,0.02002083
2880,0.01975000
2890,0.01728125
2900,0.01986458
2910,0.02004167
2920,0.01998958
2930,0.01993750
2940,0.02056250
2950,0.01922917
2960,0.02038542
2970,0.01867708
2980,0.01932292
2990,0.01996875
3000,0.01967708
3010,0.01829167
3020,0.01843750
3030,0.01970833
3040,0.01990625
3050,0.02054167
3060,0.01960417
3070,0.02032292
3080,0.01948958
3090,0.01828125
3100,0.02039583
3110,0.01972917
3120,0.01885417
3130,0.01969792
3140,0.02040625
3150,0.01802083
3160,0.01916667
3170,0.01938542
3180,0.01960417
3190,0.02051042
3200,0.01997917
3210,0.01967708
3220,0.01903125
3230,0.01955208
3240,0.01948958
3250,0.02052083
3260,0.02008333
3270,0.01830208
3280,0.01956250
3290,0.02006250
3300,0.01962500
3310,0.01983333
3320,0.01951042
3330,0.02032292
3340,0.02010417
3350,0.01860417
3360,0.01743750
3370,0.01963542
3380,0.02095833
3390,0.01997917
3400,0.01881250
3410,0.01967708
3420,0.01829167
3430,0.02040625
3440,0.01936458
3450,0.02039583
3460,0.01934375
3470,0.02068750
3480,0.01984375
3490,0.01935417
3500,0.01877083
3510,0.01985417
3520,0.01950000
3530,0.01966667
3540,0.01904167
3550,0.01903125
3560,0.01927083
3570,0.01910417
3580,0.01990625
3590,0.01986458
3600,0.01950000
3610,0.01957292
3620,0.01979167
3630,0.01898958
3640,0.01935417
3650,0.01872917
3660,0.01866667
3670,0.01843750
3680,0.02042708
3690,0.01840625
3700,0.01850000
3710,0.01907292
3720,0.01915625
3730,0.01964583
3740,0.01960417
3750,0.01821875
3760,0.01966667
3770,0.01886458
3780,0.01811458
3790,0.01840625
3800,0.02148958
3810,0.01910417
3820,0.02007292
3830,0.01893750
3840,0.01887500
3850,0.01851042
3860,0.01917708
3870,0.01979167
3880,0.01933333
3890,0.01818750
3900,0.01937500
3910,0.01868750
3920,0.01887500
3930,0.01878125
3940,0.02052083
3950,0.02063542
3960,0.01900000
3970,0.02006250
3980,0.01985417
3990,0.01894792
4000,0.01929167
4010,0.01900000
4020,0.02164583
4030,0.01859375
4040,0.01991667
4050,0.02085417
4060,0.01913542
4070,0.01942708
4080,0.01986458
4090,0.01893750
4100,0.01954167
4110,0.02013542
4120,0.01951042
4130,0.02039583
4140,0.01959375
4150,0.01923958
4160,0.02068750
4170,0.01887500
4180,0.01908333
4190,0.02037500
4200,0.01988542
4210,0.02043750
4220,0.01811458
4230,0.01940625
4240,0.01864583
4250,0.01993750
4260,0.01935417
4270,0.01923958
4280,0.01957292
4290,0.01930208
4300,0.02020833
4310,0.01861458
4320,0.02045833
4330,0.01916667
4340,0.01881250
4350,0.01989583
4360,0.02059375
4370,0.01940625
4380,0.02083333
4390,0.01941667
4400,0.02103125
4410,0.01984375
4420,0.01991667
4430,0.01904167
4440,0.02018750
4450,0.02170833
4460,0.01906250
4470,0.01932292
4480,0.01846875
4490,0.01876042
4500,0.01911458
4510,0.01937500
4520,0.01907292
4530,0.02055208
4540,0.02007292
4550,0.02050000
4560,0.02008333
4570,0.02068750
4580,0.01758333
4590,0.01989583
4600,0.02003125
4610,0.01989583
4620,0.01864583
4630,0.01921875
4640,0.01830208
4650,0.02029167
4660,0.01979167
4670,0.02030208
4680,0.01929167
4690,0.02058333
4700,0.01842708
4710,0.01902083
4720,0.02021875
4730,0.01913542
4740,0.02016667
4750,0.01848958
4760,0.01982292
4770,0.01907292
4780,0.01981250
4790,0.01842708
4800,0.01890625
4810,0.02023958
4820,0.01953125
4830,0.01877083
4840,0.01977083
4850,0.02189583
4860,0.01829167
4870,0.02011458
4880,0.01942708
4890,0.01809375
4900,0.01928125
4910,0.01963542
4920,0.01956250
4930,0.01988542
4940,0.01860417
4950,0.01894792
4960,0.01958333
4970,0.01806250
4980,0.02085417
4990,0.01839583
5000,0.01876042
5010,0.01947917
5020,0.01954167
5030,0.01931250
5040,0.01920833
5050,0.01997917
5060,0.01910417
5070,0.01982292
5080,0.02052083
5090,0.01962500
5100,0.02072917
5110,0.01945833
5120,0.01970833
5130,0.01890625
5140,0.01817708
5150,0.02160417
5160,0.01902083
5170,0.01913542
5180,0.01868750
5190,0.01863542
5200,0.02011458
5210,0.01980208
5220,0.01919792
5230,0.01917708
5240,0.02034375
5250,0.01812500
5260,0.01957292
5270,0.02036458
5280,0.01902083
5290,0.01822917
5300,0.01911458
5310,0.01963542
5320,0.01977083
5330,0.01956250
5340,0.01871875
5350,0.01873958
5360,0.01889583
5370,0.01847917
5380,0.01991667
5390,0.01839583
5400,0.01908333
5410,0.01970833
5420,0.01969792
5430,0.02110417
5440,0.01752083
5450,0.01935417
5460,0.01930208
5470,0.01976042
5480,0.02071875
5490,0.01890625
5500,0.01902083
5510,0.01966667
5520,0.01921875
5530,0.01922917
5540,0.02019792
5550,0.01947917
5560,0.01928125
5570,0.02040625
5580,0.01909375
5590,0.01901042
5600,0.01960417
5610,0.01932292
5620,0.01981250
5630,0.02015625
5640,0.01906250
5650,0.01922917
5660,0.02004167
5670,0.01887500
5680,0.02112500
5690,0.01992708
5700,0.01770833
5710,0.01876042
5720,0.02131250
5730,0.01889583
5740,0.01871875
5750,0.01961458
5760,0.01880208
5770,0.01906250
5780,0.01947917
5790,0.01822917
5800,0.01957292
5810,0.01908333
5820,0.01853125
5830,0.01881250
5840,0.01983333
5850,0.02026042
5860,0.02106250
5870,0.01873958
5880,0.02017708
5890,0.01938542
5900,0.02053125
5910,0.02021875
5920,0.01856250
5930,0.01996875
5940,0.01967708
5950,0.01958333
5960,0.01868750
5970,0.01923958
5980,0.02073958
5990,0.01885417
6000,0.01880208
6010,0.02036458
6020,0.01997917
6030,0.01956250
6040,0.01929167
6050,0.01865625
6060,0.01903125
6070,0.01805208
6080,0.02046875
6090,0.01878125
6100,0.01922917
6110,0.02021875
6120,0.01989583
6130,0.01984375
6140,0.01910417
6150,0.01948958
6160,0.02051042
6170,0.02033333
6180,0.02069792
6190,0.01910417
6200,0.01940625
6210,0.01976042
6220,0.01966667
6230,0.01844792
6240,0.02007292
6250,0.02126042
6260,0.01998958
6270,0.02056250
6280,0.01843750
6290,0.02014583
6300,0.02098958
6310,0.01919792
6320,0.01956250
6330,0.01894792
6340,0.01866667
6350,0.01869792
6360,0.01992708
6370,0.01816667
6380,0.01952083
6390,0.01973958
6400,0.01904167
6410,0.01984375
6420,0.01970833
6430,0.01834375
6440,0.01835417
6450,0.01909375
6460,0.01967708
6470,0.01880208
6480,0.01779167
6490,0.01897917
6500,0.01905208
6510,0.01983333
6520,0.02050000
6530,0.01993750
6540,0.01854167
6550,0.01898958
6560,0.01882292
6570,0.01889583
6580,0.01991667
6590,0.01921875
6600,0.02073958
6610,0.01954167
6620,0.01896875
6630,0.02022917
6640,0.01995833
6650,0.01851042
6660,0.01998958
6670,0.02076042
6680,0.01988542
6690,0.02145833
6700,0.01987500
6710,0.01985417
6720,0.01836458
6730,0.01970833
6740,0.01915625
6750,0.02038542
6760,0.01975000
6770,0.02034375
6780,0.01777083
6790,0.01934375
6800,0.01997917
6810,0.01835417
6820,0.02076042
6830,0.01942708
6840,0.01913542
6850,0.02086458
6860,0.01800000
6870,0.01998958
6880,0.02030208
6890,0.02021875
6900,0.02136458
6910,0.01889583
6920,0.01926042
6930,0.02006250
6940,0.01933333
6950,0.01957292
6960,0.01910417
6970,0.01796875
6980,0.02038542
6990,0.01985417
7000,0.01929167
7010,0.02143750
7020,0.02046875
7030,0.01765625
7040,0.01938542
7050,0.01783333
7060,0.01911458
7070,0.01900000
7080,0.01978125
7090,0.01837500
7100,0.01842708
7110,0.01977083
7120,0.01844792
7130,0.01954167
7140,0.01956250
7150,0.01931250
7160,0.01963542
7170,0.02026042
7180,0.01958333
7190,0.01975000
7200,0.01935417
7210,0.01762500
7220,0.02040625
7230,0.01880208
7240,0.02047917
7250,0.01815625
7260,0.02022917
7270,0.01904167
7280,0.02094792
7290,0.02075000
7300,0.01929167
7310,0.02089583
7320,0.01918750
7330,0.01971875
7340,0.02139583
7350,0.01905208
7360,0.01834375
7370,0.02033333
7380,0.01870833
7390,0.01798958
7400,0.01883333
7410,0.01763542
7420,0.01901042
7430,0.01990625
7440,0.01965625
7450,0.01977083
7460,0.01984375
7470,0.01923958
7480,0.01827083
7490,0.01907292
7500,0.01887500
7510,0.01935417
7520,0.01992708
7530,0.02064583
7540,0.02025000
7550,0.01936458
7560,0.02041667
7570,0.01878125
7580,0.01933333
7590,0.01935417
7600,0.01960417
7610,0.02002083
7620,0.02004167
7630,0.02044792
7640,0.01896875
7650,0.01954167
7660,0.01952083
7670,0.01832292
7680,0.01911458
7690,0.01886458
7700,0.01832292
7710,0.01883333
7720,0.01880208
7730,0.01946875
7740,0.01893750
7750,0.01889583
7760,0.02003125
7770,0.01961458
7780,0.02004167
7790,0.02083333
7800,0.01962500
7810,0.01945833
7820,0.01862500
7830,0.01992708
7840,0.01888542
7850,0.02197917
7860,0.02028125
7870,0.01905208
7880,0.01889583
7890,0.01907292
7900,0.01940625
7910,0.02006250
7920,0.01845833
7930,0.02008333
7940,0.01901042
7950,0.01906250
7960,0.01895833
7970,0.01969792
7980,0.01892708
7990,0.02011458
8000,0.01906250
8010,0.01921875
8020,0.02016667
8030,0.01973958
8040,0.01941667
8050,0.01887500
8060,0.01964583
8070,0.01894792
8080,0.01903125
8090,0.01929167
8100,0.01951042
8110,0.02011458
8120,0.02110417
8130,0.02059375
8140,0.01936458
8150,0.01950000
8160,0.02065625
8170,0.01835417
8180,0.02058333
8190,0.01839583
8200,0.01889583
8210,0.01904167
8220,0.02179167
8230,0.02048958
8240,0.01882292
8250,0.01983333
8260,0.02083333
8270,0.01988542
8280,0.02031250
8290,0.01946875
8300,0.01960417
8310,0.01946875
8320,0.01864583
8330,0.01921875
8340,0.02052083
8350,0.01898958
8360,0.01998958
8370,0.01935417
8380,0.01944792
8390,0.01944792
8400,0.01847917
8410,0.01967708
8420,0.01868750
8430,0.02102083
8440,0.02045833
8450,0.02013542
8460,0.01982292
8470,0.02007292
8480,0.01940625
8490,0.01998958
8500,0.02040625
8510,0.01947917
8520,0.01926042
8530,0.01873958
8540,0.02096875
8550,0.02105208
8560,0.01837500
8570,0.01961458
8580,0.01993750
8590,0.01837500
8600,0.01952083
8610,0.01910417
8620,0.01851042
8630,0.01811458
8640,0.01897917
8650,0.02032292
8660,0.01919792
8670,0.01937500
8680,0.01830208
8690,0.02021875
8700,0.01911458
8710,0.02012500
8720,0.02036458
8730,0.02067708
8740,0.01756250
8750,0.01857292
8760,0.02006250
8770,0.01950000
8780,0.01894792
8790,0.01969792
8800,0.01938542
8810,0.01934375
8820,0.01813542
8830,0.01947917
8840,0.01941667
8850,0.01915625
8860,0.02100000
8870,0.02055208
8880,0.01922917
8890,0.01869792
8900,0.01871875
8910,0.01936458
8920,0.02103125
8930,0.02089583
8940,0.01943750
8950,0.02021875
8960,0.02087500
8970,0.01991667
8980,0.01954167
8990,0.01983333
9000,0.01861458
9010,0.02062500
9020,0.02005208
9030,0.01955208
9040,0.02079167
9050,0.01972917
9060,0.01921875
9070,0.01996875
9080,0.01726042
9090,0.02075000
9100,0.01941667
9110,0.01915625
9120,0.01934375
9130,0.01883333
9140,0.01940625
9150,0.01973958
9160,0.01961458
9170,0.01943750
9180,0.01942708
9190,0.01935417
9200,0.01977083
9210,0.01993750
9220,0.02038542
9230,0.02065625
9240,0.01894792
9250,0.01929167
9260,0.01904167
9270,0.02075000
9280,0.02095833
9290,0.01980208
9300,0.02000000
9310,0.01911458
9320,0.01995833
9330,0.02017708
9340,0.01983333
9350,0.01920833
9360,0.02028125
9370,0.01936458
9380,0.01882292
9390,0.02027083
9400,0.01996875
9410,0.02053125
9420,0.01866667
9430,0.01825000
9440,0.01969792
9450,0.02029167
9460,0.01927083
9470,0.01798958
9480,0.01990625
9490,0.02044792
9500,0.01938542
9510,0.01966667
9520,0.01979167
9530,0.01953125
9540,0.01979167
9550,0.01946875
9560,0.01990625
9570,0.01895833
9580,0.01798958
9590,0.01928125
9600,0.01885417
9610,0.02048958
9620,0.01858333
9630,0.02022917
9640,0.01919792
9650,0.01980208
9660,0.01957292
9670,0.02035417
9680,0.01908333
9690,0.01992708
9700,0.01886458
9710,0.01918750
9720,0.02010417
9730,0.01872917
9740,0.01809375
9750,0.01807292
9760,0.02012500
9770,0.01937500
9780,0.02029167
9790,0.02053125
9800,0.02047917
9810,0.01951042
9820,0.02023958
9830,0.02065625
9840,0.02000000
9850,0.01992708
9860,0.02081250
9870,0.01927083
9880,0.01841667
9890,0.01888542
9900,0.02142708
9910,0.02020833
9920,0.01998958
9930,0.02163542
9940,0.01968750
9950,0.01890625
9960,0.01972917
9970,0.01973958
9980,0.01998958
9990,0.01985417
10000,0.01891667
10010,0.01871875
10020,0.01852083
10030,0.01884375
10040,0.01794792
10050,0.01939583
10060,0.01997917
10070,0.02145833
10080,0.01935417
10090,0.01986458
10100,0.01960417
10110,0.01923958
10120,0.01983333
10130,0.01835417
10140,0.01927083
10150,0.02111458
10160,0.02121875
10170,0.01872917
10180,0.01963542
10190,0.02103125
10200,0.01927083
10210,0.02136458
10220,0.01879167
10230,0.01942708
10240,0.01869792
10250,0.01908333
10260,0.01955208
10270,0.01972917
10280,0.02083333
10290,0.01951042
10300,0.02082292
10310,0.01857292
10320,0.02064583
10330,0.02018750
10340,0.01983333
10350,0.02029167
10360,0.01945833
10370,0.02011458
10380,0.01985417
10390,0.01943750
10400,0.02085417
10410,0.01905208
10420,0.01983333
10430,0.01988542
10440,0.02166667
10450,0.01894792
10460,0.02067708
10470,0.02035417
10480,0.01918750
10490,0.02061458
10500,0.02092708
10510,0.01982292
10520,0.02065625
10530,0.01880208
10540,0.01826042
10550,0.01787500
10560,0.02051042
10570,0.01813542
10580,0.01842708
10590,0.02043750
10600,0.01885417
10610,0.01997917
10620,0.01896875
10630,0.01961458
10640,0.01942708
10650,0.01901042
10660,0.01900000
10670,0.02014583
10680,0.02087500
10690,0.01864583
10700,0.01980208
10710,0.01963542
10720,0.01975000
10730,0.01941667
10740,0.01967708
10750,0.01939583
10760,0.01886458
10770,0.01952083
10780,0.01855208
10790,0.01887500
10800,0.01936458
10810,0.01814583
10820,0.01827083
10830,0.02051042
10840,0.02031250
10850,0.01990625
10860,0.02091667
10870,0.01888542
10880,0.02059375
10890,0.02117708
10900,0.02001042
10910,0.01931250
10920,0.01971875
10930,0.02075000
10940,0.02012500
10950,0.01931250
10960,0.01834375
10970,0.02032292
10980,0.01865625
10990,0.01971875
11000,0.01950000
11010,0.01926042
11020,0.01891667
11030,0.01816667
11040,0.01939583
11050,0.02005208
11060,0.01907292
11070,0.01934375
11080,0.01946875
11090,0.01878125
11100,0.01944792
11110,0.01929167
11120,0.01934375
11130,0.01898958
11140,0.01937500
11150,0.01977083
11160,0.01944792
11170,0.02006250
11180,0.01895833
11190,0.01846875
11200,0.01900000
11210,0.01921875
11220,0.01954167
11230,0.01957292
11240,0.02011458
11250,0.01996875
11260,0.01975000
11270,0.01886458
11280,0.02020833
11290,0.01915625
11300,0.01984375
11310,0.02134375
11320,0.01959375
11330,0.01851042
11340,0.02008333
11350,0.01983333
11360,0.02010417
11370,0.02176042
11380,0.02028125
11390,0.01959375
11400,0.01919792
11410,0.01993750
11420,0.01907292
11430,0.01876042
11440,0.01965625
11450,0.02121875
11460,0.01786458
11470,0.01960417
11480,0.01954167
11490,0.01831250
11500,0.01942708
11510,0.01903125
11520,0.02038542
11530,0.01872917
11540,0.01955208
11550,0.01869792
11560,0.01763542
11570,0.01901042
11580,0.02097917
11590,0.01920833
11600,0.02002083
11610,0.01811458
11620,0.01985417
11630,0.01968750
11640,0.01950000
11650,0.01933333
11660,0.01930208
11670,0.01848958
11680,0.01976042
11690,0.01957292
11700,0.01855208
11710,0.01881250
11720,0.01832292
11730,0.01937500
11740,0.02070833
11750,0.02031250
11760,0.01961458
11770,0.01912500
11780,0.02128125
11790,0.01936458
11800,0.01762500
11810,0.01876042
11820,0.01960417
11830,0.01948958
11840,0.01954167
11850,0.01850000
11860,0.01881250
11870,0.01975000
11880,0.02033333
11890,0.01801042
11900,0.01795833
11910,0.01969792
11920,0.01996875
11930,0.01895833
11940,0.01916667
11950,0.01973958
11960,0.01935417
11970,0.01887500
11980,0.01886458
11990,0.01986458
12000,0.01945833
12010,0.01971875
12020,0.02022917
12030,0.01839583
12040,0.01978125
12050,0.01943750
12060,0.01961458
12070,0.01833333
12080,0.01960417
12090,0.02128125
12100,0.01823958
12110,0.01931250
12120,0.02022917
12130,0.01913542
12140,0.01770833
12150,0.02001042
12160,0.01935417
12170,0.01905208
12180,0.01846875
12190,0.01981250
12200,0.01968750
12210,0.01927083
12220,0.01911458
12230,0.01825000
12240,0.01986458
12250,0.01850000
12260,0.01935417
12270,0.01976042
12280,0.01942708
12290,0.01918750
12300,0.02004167
12310,0.01994792
12320,0.02051042
12330,0.02027083
12340,0.02043750
12350,0.01923958
12360,0.01985417
12370,0.02041667
12380,0.01811458
12390,0.01858333
12400,0.02085417
12410,0.01811458
12420,0.01754167
12430,0.01967708
12440,0.02010417
12450,0.01975000
12460,0.02058333
12470,0.01935417
12480,0.01952083
12490,0.02040625
12500,0.01975000
12510,0.02073958
12520,0.02022917
12530,0.01911458
12540,0.01885417
12550,0.01936458
12560,0.01773958
12570,0.01957292
12580,0.02013542
12590,0.01870833
12600,0.01981250
12610,0.02005208
12620,0.01823958
12630,0.01958333
12640,0.02104167
12650,0.02033333
12660,0.01930208
12670,0.01996875
12680,0.01903125
12690,0.02006250
12700,0.01953125
12710,0.01887500
12720,0.01940625
12730,0.01934375
12740,0.02051042
12750,0.01980208
12760,0.01890625
12770,0.01998958
12780,0.01978125
12790,0.02007292
12800,0.01897917
12810,0.02001042
12820,0.01894792
12830,0.01963542
12840,0.01964583
12850,0.01812500
12860,0.02061458
12870,0.01951042
12880,0.01848958
12890,0.02017708
12900,0.01967708
12910,0.01943750
12920,0.02001042
12930,0.02011458
12940,0.01987500
12950,0.02002083
12960,0.02051042
12970,0.01887500
12980,0.01992708
12990,0.02148958
13000,0.01960417
13010,0.02027083
13020,0.01872917
13030,0.02078125
13040,0.01868750
13050,0.02032292
13060,0.01828125
13070,0.01975000
13080,0.01950000
13090,0.01910417
13100,0.01975000
13110,0.01787500
13120,0.01977083
13130,0.01852083
13140,0.01882292
13150,0.01979167
13160,0.02037500
13170,0.02010417
13180,0.01910417
13190,0.01855208
13200,0.01993750
13210,0.01845833
13220,0.02057292
13230,0.01805208
13240,0.01903125
13250,0.01851042
13260,0.01971875
13270,0.01921875
13280,0.01856250
13290,0.01894792
13300,0.01871875
13310,0.01996875
13320,0.01991667
13330,0.01992708
13340,0.01912500
13350,0.02003125
13360,0.02022917
13370,0.01984375
13380,0.01982292
13390,0.01902083
13400,0.02081250
13410,0.01823958
13420,0.01946875
13430,0.01808333
13440,0.01988542
13450,0.01834375
13460,0.01857292
13470,0.02012500
13480,0.01938542
13490,0.01893750
13500,0.01905208
13510,0.02015625
13520,0.01869792
13530,0.01891667
13540,0.01871875
13550,0.02011458
13560,0.01982292
13570,0.01907292
13580,0.01921875
13590,0.01971875
13600,0.01969792
13610,0.01983333
13620,0.01934375
13630,0.01923958
13640,0.01881250
13650,0.02005208
13660,0.01916667
13670,0.01992708
13680,0.01797917
13690,0.01983333
13700,0.02042708
13710,0.01923958
13720,0.01982292
13730,0.01966667
13740,0.02008333
13750,0.02092708
13760,0.02135417
13770,0.02041667
13780,0.02132292
13790,0.02035417
13800,0.02004167
13810,0.01942708
13820,0.01955208
13830,0.01923958
13840,0.01865625
13850,0.01963542
13860,0.02000000
13870,0.02031250
13880,0.01957292
13890,0.02114583
13900,0.01933333
13910,0.02084375
13920,0.01797917
13930,0.01821875
13940,0.01796875
13950,0.02030208
13960,0.01960417
13970,0.02010417
13980,0.01945833
13990,0.01935417
14000,0.02054167
14010,0.01851042
14020,0.01928125
14030,0.02021875
14040,0.01914583
14050,0.01946875
14060,0.02110417
14070,0.01876042
14080,0.01978125
14090,0.01801042
14100,0.01923958
14110,0.02021875
14120,0.01941667
14130,0.01851042
14140,0.01840625
14150,0.02095833
14160,0.01981250
14170,0.01927083
14180,0.01879167
14190,0.01971875
14200,0.02051042
14210,0.01907292
14220,0.01976042
14230,0.01981250
14240,0.02069792
14250,0.01781250
14260,0.02029167
14270,0.02021875
14280,0.01892708
14290,0.01933333
14300,0.01866667
14310,0.01957292
14320,0.01900000
14330,0.01947917
14340,0.01913542
14350,0.01911458
14360,0.01848958
14370,0.02120833
14380,0.01992708
14390,0.01935417
14400,0.01901042
14410,0.02046875
14420,0.01906250
14430,0.02057292
14440,0.01981250
14450,0.01989583
14460,0.02172917
14470,0.01805208
14480,0.02005208
14490,0.01905208
14500,0.01908333
14510,0.01908333
14520,0.02006250
14530,0.01896875
14540,0.01927083
14550,0.02003125
14560,0.01729167
14570,0.01846875
14580,0.01883333
14590,0.01937500
14600,0.02032292
14610,0.01912500
14620,0.01967708
14630,0.01983333
14640,0.01927083
14650,0.02013542
14660,0.01886458
14670,0.01926042
14680,0.01914583
14690,0.02064583
14700,0.01915625
14710,0.01913542
14720,0.01806250
14730,0.01869792
14740,0.02071875
14750,0.01911458
14760,0.01970833
14770,0.01921875
14780,0.01970833
14790,0.01989583
14800,0.01937500
14810,0.02044792
14820,0.01967708
14830,0.02045833
14840,0.01950000
14850,0.02036458
14860,0.01964583
14870,0.01919792
14880,0.01907292
14890,0.01997917
14900,0.01858333
14910,0.01889583
14920,0.01840625
14930,0.02002083
14940,0.01986458
14950,0.01894792
14960,0.02126042
14970,0.01822917
14980,0.01994792
14990,0.01856250
15000,0.01975000
15010,0.01871875
15020,0.02079167
15030,0.02070833
15040,0.01966667
15050,0.02020833
15060,0.01976042
15070,0.01892708
15080,0.01973958
15090,0.01976042
15100,0.01982292
15110,0.01967708
15120,0.01878125
15130,0.01961458
15140,0.02078125
15150,0.02054167
15160,0.02060417
15170,0.01909375
15180,0.01819792
15190,0.01938542
15200,0.02052083
15210,0.01909375
15220,0.01916667
15230,0.01888542
15240,0.01977083
15250,0.01931250
15260,0.02009375
15270,0.01966667
15280,0.02003125
15290,0.01847917
15300,0.02089583
15310,0.01930208
15320,0.02035417
15330,0.01930208
15340,0.01826042
15350,0.02020833
15360,0.01943750
15370,0.01942708
15380,0.01933333
15390,0.02110417
15400,0.01903125
15410,0.01957292
15420,0.01742708
15430,0.01978125
15440,0.01822917
15450,0.01753125
15460,0.02005208
15470,0.01897917
15480,0.01823958
15490,0.01935417
15500,0.02016667
15510,0.01996875
15520,0.01928125
15530,0.02138542
15540,0.01792708
15550,0.01953125
15560,0.01927083
15570,0.02125000
15580,0.01966667
15590,0.01962500
15600,0.01956250
15610,0.02125000
15620,0.01892708
15630,0.02115625
15640,0.01882292
