p_removed,n,realization,graph_file,sweep_file,mean_degree,n_edges,seed,tmin,tmax,steps,warmup,samples
0.0,28,0,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p000/diluted_N28_p000_r000.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p000/diluted_N28_p000_r000_sweep.csv,6.0,65856,1000042,3.8,5.2,51,4000,3000
0.0,28,1,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p000/diluted_N28_p000_r001.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p000/diluted_N28_p000_r001_sweep.csv,6.0,65856,1001051,3.8,5.2,51,4000,3000
0.0,28,2,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p000/diluted_N28_p000_r002.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p000/diluted_N28_p000_r002_sweep.csv,6.0,65856,1002060,3.8,5.2,51,4000,3000
0.0,28,3,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p000/diluted_N28_p000_r003.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p000/diluted_N28_p000_r003_sweep.csv,6.0,65856,1003069,3.8,5.2,51,4000,3000
0.1,28,0,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p100/diluted_N28_p100_r000.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p100/diluted_N28_p100_r000_sweep.csv,5.400054664723032,59271,1001042,3.5,4.8,51,4000,3000
0.1,28,1,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p100/diluted_N28_p100_r001.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p100/diluted_N28_p100_r001_sweep.csv,5.400054664723032,59271,1002051,3.5,4.8,51,4000,3000
0.1,28,2,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p100/diluted_N28_p100_r002.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p100/diluted_N28_p100_r002_sweep.csv,5.400054664723032,59271,1003060,3.5,4.8,51,4000,3000
0.1,28,3,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p100/diluted_N28_p100_r003.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p100/diluted_N28_p100_r003_sweep.csv,5.400054664723032,59271,1004069,3.5,4.8,51,4000,3000
0.1,28,4,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p100/diluted_N28_p100_r004.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p100/diluted_N28_p100_r004_sweep.csv,5.400054664723032,59271,1005078,3.5,4.8,51,4000,3000
0.1,28,5,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p100/diluted_N28_p100_r005.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p100/diluted_N28_p100_r005_sweep.csv,5.400054664723032,59271,1006087,3.5,4.8,51,4000,3000
0.1,28,6,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p100/diluted_N28_p100_r006.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p100/diluted_N28_p100_r006_sweep.csv,5.400054664723032,59271,1007096,3.5,4.8,51,4000,3000
0.1,28,7,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p100/diluted_N28_p100_r007.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p100/diluted_N28_p100_r007_sweep.csv,5.400054664723032,59271,1008105,3.5,4.8,51,4000,3000
0.1,28,8,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p100/diluted_N28_p100_r008.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p100/diluted_N28_p100_r008_sweep.csv,5.400054664723032,59271,1009114,3.5,4.8,51,4000,3000
0.1,28,9,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p100/diluted_N28_p100_r009.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p100/diluted_N28_p100_r009_sweep.csv,5.400054664723032,59271,1010123,3.5,4.8,51,4000,3000
0.1,28,10,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p100/diluted_N28_p100_r010.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p100/diluted_N28_p100_r010_sweep.csv,5.400054664723032,59271,1011132,3.5,4.8,51,4000,3000
