p_removed,tc_mean,tc_err,chi_peak_mean,chi_peak_err,mean_degree,mean_degree_err,n_realizations,tc_over_tc0,tc_over_tc0_err
0.0,4.5277120007186085,0.00495046234999196,104.32066274684621,6.763426191888228,6.0,0.0,4,1.0,0.0
0.1,4.0470722421533685,0.005986403160573421,136.4241347334755,18.713658091605872,5.400054664723032,0.0,12,0.8938448915282253,0.0016441572777031847
0.2,3.5295135721347806,0.03668612547910519,145.6245694129102,44.49703231120729,4.800018221574344,2.67795869548738e-16,12,0.7795357945855654,0.008147279919665303
0.3,3.079212424308506,0.005580527267446577,103.42995829825425,12.105968313195543,4.200072886297376,0.0,12,0.6800813355221785,0.0014394562600679819
0.4,2.4793945102852164,0.0726077649923809,196.28331676667827,58.35854979995713,3.600036443148688,0.0,12,0.5476042888531124,0.016047477078292693
0.5,1.821797690778041,0.09455825312930041,259.03432056859066,52.40606940152843,3.0,0.0,12,0.40236607153655035,0.020888967927730637
