n,p_removed,realization,seed,tmin,tmax,steps,warmup,samples,mean_degree,n_edges,graph_file,sweep_file,completed_at
28,0.0,2,1002060,3.8,5.2,51,4000,3000,6.0,65856,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p000/diluted_N28_p000_r002.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p000/diluted_N28_p000_r002_sweep.csv,2026-03-08T21:28:36.371718+00:00
28,0.0,0,1000042,3.8,5.2,51,4000,3000,6.0,65856,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p000/diluted_N28_p000_r000.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p000/diluted_N28_p000_r000_sweep.csv,2026-03-08T21:28:36.514532+00:00
28,0.0,3,1003069,3.8,5.2,51,4000,3000,6.0,65856,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p000/diluted_N28_p000_r003.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p000/diluted_N28_p000_r003_sweep.csv,2026-03-08T21:28:36.569893+00:00
28,0.0,1,1001051,3.8,5.2,51,4000,3000,6.0,65856,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p000/diluted_N28_p000_r001.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p000/diluted_N28_p000_r001_sweep.csv,2026-03-08T21:28:36.987650+00:00
28,0.1,1,1002051,3.5,4.8,51,4000,3000,5.400054664723032,59271,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p100/diluted_N28_p100_r001.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p100/diluted_N28_p100_r001_sweep.csv,2026-03-08T21:33:28.812875+00:00
28,0.1,0,1001042,3.5,4.8,51,4000,3000,5.400054664723032,59271,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p100/diluted_N28_p100_r000.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p100/diluted_N28_p100_r000_sweep.csv,2026-03-08T21:33:28.995375+00:00
28,0.1,3,1004069,3.5,4.8,51,4000,3000,5.400054664723032,59271,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p100/diluted_N28_p100_r003.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p100/diluted_N28_p100_r003_sweep.csv,2026-03-08T21:33:29.246300+00:00
28,0.1,2,1003060,3.5,4.8,51,4000,3000,5.400054664723032,59271,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p100/diluted_N28_p100_r002.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p100/diluted_N28_p100_r002_sweep.csv,2026-03-08T21:33:29.410689+00:00
28,0.1,5,1006087,3.5,4.8,51,4000,3000,5.400054664723032,59271,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p100/diluted_N28_p100_r005.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p100/diluted_N28_p100_r005_sweep.csv,2026-03-08T21:38:20.079335+00:00
28,0.1,6,1007096,3.5,4.8,51,4000,3000,5.400054664723032,59271,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p100/diluted_N28_p100_r006.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p100/diluted_N28_p100_r006_sweep.csv,2026-03-08T21:38:20.222152+00:00
28,0.1,7,1008105,3.5,4.8,51,4000,3000,5.400054664723032,59271,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p100/diluted_N28_p100_r007.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p100/diluted_N28_p100_r007_sweep.csv,2026-03-08T21:38:20.509003+00:00
28,0.1,4,1005078,3.5,4.8,51,4000,3000,5.400054664723032,59271,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p100/diluted_N28_p100_r004.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p100/diluted_N28_p100_r004_sweep.csv,2026-03-08T21:38:21.090857+00:00
28,0.1,9,1010123,3.5,4.8,51,4000,3000,5.400054664723032,59271,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p100/diluted_N28_p100_r009.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p100/diluted_N28_p100_r009_sweep.csv,2026-03-08T21:43:14.856434+00:00
28,0.1,8,1009114,3.5,4.8,51,4000,3000,5.400054664723032,59271,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p100/diluted_N28_p100_r008.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p100/diluted_N28_p100_r008_sweep.csv,2026-03-08T21:43:16.115212+00:00
28,0.1,10,1011132,3.5,4.8,51,4000,3000,5.400054664723032,59271,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p100/diluted_N28_p100_r010.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p100/diluted_N28_p100_r010_sweep.csv,2026-03-08T21:43:16.744581+00:00
28,0.1,11,1012141,3.5,4.8,51,4000,3000,5.400054664723032,59271,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p100/diluted_N28_p100_r011.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p100/diluted_N28_p100_r011_sweep.csv,2026-03-08T21:43:17.026056+00:00
28,0.2,0,1002042,3.0,4.3,51,4000,3000,4.800018221574344,52685,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p200/diluted_N28_p200_r000.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p200/diluted_N28_p200_r000_sweep.csv,2026-03-08T21:47:54.616153+00:00
28,0.2,1,1003051,3.0,4.3,51,4000,3000,4.800018221574344,52685,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p200/diluted_N28_p200_r001.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p200/diluted_N28_p200_r001_sweep.csv,2026-03-08T21:47:56.534929+00:00
28,0.2,2,1004060,3.0,4.3,51,4000,3000,4.800018221574344,52685,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p200/diluted_N28_p200_r002.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p200/diluted_N28_p200_r002_sweep.csv,2026-03-08T21:47:57.402976+00:00
28,0.2,3,1005069,3.0,4.3,51,4000,3000,4.800018221574344,52685,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p200/diluted_N28_p200_r003.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p200/diluted_N28_p200_r003_sweep.csv,2026-03-08T21:47:58.146710+00:00
28,0.2,4,1006078,3.0,4.3,51,4000,3000,4.800018221574344,52685,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p200/diluted_N28_p200_r004.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p200/diluted_N28_p200_r004_sweep.csv,2026-03-08T21:53:02.159851+00:00
28,0.2,5,1007087,3.0,4.3,51,4000,3000,4.800018221574344,52685,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p200/diluted_N28_p200_r005.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p200/diluted_N28_p200_r005_sweep.csv,2026-03-08T21:53:04.892576+00:00
28,0.2,6,1008096,3.0,4.3,51,4000,3000,4.800018221574344,52685,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p200/diluted_N28_p200_r006.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p200/diluted_N28_p200_r006_sweep.csv,2026-03-08T21:53:06.480193+00:00
28,0.2,7,1009105,3.0,4.3,51,4000,3000,4.800018221574344,52685,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p200/diluted_N28_p200_r007.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p200/diluted_N28_p200_r007_sweep.csv,2026-03-08T21:53:08.163438+00:00
28,0.2,8,1010114,3.0,4.3,51,4000,3000,4.800018221574344,52685,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p200/diluted_N28_p200_r008.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p200/diluted_N28_p200_r008_sweep.csv,2026-03-08T21:57:42.647292+00:00
28,0.2,9,1011123,3.0,4.3,51,4000,3000,4.800018221574344,52685,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p200/diluted_N28_p200_r009.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p200/diluted_N28_p200_r009_sweep.csv,2026-03-08T21:57:43.922032+00:00
28,0.2,10,1012132,3.0,4.3,51,4000,3000,4.800018221574344,52685,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p200/diluted_N28_p200_r010.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p200/diluted_N28_p200_r010_sweep.csv,2026-03-08T21:57:46.153245+00:00
28,0.2,11,1013141,3.0,4.3,51,4000,3000,4.800018221574344,52685,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p200/diluted_N28_p200_r011.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p200/diluted_N28_p200_r011_sweep.csv,2026-03-08T21:57:46.466000+00:00
28,0.3,0,1003042,2.4,3.8,51,4000,3000,4.200072886297376,46100,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p300/diluted_N28_p300_r000.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p300/diluted_N28_p300_r000_sweep.csv,2026-03-08T22:02:07.184966+00:00
28,0.3,1,1004051,2.4,3.8,51,4000,3000,4.200072886297376,46100,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p300/diluted_N28_p300_r001.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p300/diluted_N28_p300_r001_sweep.csv,2026-03-08T22:02:08.359937+00:00
28,0.3,3,1006069,2.4,3.8,51,4000,3000,4.200072886297376,46100,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p300/diluted_N28_p300_r003.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p300/diluted_N28_p300_r003_sweep.csv,2026-03-08T22:02:11.222895+00:00
28,0.3,2,1005060,2.4,3.8,51,4000,3000,4.200072886297376,46100,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p300/diluted_N28_p300_r002.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p300/diluted_N28_p300_r002_sweep.csv,2026-03-08T22:02:12.064559+00:00
28,0.3,4,1007078,2.4,3.8,51,4000,3000,4.200072886297376,46100,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p300/diluted_N28_p300_r004.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p300/diluted_N28_p300_r004_sweep.csv,2026-03-08T22:06:35.278184+00:00
28,0.3,5,1008087,2.4,3.8,51,4000,3000,4.200072886297376,46100,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p300/diluted_N28_p300_r005.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p300/diluted_N28_p300_r005_sweep.csv,2026-03-08T22:06:35.652890+00:00
28,0.3,6,1009096,2.4,3.8,51,4000,3000,4.200072886297376,46100,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p300/diluted_N28_p300_r006.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p300/diluted_N28_p300_r006_sweep.csv,2026-03-08T22:06:38.746639+00:00
28,0.3,7,1010105,2.4,3.8,51,4000,3000,4.200072886297376,46100,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p300/diluted_N28_p300_r007.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p300/diluted_N28_p300_r007_sweep.csv,2026-03-08T22:06:40.543495+00:00
28,0.3,9,1012123,2.4,3.8,51,4000,3000,4.200072886297376,46100,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p300/diluted_N28_p300_r009.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p300/diluted_N28_p300_r009_sweep.csv,2026-03-08T22:10:59.007651+00:00
28,0.3,8,1011114,2.4,3.8,51,4000,3000,4.200072886297376,46100,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p300/diluted_N28_p300_r008.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p300/diluted_N28_p300_r008_sweep.csv,2026-03-08T22:10:59.750135+00:00
28,0.3,10,1013132,2.4,3.8,51,4000,3000,4.200072886297376,46100,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p300/diluted_N28_p300_r010.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p300/diluted_N28_p300_r010_sweep.csv,2026-03-08T22:11:02.475022+00:00
28,0.3,11,1014141,2.4,3.8,51,4000,3000,4.200072886297376,46100,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p300/diluted_N28_p300_r011.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p300/diluted_N28_p300_r011_sweep.csv,2026-03-08T22:11:04.104814+00:00
28,0.4,0,1004042,1.8,3.2,51,4000,3000,3.600036443148688,39514,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p400/diluted_N28_p400_r000.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p400/diluted_N28_p400_r000_sweep.csv,2026-03-08T22:14:44.339199+00:00
28,0.4,1,1005051,1.8,3.2,51,4000,3000,3.600036443148688,39514,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p400/diluted_N28_p400_r001.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p400/diluted_N28_p400_r001_sweep.csv,2026-03-08T22:14:45.395207+00:00
28,0.4,2,1006060,1.8,3.2,51,4000,3000,3.600036443148688,39514,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p400/diluted_N28_p400_r002.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p400/diluted_N28_p400_r002_sweep.csv,2026-03-08T22:14:47.802370+00:00
28,0.4,3,1007069,1.8,3.2,51,4000,3000,3.600036443148688,39514,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p400/diluted_N28_p400_r003.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p400/diluted_N28_p400_r003_sweep.csv,2026-03-08T22:14:49.802702+00:00
28,0.4,4,1008078,1.8,3.2,51,4000,3000,3.600036443148688,39514,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p400/diluted_N28_p400_r004.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p400/diluted_N28_p400_r004_sweep.csv,2026-03-08T22:18:27.399643+00:00
28,0.4,5,1009087,1.8,3.2,51,4000,3000,3.600036443148688,39514,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p400/diluted_N28_p400_r005.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p400/diluted_N28_p400_r005_sweep.csv,2026-03-08T22:18:28.594025+00:00
28,0.4,6,1010096,1.8,3.2,51,4000,3000,3.600036443148688,39514,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p400/diluted_N28_p400_r006.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p400/diluted_N28_p400_r006_sweep.csv,2026-03-08T22:18:30.949101+00:00
28,0.4,7,1011105,1.8,3.2,51,4000,3000,3.600036443148688,39514,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p400/diluted_N28_p400_r007.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p400/diluted_N28_p400_r007_sweep.csv,2026-03-08T22:18:33.258747+00:00
28,0.4,8,1012114,1.8,3.2,51,4000,3000,3.600036443148688,39514,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p400/diluted_N28_p400_r008.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p400/diluted_N28_p400_r008_sweep.csv,2026-03-08T22:22:13.791574+00:00
28,0.4,9,1013123,1.8,3.2,51,4000,3000,3.600036443148688,39514,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p400/diluted_N28_p400_r009.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p400/diluted_N28_p400_r009_sweep.csv,2026-03-08T22:22:16.338727+00:00
28,0.4,10,1014132,1.8,3.2,51,4000,3000,3.600036443148688,39514,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p400/diluted_N28_p400_r010.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p400/diluted_N28_p400_r010_sweep.csv,2026-03-08T22:22:18.153271+00:00
28,0.4,11,1015141,1.8,3.2,51,4000,3000,3.600036443148688,39514,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p400/diluted_N28_p400_r011.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p400/diluted_N28_p400_r011_sweep.csv,2026-03-08T22:22:19.999590+00:00
28,0.5,0,1005042,1.3,2.7,51,4000,3000,3.0,32928,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p500/diluted_N28_p500_r000.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p500/diluted_N28_p500_r000_sweep.csv,2026-03-08T22:25:47.544128+00:00
28,0.5,1,1006051,1.3,2.7,51,4000,3000,3.0,32928,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p500/diluted_N28_p500_r001.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p500/diluted_N28_p500_r001_sweep.csv,2026-03-08T22:25:50.154875+00:00
28,0.5,2,1007060,1.3,2.7,51,4000,3000,3.0,32928,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p500/diluted_N28_p500_r002.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p500/diluted_N28_p500_r002_sweep.csv,2026-03-08T22:25:52.469717+00:00
28,0.5,3,1008069,1.3,2.7,51,4000,3000,3.0,32928,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p500/diluted_N28_p500_r003.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p500/diluted_N28_p500_r003_sweep.csv,2026-03-08T22:25:54.981818+00:00
28,0.5,4,1009078,1.3,2.7,51,4000,3000,3.0,32928,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p500/diluted_N28_p500_r004.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p500/diluted_N28_p500_r004_sweep.csv,2026-03-08T22:29:27.065351+00:00
28,0.5,5,1010087,1.3,2.7,51,4000,3000,3.0,32928,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p500/diluted_N28_p500_r005.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p500/diluted_N28_p500_r005_sweep.csv,2026-03-08T22:29:28.155810+00:00
28,0.5,6,1011096,1.3,2.7,51,4000,3000,3.0,32928,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p500/diluted_N28_p500_r006.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p500/diluted_N28_p500_r006_sweep.csv,2026-03-08T22:29:30.674301+00:00
28,0.5,7,1012105,1.3,2.7,51,4000,3000,3.0,32928,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p500/diluted_N28_p500_r007.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p500/diluted_N28_p500_r007_sweep.csv,2026-03-08T22:29:33.453255+00:00
28,0.5,8,1013114,1.3,2.7,51,4000,3000,3.0,32928,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p500/diluted_N28_p500_r008.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p500/diluted_N28_p500_r008_sweep.csv,2026-03-08T22:33:10.404053+00:00
28,0.5,9,1014123,1.3,2.7,51,4000,3000,3.0,32928,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p500/diluted_N28_p500_r009.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p500/diluted_N28_p500_r009_sweep.csv,2026-03-08T22:33:11.173930+00:00
28,0.5,10,1015132,1.3,2.7,51,4000,3000,3.0,32928,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p500/diluted_N28_p500_r010.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p500/diluted_N28_p500_r010_sweep.csv,2026-03-08T22:33:13.697732+00:00
28,0.5,11,1016141,1.3,2.7,51,4000,3000,3.0,32928,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/graphs/N28/p500/diluted_N28_p500_r011.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N28/raw/dilution/sweeps/N28/p500/diluted_N28_p500_r011_sweep.csv,2026-03-08T22:33:15.705071+00:00
