p_removed,T,E,E_err,M,M_err,M2,M2_err,M4,M4_err,Cv,Cv_err,chi,chi_err,mean_degree,mean_degree_err,n_realizations
0.0,3.8,-2.1321815,0.0004892461037146718,0.8147215,0.0001487562323624305,0.663823,0.0002441509096166966,0.4407985,0.0003288379793555885,1.032798,0.03653666980810741,0.29917525,0.010379866090778823,6.0,0.0,4
0.0,3.828,-2.104368,0.0008350513956237975,0.80729575,0.0002547686450488051,0.6517835000000001,0.00041143215317553117,0.42497025,0.0005365565169051012,1.07838175,0.022010586976782365,0.325768,0.006080475981916775,6.0,0.0,4
0.0,3.856,-2.07329175,0.00020468609096203647,0.79879825,4.8141068745927664e-05,0.638139,7.652014985173453e-05,0.40737650000000003,9.620940702446674e-05,1.0924835000000002,0.009226491175775703,0.3448775,0.005095364061248885,6.0,0.0,4
0.0,3.884,-2.04437175,0.0008506118753579921,0.79084325,0.0002711018796811703,0.62549575,0.00042800669289939615,0.39140225,0.0005328191336341674,1.060711,0.02977486242901328,0.35386175,0.011781627161071596,6.0,0.0,4
0.0,3.912,-2.01158525,0.0012344906085102183,0.781522,0.00038373232858335775,0.610849,0.0005982737667656869,0.37331375,0.0007274369818066734,1.17616625,0.031139050029330782,0.40518875,0.012056528711138211,6.0,0.0,4
0.0,3.94,-1.97992825,0.0005873297448339307,0.7723375,0.00014593748661669863,0.59658175,0.0002269505728126793,0.35609124999999997,0.0002754591243118722,1.15825875,0.03573753208783683,0.4253445,0.014052199546097165,6.0,0.0,4
0.0,3.968,-1.94775675,0.0009578071635251035,0.762877,0.0003171968368905051,0.5820665,0.00048402901083852867,0.33899975,0.0005636008302276796,1.20739725,0.01487618501932422,0.4705285,0.008212593586478436,6.0,0.0,4
0.0,3.996,-1.9146605,0.0009845828642966734,0.75287075,0.0003327828057958126,0.56690425,0.0004996235874802854,0.32158475,0.000564026650522826,1.20441475,0.02397924702173041,0.49390049999999996,0.012931865207695285,6.0,0.0,4
0.0,4.024,-1.878697,0.0005948676323351368,0.7417325,0.00023226762581125314,0.550269,0.0003446048461644039,0.30301975000000003,0.00037990796582857745,1.27197875,0.010646663149981136,0.555221,0.002863196989380935,6.0,0.0,4
0.0,4.052,-1.84158175,0.0009269007835253972,0.729824,0.0004040043316599496,0.5327580000000001,0.0005891359492228129,0.28407575,0.0006271858277257172,1.34339725,0.018662603754455966,0.6204985000000001,0.004779182592243158,6.0,0.0,4
0.0,4.08,-1.806697,0.0012752306327353663,0.718494,0.0004417127648898886,0.516354,0.0006351699247707825,0.2668695,0.0006571547889703514,1.29198125,0.03161790376873785,0.64487575,0.019291766980480723,6.0,0.0,4
0.0,4.108,-1.76654575,0.0013555915298618867,0.70490225,0.0005196178684058921,0.49702999999999997,0.0007336040030788723,0.24732275,0.0007318956408987994,1.4143575,0.04890811375170791,0.758972,0.023709286823240108,6.0,0.0,4
0.0,4.136,-1.7266477500000001,0.0008309444801950809,0.69101775,0.0002616334506518597,0.47765925,0.00036606497032630545,0.22845125,0.0003580222001962047,1.41132525,0.02684078364595879,0.8136209999999999,0.02263076259210015,6.0,0.0,4
0.0,4.164,-1.6879785,0.0015506229124666775,0.67698025,0.0006070686911983896,0.45847875,0.000823235727176608,0.21052625,0.0007578375348098482,1.492404,0.042672481862827405,0.925429,0.02621746498996424,6.0,0.0,4
0.0,4.192,-1.647635,0.0014592809302301105,0.66224775,0.000548861757792114,0.43877475,0.0007272850627504956,0.19287725,0.000640060853226731,1.533472,0.04295617626333452,1.0567190000000002,0.04196545498978894,6.0,0.0,4
0.0,4.22,-1.6049754999999999,0.000404537699108509,0.64546175,0.00023347961188649772,0.41686175000000003,0.00029749044102290914,0.174173,0.000243628131927875,1.61793175,0.08808283683686148,1.2529035,0.0799858294496594,6.0,0.0,4
0.0,4.248,-1.5603422500000002,0.0012746265057524571,0.6271800000000001,0.000770127803246545,0.39362575,0.000954310429489968,0.1553655,0.000735252961005033,1.6610405,0.08872907975451641,1.38996725,0.101199352187794,6.0,0.0,4
0.0,4.276,-1.51150425,0.000575018314925679,0.606183,0.00041539398968529743,0.36777325,0.0004910116045811281,0.1357175,0.00034499915458833434,1.68222525,0.06827532667854838,1.61822375,0.09142625682973045,6.0,0.0,4
0.0,4.304,-1.4657955,0.001997954224533998,0.5856475,0.001192782216780026,0.34338825,0.0013891293061362804,0.11846775,0.0009450904167503419,1.83391175,0.08838549380354128,2.04519175,0.1292313946598472,6.0,0.0,4
0.0,4.332,-1.41448675,0.0008253742964053764,0.56088675,0.0004474074159346743,0.3150315,0.0005061034973204619,0.099791,0.0003264769006632295,1.724126,0.053039257858370034,2.214049,0.0607390876715042,6.0,0.0,4
0.0,4.36,-1.3598645,0.002263042513225646,0.5316307499999999,0.0014780310311920616,0.28319300000000003,0.0015905691329416289,0.080822,0.0009230142649674128,1.7829409999999999,0.042774272526445924,2.79453,0.10125506119613648,6.0,0.0,4
0.0,4.388,-1.30897375,0.0027496193486553546,0.50278825,0.0018445131415001329,0.253563,0.0018230005942584536,0.06505949999999999,0.0008986992915690255,2.005795,0.06160022555829921,3.78544275,0.160745277064561,6.0,0.0,4
0.0,4.416,-1.250621,0.004848285212319906,0.4655505,0.004793534699641453,0.21783825,0.004259659559460119,0.048367,0.001716992768379258,2.092633,0.144049088735403,5.13043,0.877186257651608,6.0,0.0,4
0.0,4.444,-1.183885,0.0023071948696775924,0.415827,0.0021840046932184057,0.17449025,0.0017564521236002977,0.031482500000000004,0.0006056977381499793,2.1127845,0.12123421693668007,7.7235724999999995,0.8159141967360395,6.0,0.0,4
0.0,4.472,-1.11445375,0.0013605679803547668,0.3483175,0.0017271251884755402,0.124831,0.000975575044097922,0.01711625,0.0002642484232056394,2.5761045,0.05131097545603672,17.166109,1.5411389111174139,6.0,0.0,4
0.0,4.5,-1.04722475,0.004401975245557352,0.261822,0.012330216157878174,0.076352,0.0047866576195364835,0.0075925,0.0006464261365384294,2.638684,0.32167388538756664,44.71240675,19.322939584908063,6.0,0.0,4
0.0,4.528,-0.9843915000000001,0.003039379912087338,0.15632849999999998,0.010666745602572511,0.03286125,0.0035893798994394563,0.002009,0.00029430681269722585,1.6210885,0.12146949473667588,101.1903305,6.984441011653744,6.0,0.0,4
0.0,4.556,-0.94793875,0.003051723867341226,0.099135,0.013688091022247528,0.0147445,0.0033555275914029774,0.0005295,0.00017417065386185658,0.87811625,0.080869068934889,47.11696375,10.758301482373076,6.0,0.0,4
0.0,4.584,-0.9260925,0.0007103523186888923,0.07547825,0.005557154283369021,0.00850175,0.0009742886614516939,0.00017625,2.87702827004996e-05,0.74964,0.023982535802120678,34.71462525,4.4207239350460155,6.0,0.0,4
0.0,4.612,-0.90781225,0.0012225373460553284,0.0617905,0.004847650539178747,0.005649,0.0006918633053814413,7.9e-05,1.260290971693971e-05,0.5770565,0.010426632953643279,26.45564525,3.2601331255027355,6.0,0.0,4
0.0,4.64,-0.89026825,0.0005491821760581927,0.044831499999999996,0.004929838021341742,0.00331125,0.0006589971389669812,3.65e-05,1.167975456363132e-05,0.52645125,0.007497463464121268,14.140479000000001,2.4535555769497392,6.0,0.0,4
0.0,4.668,-0.87723225,0.000539288477996687,0.045665,0.000934720546473651,0.0031895,0.00012591961721669905,2.7e-05,2.121320343559643e-06,0.48413025,0.012392358676317439,14.190695999999999,0.7861389820380575,6.0,0.0,4
0.0,4.696,-0.863764,0.0005788320136274368,0.04159025,0.0022045681124655686,0.002744,0.00026806808836562395,2.375e-05,4.4976845895045445e-06,0.46377324999999997,0.008330091960026613,12.354918,1.116467291820126,6.0,0.0,4
0.0,4.724,-0.85282375,0.0004897001420937795,0.03734375,0.0016440609971956639,0.00215175,0.00016790839516434748,1.325e-05,1.796988221070652e-06,0.43420175,0.011279597505932258,9.56558775,0.5810671074201004,6.0,0.0,4
0.0,4.752,-0.84000575,0.0002692400957633789,0.035029,0.0011311683488028352,0.0019045,0.00012704493955552373,1.0500000000000001e-05,1.2583057392117915e-06,0.3922495,0.006414483643806934,8.527293,0.5891754397784811,6.0,0.0,4
0.0,4.78,-0.83007975,0.00030371515575177874,0.034579,0.0011466504117064913,0.00181175,8.629733000890968e-05,8.75e-06,4.787135538781693e-07,0.378438,0.010095953331244481,8.083496,0.3533740380095383,6.0,0.0,4
0.0,4.808,-0.81920875,0.00045219434888846836,0.030808250000000002,0.0013406230749791936,0.00149775,0.0001340418933269247,6.5e-06,1.1902380714238083e-06,0.37034475,0.006429619913273777,6.7440255,0.5902729688054643,6.0,0.0,4
0.0,4.836,-0.80852475,0.00023662994139935238,0.02918275,0.0013092668670544854,0.0013095,0.00010088731337487386,4.75e-06,4.787135538781691e-07,0.35076050000000003,0.005878184874318493,5.725248,0.49729756098788586,6.0,0.0,4
0.0,4.864,-0.7994107500000001,0.0001901203018266782,0.02933575,0.0010617804524319832,0.001346,0.00010003999200319839,5.2500000000000006e-06,8.539125638299664e-07,0.343901,0.005794465333402208,5.90621025,0.4266658204675284,6.0,0.0,4
