T,E,E_err,M,M_err,M2,M2_err,M4,M4_err,Cv,Cv_err,chi,chi_err,Mz,Mz_err,Mz2,Mz2_err,Mz4,Mz4_err,chi_z,chi_z_err,Mxy,Mxy_err,Mxy2,Mxy2_err,Mxy4,Mxy4_err,chi_xy,chi_xy_err
1.0000,-1.777441,0.016585,0.548445,0.045832,0.340854,0.048443,0.160925,0.034018,22.700038,3.248692,164.095626,30.618163,0.007713,0.000549,0.000093,0.000013,0.000000,0.000000,0.138364,0.020987,0.548339,0.045845,0.340761,0.048443,0.160861,0.034006,164.189497,30.646789
1.0500,-1.799653,0.002120,0.768854,0.001332,0.591193,0.002042,0.349641,0.002399,1.564814,0.156849,0.218828,0.042943,0.006935,0.000317,0.000073,0.000006,0.000000,0.000000,0.098544,0.008551,0.768806,0.001333,0.591119,0.002043,0.349554,0.002400,0.219079,0.042983
1.1000,-1.727348,0.003577,0.754329,0.001312,0.569072,0.001970,0.323979,0.002223,2.092851,0.382880,0.223570,0.071389,0.008399,0.000711,0.000107,0.000015,0.000000,0.000000,0.136657,0.014763,0.754258,0.001315,0.568965,0.001974,0.323858,0.002227,0.224310,0.072114
1.1500,-1.646245,0.002554,0.728337,0.001389,0.530547,0.002032,0.281634,0.002176,2.004955,0.233289,0.256473,0.046834,0.007060,0.000457,0.000079,0.000009,0.000000,0.000000,0.105229,0.010540,0.728283,0.001389,0.530468,0.002031,0.281550,0.002175,0.256731,0.046903
1.2000,-1.566994,0.002991,0.711735,0.001557,0.506642,0.002215,0.256839,0.002244,1.507824,0.139223,0.257690,0.023143,0.007157,0.000388,0.000075,0.000008,0.000000,0.000000,0.080158,0.009416,0.711682,0.001555,0.506567,0.002213,0.256763,0.002241,0.257114,0.022981
1.2500,-1.494043,0.002847,0.698854,0.001344,0.488468,0.001875,0.238738,0.001826,1.534326,0.244158,0.230974,0.041121,0.007837,0.000571,0.000098,0.000014,0.000000,0.000000,0.121220,0.018835,0.698784,0.001345,0.488370,0.001876,0.238642,0.001827,0.231391,0.041114
1.3000,-1.398714,0.003468,0.668902,0.001637,0.447515,0.002185,0.200421,0.001948,1.655399,0.224125,0.267931,0.065627,0.007356,0.000675,0.000089,0.000016,0.000000,0.000000,0.110942,0.019315,0.668835,0.001639,0.447426,0.002187,0.200341,0.001949,0.268004,0.065815
1.3500,-1.306992,0.003332,0.645273,0.001320,0.416453,0.001701,0.173560,0.001414,1.619193,0.271094,0.230799,0.043903,0.008164,0.000644,0.000111,0.000018,0.000000,0.000000,0.133043,0.024720,0.645187,0.001319,0.416343,0.001699,0.173468,0.001412,0.230932,0.044105
1.4000,-1.220394,0.005530,0.620893,0.002544,0.385689,0.003162,0.149034,0.002446,2.536421,0.402985,0.527656,0.107274,0.008674,0.000781,0.000117,0.000020,0.000000,0.000000,0.122189,0.022443,0.620799,0.002545,0.385572,0.003162,0.148945,0.002445,0.528423,0.107576
1.4500,-1.100804,0.005129,0.588656,0.002508,0.346679,0.002957,0.120413,0.002060,2.073451,0.240549,0.460241,0.094211,0.009102,0.000735,0.000127,0.000020,0.000000,0.000000,0.124864,0.022320,0.588548,0.002508,0.346552,0.002958,0.120325,0.002059,0.460805,0.094298
