T,E,E_err,M,M_err,M2,M2_err,M4,M4_err,Cv,Cv_err,chi,chi_err,Mz,Mz_err,Mz2,Mz2_err,Mz4,Mz4_err,chi_z,chi_z_err,Mxy,Mxy_err,Mxy2,Mxy2_err,Mxy4,Mxy4_err,chi_xy,chi_xy_err
1.0000,-1.849000,0.000710,0.677070,0.000404,0.458441,0.000547,0.210201,0.000501,1.296547,0.121579,0.573666,0.062172,0.350701,0.011881,0.161589,0.008413,0.045848,0.003355,1264.747189,52.622373,0.521436,0.009017,0.296853,0.008436,0.107832,0.004546,817.818110,57.821906
1.0417,-1.786950,0.000690,0.656983,0.000738,0.431654,0.000968,0.186372,0.000833,1.405699,0.181741,0.854207,0.138002,0.334708,0.010803,0.147326,0.007628,0.038162,0.002886,1110.321701,36.431645,0.513140,0.008453,0.284328,0.007622,0.097244,0.003821,661.086553,44.942014
1.0833,-1.724935,0.001093,0.633574,0.000611,0.401445,0.000772,0.161203,0.000616,1.701805,0.185390,0.860443,0.087537,0.311659,0.009824,0.130536,0.006555,0.030830,0.002360,1010.419418,42.725629,0.501968,0.007887,0.270908,0.006653,0.087218,0.003134,572.791071,53.587899
1.1250,-1.659052,0.001047,0.610218,0.000583,0.372398,0.000711,0.138729,0.000529,1.583640,0.224993,0.944740,0.092575,0.297343,0.010751,0.119267,0.006988,0.025962,0.002265,898.690132,32.152965,0.485341,0.008818,0.253132,0.007168,0.075865,0.003098,511.925786,48.868062
1.1667,-1.589954,0.001060,0.584459,0.000675,0.341629,0.000790,0.116760,0.000542,1.970176,0.270158,1.027868,0.098078,0.281728,0.013955,0.109671,0.008570,0.022963,0.002532,851.051467,38.048664,0.462534,0.010596,0.231957,0.008301,0.064779,0.003236,506.127863,48.848465
1.2083,-1.513669,0.001416,0.551963,0.000967,0.304720,0.001067,0.092922,0.000650,2.152168,0.365218,1.519856,0.177332,0.302423,0.010096,0.115614,0.005784,0.021644,0.001545,655.011377,32.722362,0.416890,0.007470,0.189106,0.005633,0.044011,0.002045,415.138488,33.822964
1.2500,-1.439070,0.001242,0.519720,0.000891,0.270172,0.000926,0.073060,0.000501,1.841902,0.327375,1.654304,0.179644,0.254618,0.011294,0.088937,0.006262,0.014750,0.001514,631.938881,32.127963,0.409152,0.009176,0.181235,0.006306,0.039679,0.001918,362.531273,38.168550
1.2917,-1.357396,0.001572,0.480589,0.001212,0.231058,0.001160,0.053473,0.000533,2.254190,0.331850,2.349125,0.280972,0.258201,0.009766,0.086087,0.005041,0.012380,0.001009,492.644314,16.120927,0.363075,0.008445,0.144971,0.005515,0.026140,0.001490,333.547327,20.166391
1.3333,-1.272321,0.001653,0.435215,0.001150,0.189524,0.001003,0.036004,0.000383,2.283004,0.465463,2.741715,0.323775,0.196926,0.008495,0.054126,0.003659,0.005785,0.000541,377.160903,18.361851,0.356746,0.006020,0.135397,0.003762,0.021269,0.000874,199.802387,16.664325
1.3750,-1.170411,0.001767,0.370324,0.001438,0.137313,0.001063,0.018949,0.000291,2.187037,0.306187,4.128337,0.300508,0.189756,0.009290,0.047440,0.003840,0.003996,0.000519,272.461965,18.168572,0.287394,0.008278,0.089873,0.003877,0.009834,0.000582,173.438208,25.544700
1.4167,-1.069367,0.001867,0.282844,0.002405,0.080415,0.001322,0.006596,0.000203,2.573703,0.496158,9.599447,1.266736,0.143401,0.006161,0.027173,0.001813,0.001308,0.000127,152.877943,5.673181,0.222317,0.004591,0.053242,0.001961,0.003439,0.000212,88.292298,5.846966
1.4583,-0.961012,0.002024,0.119834,0.004309,0.015777,0.001072,0.000331,0.000042,2.044255,0.384635,31.843838,2.789651,0.064346,0.003339,0.005937,0.000587,0.000079,0.000014,40.375895,3.915146,0.090744,0.002913,0.009840,0.000583,0.000158,0.000019,36.073751,2.570004
1.5000,-0.891227,0.001145,0.050255,0.000717,0.002929,0.000077,0.000014,0.000001,1.176137,0.158031,8.806822,0.352418,0.025068,0.000728,0.000987,0.000055,0.000003,0.000000,7.834447,0.468158,0.039466,0.000678,0.001942,0.000063,0.000007,0.000000,8.391973,0.359969
1.5417,-0.838033,0.001187,0.033055,0.000394,0.001279,0.000028,0.000003,0.000000,1.040463,0.184271,3.965041,0.190200,0.016339,0.000394,0.000418,0.000019,0.000001,0.000000,3.212635,0.158425,0.026064,0.000330,0.000861,0.000022,0.000001,0.000000,3.861705,0.188468
1.5833,-0.796754,0.000778,0.026820,0.000375,0.000842,0.000023,0.000001,0.000000,0.672610,0.087986,2.535229,0.097861,0.013288,0.000265,0.000277,0.000011,0.000000,0.000000,2.088180,0.087752,0.021136,0.000320,0.000564,0.000017,0.000001,0.000000,2.434502,0.108226
1.6250,-0.764007,0.001189,0.023078,0.000277,0.000627,0.000014,0.000001,0.000000,0.956288,0.133684,1.893868,0.059123,0.011510,0.000197,0.000212,0.000007,0.000000,0.000000,1.600195,0.064127,0.018080,0.000259,0.000415,0.000011,0.000000,0.000000,1.770750,0.062029
1.6667,-0.730686,0.000997,0.020184,0.000193,0.000479,0.000009,0.000000,0.000000,0.738289,0.078807,1.406802,0.040711,0.010118,0.000134,0.000160,0.000004,0.000000,0.000000,1.140798,0.050702,0.015870,0.000170,0.000319,0.000006,0.000000,0.000000,1.310967,0.035762
1.7083,-0.704056,0.000843,0.018118,0.000201,0.000389,0.000008,0.000000,0.000000,0.596199,0.082585,1.161293,0.033991,0.009187,0.000156,0.000135,0.000004,0.000000,0.000000,0.972284,0.029063,0.014103,0.000180,0.000254,0.000006,0.000000,0.000000,1.051660,0.039453
1.7500,-0.680138,0.000917,0.016912,0.000183,0.000338,0.000007,0.000000,0.000000,0.582604,0.065678,0.970104,0.031731,0.008413,0.000151,0.000113,0.000004,0.000000,0.000000,0.783422,0.028620,0.013276,0.000200,0.000225,0.000006,0.000000,0.000000,0.916296,0.031659
1.7917,-0.654274,0.000862,0.015678,0.000142,0.000289,0.000005,0.000000,0.000000,0.502490,0.045589,0.798482,0.024332,0.007876,0.000167,0.000094,0.000003,0.000000,0.000000,0.590976,0.019482,0.012380,0.000097,0.000195,0.000003,0.000000,0.000000,0.765188,0.023113
1.8333,-0.633044,0.000623,0.014505,0.000158,0.000248,0.000005,0.000000,0.000000,0.442776,0.056035,0.674377,0.017255,0.007267,0.000121,0.000083,0.000003,0.000000,0.000000,0.533966,0.019306,0.011444,0.000140,0.000165,0.000004,0.000000,0.000000,0.616190,0.019163
1.8750,-0.613767,0.000707,0.013958,0.000139,0.000229,0.000005,0.000000,0.000000,0.488641,0.062896,0.597246,0.018065,0.006857,0.000148,0.000074,0.000003,0.000000,0.000000,0.474213,0.020863,0.011099,0.000135,0.000155,0.000004,0.000000,0.000000,0.552994,0.019349
1.9167,-0.595526,0.000876,0.013079,0.000127,0.000202,0.000004,0.000000,0.000000,0.380092,0.052284,0.522177,0.014775,0.006429,0.000097,0.000066,0.000002,0.000000,0.000000,0.421166,0.015280,0.010339,0.000120,0.000136,0.000003,0.000000,0.000000,0.491244,0.015484
1.9583,-0.579575,0.000926,0.012920,0.000119,0.000197,0.000004,0.000000,0.000000,0.527611,0.048118,0.506995,0.019284,0.006473,0.000086,0.000065,0.000002,0.000000,0.000000,0.393921,0.011823,0.010163,0.000135,0.000132,0.000003,0.000000,0.000000,0.476774,0.017017
2.0000,-0.563709,0.000902,0.012226,0.000133,0.000176,0.000003,0.000000,0.000000,0.380175,0.051143,0.434340,0.011577,0.006186,0.000098,0.000060,0.000002,0.000000,0.000000,0.353274,0.009989,0.009542,0.000125,0.000116,0.000003,0.000000,0.000000,0.411269,0.013242
