p_removed,T,E,E_err,M,M_err,M2,M2_err,M4,M4_err,Cv,Cv_err,chi,chi_err,mean_degree,mean_degree_err,n_realizations
0.0,3.8,-2.13228825,0.000720938089690529,0.81478325,0.00017383535073932713,0.6639539999999999,0.00028471594031011455,0.44105300000000003,0.00038200850775865574,1.03625925,0.023450422225676455,0.29886875,0.006041222701503947,6.0,0.0,4
0.0,3.828,-2.10319425,0.0010010324982236668,0.80698525,0.00030290575404460054,0.65131025,0.0004895524103709447,0.4244265,0.0006400612600889585,1.024536,0.023438184468227603,0.30653825,0.006372310901797456,6.0,0.0,4
0.0,3.856,-2.074735,0.0012459940476048461,0.799231,0.00031276455468397403,0.6388670000000001,0.0004979846048490522,0.408399,0.0006313550242665855,1.08744175,0.026385437300952566,0.34710975,0.008119274735416135,6.0,0.0,4
0.0,3.884,-2.0450185000000003,0.0009092510196126232,0.79104275,0.0003415641411214166,0.625854,0.0005392355700433784,0.39195625,0.0006719826851687916,1.1234095,0.01979390750753033,0.37357675,0.008433045716851054,6.0,0.0,4
0.0,3.912,-2.0112445,0.0006873699270892613,0.7813785,0.0002681543398865694,0.6106637500000001,0.0004200072171999121,0.37318175,0.0005153969950436305,1.1337537500000001,0.02580952599776226,0.39344675,0.007824067946354173,6.0,0.0,4
0.0,3.94,-1.98043775,0.0006058754513099265,0.77248425,0.00019224826613869532,0.5968525,0.00029562631254113035,0.35652,0.00035040643068679785,1.1559285,0.02433056674398139,0.42263125,0.009617570555802197,6.0,0.0,4
0.0,3.968,-1.9474797499999998,0.0005937417192405052,0.76284575,0.00018693108132857635,0.582064,0.0002881995836221813,0.33910175,0.00034216574322006325,1.17466475,0.012997391003421946,0.453774,0.0107511913215854,6.0,0.0,4
0.0,3.996,-1.91260925,0.0010315236606593266,0.75215175,0.000368442979532322,0.56587375,0.0005548743664109819,0.32053275,0.0006300975288265586,1.1970225,0.03516376992137412,0.48792475,0.01157210380163578,6.0,0.0,4
0.0,4.024,-1.879186,0.0017815904879255086,0.7418975,0.0005863044573143512,0.5505735,0.0008670598306921949,0.3034855,0.0009491215675560211,1.253796,0.02524569498284149,0.5512995,0.012215310764910307,6.0,0.0,4
0.0,4.052,-1.8415555000000001,0.0010486509190383462,0.7299105,0.0003411327942800611,0.53295375,0.000490235381390074,0.28443175,0.0005070566002265694,1.35439425,0.058464371113774644,0.62745925,0.027632683312745793,6.0,0.0,4
0.0,4.08,-1.806172,0.0015391056385663045,0.71825425,0.000622634105367409,0.5160830000000001,0.0008887017684990345,0.2667405,0.0009055670875203021,1.3069485,0.044520031973446124,0.65262975,0.02856014448894065,6.0,0.0,4
0.0,4.108,-1.7667017500000002,0.0006589356790815471,0.704932,0.0002958693405316987,0.497149,0.0004144142452506481,0.24759275,0.0004069791917285197,1.369759,0.035240393218105105,0.739517,0.02212365440352625,6.0,0.0,4
0.0,4.136,-1.7316855,0.001448167203744106,0.69298825,0.00047421889724050595,0.48045899999999997,0.0006517393395113353,0.23127425000000001,0.0006159582473674655,1.3314135,0.031341999057441554,0.75451225,0.01989496475817856,6.0,0.0,4
0.0,4.164,-1.68855,0.000789109730434663,0.6772545,0.00044441656509780963,0.458951,0.0006092123329896386,0.211141,0.0005722495085187921,1.42561075,0.05280834800385099,0.9172214999999999,0.03937843734308578,6.0,0.0,4
0.0,4.192,-1.64598925,0.002564513773765583,0.66151225,0.001122311110684848,0.43790775,0.0014825257937609911,0.19230150000000001,0.0012964400294653063,1.47211425,0.05764449634812646,1.00591875,0.04096685428566001,6.0,0.0,4
0.0,4.22,-1.60479025,0.0013826411546384637,0.64545575,0.0006824953449169648,0.416963,0.0008897028530170385,0.174439,0.0007568633738440943,1.5461695,0.0501629645463995,1.142379,0.03961908368661078,6.0,0.0,4
0.0,4.248,-1.56024825,0.0020150821891840136,0.62716075,0.001009967274634862,0.393752,0.0012710172435232041,0.15569775,0.0010091256425738067,1.60012325,0.014836040629578365,1.3609515,0.02581035950447032,6.0,0.0,4
0.0,4.276,-1.5132225,0.0018212314743967385,0.60692525,0.001003239783152571,0.36887225,0.0011914131227943854,0.136818,0.0008433517455170578,1.6932885,0.05659835496210703,1.6527585,0.08248440329389552,6.0,0.0,4
0.0,4.304,-1.464038,0.0021376931881508647,0.58479975,0.0011833337353285827,0.3426005,0.0013700940661137116,0.1182,0.0009222329785182626,1.768379,0.05875285580151261,1.94550725,0.07962477587553492,6.0,0.0,4
0.0,4.332,-1.41536675,0.00070025547421398,0.56141825,0.0004413895435629065,0.3159555,0.0004892597299321924,0.100773,0.00030660778420212145,1.8879015,0.01623797209475369,2.4391415,0.1067551232170303,6.0,0.0,4
0.0,4.36,-1.3614235,0.0038767093541645253,0.5321517499999999,0.002761436956097315,0.28419075,0.0028647468292736277,0.08186974999999999,0.0015547180545573743,1.901672,0.07962989452146726,3.1153079999999997,0.2448315193805051,6.0,0.0,4
0.0,4.388,-1.3055172499999999,0.0028851853023968226,0.50061825,0.0021809374274609408,0.25174975,0.0021520133354218183,0.06448525,0.0010709976949088173,1.85605575,0.06479997759307098,3.519416,0.143507933402652,6.0,0.0,4
0.0,4.416,-1.25407425,0.0011442661676812926,0.4697495,0.0009792083111711558,0.22198299999999999,0.00088450635950229,0.050412,0.00037281183815252847,1.834913,0.11612238897889875,4.117907,0.2634971665195535,6.0,0.0,4
0.0,4.444,-1.18822475,0.004108533281983567,0.41859125,0.004947010248203797,0.1782925,0.0036864457702055885,0.033731,0.0010955396691433256,2.53537675,0.19594746565741156,9.33311975,1.447381622060412,6.0,0.0,4
0.0,4.472,-1.1087235,0.012743663637928676,0.33811199999999997,0.022756600731069953,0.1225715,0.012394828266256859,0.01798275,0.002455456928794856,2.7225275,0.2803942679432244,62.56719075,48.20529073121771,6.0,0.0,4
0.0,4.5,-1.0513267499999999,0.008641114486135493,0.27064325,0.01837431040145907,0.08344025,0.008659623446153225,0.009367499999999999,0.0014067564643533718,2.3309265,0.08742819249771015,60.73526375,31.56598755232027,6.0,0.0,4
