T,E,M,M2,M4,Cv,chi
3.8000,-2.132666,0.814709,0.664398,0.443128,1.019554,0.294375
3.8233,-2.106935,0.807926,0.653447,0.428804,1.052650,0.317376
3.8467,-2.082283,0.801301,0.642820,0.415087,1.060608,0.330743
3.8700,-2.057989,0.794541,0.632103,0.401568,1.112824,0.360899
3.8933,-2.031611,0.787269,0.620629,0.387225,1.102328,0.371260
3.9167,-2.005870,0.779929,0.609178,0.373233,1.112840,0.392472
3.9400,-1.980146,0.772470,0.597695,0.359554,1.179961,0.431945
3.9633,-1.953122,0.764382,0.585327,0.345010,1.182407,0.456670
3.9867,-1.922897,0.755335,0.571681,0.329396,1.235204,0.498259
4.0100,-1.898385,0.747662,0.560211,0.316493,1.241714,0.522191
4.0333,-1.865987,0.737711,0.545513,0.300342,1.237023,0.554813
4.0567,-1.836167,0.728231,0.531758,0.285745,1.291541,0.612684
4.0800,-1.806513,0.718026,0.517190,0.270728,1.334628,0.689857
4.1033,-1.775487,0.708129,0.503206,0.256626,1.390003,0.740633
4.1267,-1.740560,0.696135,0.486452,0.240116,1.368741,0.773825
4.1500,-1.707816,0.684292,0.470430,0.225223,1.488845,0.905104
4.1733,-1.674956,0.672165,0.454154,0.210321,1.477715,0.972312
4.1967,-1.640215,0.659135,0.437053,0.195308,1.484078,1.067918
4.2200,-1.605685,0.645487,0.419534,0.180575,1.557244,1.179451
4.2433,-1.568015,0.630358,0.400804,0.165730,1.668081,1.406240
4.2667,-1.521327,0.610443,0.376607,0.147246,1.673915,1.606543
4.2900,-1.485980,0.593951,0.357658,0.134006,1.781255,1.965821
4.3133,-1.446701,0.575921,0.337181,0.119975,1.762234,2.201806
4.3367,-1.402537,0.553541,0.312942,0.104833,1.861110,2.603702
4.3600,-1.355107,0.524895,0.285168,0.089754,2.095775,3.825560
4.3833,-1.311763,0.501337,0.262354,0.077280,2.005328,4.342675
4.4067,-1.262065,0.470339,0.234103,0.063545,2.034060,5.052432
4.4300,-1.205419,0.427709,0.200184,0.049808,2.161204,6.728227
4.4533,-1.166235,0.399124,0.177717,0.040818,2.035734,7.146220
4.4767,-1.118746,0.359602,0.149978,0.031379,1.925053,7.976418
4.5000,-1.075637,0.321106,0.124144,0.023238,1.661271,8.077631
4.5233,-1.045152,0.294860,0.107689,0.018480,1.493606,7.925536
4.5467,-1.003347,0.257054,0.086345,0.013391,1.382831,7.703333
4.5700,-0.974051,0.228630,0.070327,0.009469,1.089034,6.827142
4.5933,-0.943223,0.204638,0.058135,0.006930,0.950135,6.116217
4.6167,-0.926150,0.189449,0.050581,0.005465,0.857665,5.498446
4.6400,-0.910828,0.180100,0.045742,0.004520,0.720179,4.955452
4.6633,-0.892023,0.159129,0.037006,0.003226,0.657515,4.329413
4.6867,-0.879672,0.149532,0.032635,0.002523,0.569993,3.788572
4.7100,-0.863549,0.139778,0.028638,0.002005,0.521308,3.338713
4.7333,-0.864710,0.134989,0.027200,0.001866,0.502064,3.277479
4.7567,-0.842010,0.126360,0.024105,0.001514,0.444294,2.956343
4.7800,-0.832779,0.122207,0.022517,0.001294,0.431740,2.740948
4.8033,-0.832256,0.119308,0.021558,0.001226,0.393827,2.634545
4.8267,-0.819975,0.108740,0.018268,0.000945,0.382029,2.306930
4.8500,-0.814692,0.107573,0.017654,0.000827,0.345510,2.166908
4.8733,-0.796255,0.097898,0.014826,0.000640,0.366289,1.858820
4.8967,-0.792118,0.095807,0.014178,0.000555,0.331997,1.764119
4.9200,-0.790746,0.098703,0.014912,0.000602,0.316053,1.815645
4.9433,-0.775627,0.091866,0.012778,0.000438,0.304716,1.516656
4.9667,-0.767546,0.086675,0.011669,0.000398,0.251344,1.445967
4.9900,-0.761954,0.082772,0.010610,0.000325,0.289609,1.301629
5.0133,-0.751917,0.084740,0.011110,0.000348,0.281780,1.354457
5.0367,-0.751742,0.084404,0.010927,0.000337,0.272689,1.304852
5.0600,-0.744425,0.081349,0.010311,0.000311,0.287739,1.261334
5.0833,-0.731642,0.075054,0.008786,0.000221,0.274589,1.071950
5.1067,-0.729227,0.074899,0.008765,0.000226,0.254247,1.067510
5.1300,-0.725518,0.074189,0.008658,0.000223,0.255446,1.062540
5.1533,-0.714419,0.071475,0.007979,0.000185,0.227566,0.962581
5.1767,-0.710162,0.071509,0.007904,0.000178,0.240819,0.931484
5.2000,-0.710699,0.071795,0.007934,0.000178,0.221220,0.923514
