T,E,M,M2,M4,Cv,chi
3.8000,-2.132518,0.814837,0.663969,0.440882,1.000883,0.287990
3.8233,-2.108517,0.808420,0.653553,0.427160,1.051738,0.312343
3.8467,-2.084095,0.801804,0.642901,0.413352,1.057577,0.326725
3.8700,-2.058918,0.794853,0.631803,0.399206,1.082699,0.347747
3.8933,-2.033292,0.787672,0.620440,0.384978,1.082896,0.365110
3.9167,-2.006722,0.780119,0.608600,0.370427,1.106325,0.390647
3.9400,-1.980006,0.772371,0.596572,0.355935,1.165491,0.425581
3.9633,-1.952750,0.764344,0.584238,0.341373,1.191997,0.458856
3.9867,-1.925018,0.756002,0.571557,0.326718,1.205302,0.491376
4.0100,-1.895942,0.747075,0.558140,0.311563,1.247489,0.528035
4.0333,-1.866771,0.737962,0.544609,0.296644,1.275857,0.565893
4.0567,-1.836513,0.728249,0.530368,0.281338,1.288769,0.606275
4.0800,-1.805862,0.718205,0.515843,0.266146,1.341284,0.673554
4.1033,-1.774182,0.707546,0.500648,0.250702,1.356904,0.717852
4.1267,-1.742352,0.696589,0.485266,0.235541,1.415060,0.795314
4.1500,-1.709087,0.684778,0.468954,0.219980,1.426365,0.874134
4.1733,-1.674225,0.672047,0.451684,0.204085,1.517260,0.978421
4.1967,-1.638990,0.658760,0.434005,0.188430,1.524534,1.059286
4.2200,-1.604034,0.645070,0.416160,0.173263,1.523269,1.164437
4.2433,-1.566135,0.629635,0.396493,0.157291,1.637788,1.379015
4.2667,-1.527973,0.613510,0.376453,0.141805,1.650989,1.510547
4.2900,-1.488959,0.596178,0.355496,0.126473,1.709152,1.733418
4.3133,-1.448173,0.577073,0.333089,0.111049,1.724960,1.946785
4.3367,-1.406518,0.556512,0.309803,0.096097,1.876602,2.466016
4.3600,-1.361762,0.532897,0.284099,0.080847,1.972321,3.016267
4.3833,-1.316299,0.507017,0.257210,0.066304,1.980163,3.618790
4.4067,-1.268716,0.477353,0.228054,0.052180,2.052659,4.735091
4.4300,-1.217634,0.441817,0.195473,0.038419,2.206748,6.758974
4.4533,-1.163510,0.398035,0.158842,0.025487,2.413839,10.193932
4.4767,-1.105415,0.340549,0.116799,0.014006,2.695283,20.383242
4.5000,-1.036270,0.237950,0.059885,0.004151,2.972787,80.248141
4.5233,-0.973882,0.088986,0.011416,0.000298,1.579886,85.501201
4.5467,-0.952419,0.052022,0.004069,0.000044,0.826001,33.155608
4.5700,-0.937352,0.038618,0.002320,0.000016,0.675037,20.041242
4.5933,-0.920875,0.030088,0.001451,0.000007,0.625106,13.146316
4.6167,-0.909849,0.026465,0.001089,0.000003,0.481258,9.319273
4.6400,-0.893587,0.025069,0.000998,0.000003,0.307140,8.811143
4.6633,-0.881689,0.020141,0.000641,0.000001,0.429212,5.592593
4.6867,-0.868370,0.019276,0.000591,0.000001,0.605232,5.184893
4.7100,-0.858753,0.016654,0.000424,0.000001,0.336739,3.442862
4.7333,-0.850508,0.018159,0.000519,0.000001,0.237704,4.425283
4.7567,-0.839666,0.015592,0.000388,0.000000,0.479162,3.371063
4.7800,-0.831268,0.016682,0.000428,0.000000,0.158782,3.456278
4.8033,-0.823816,0.013152,0.000269,0.000000,0.246719,2.207402
4.8267,-0.812544,0.011632,0.000212,0.000000,0.293851,1.768491
4.8500,-0.801272,0.012553,0.000247,0.000000,0.286859,2.042999
4.8733,-0.799376,0.010747,0.000196,0.000000,0.120527,1.828016
4.8967,-0.789443,0.010959,0.000194,0.000000,0.289219,1.675745
4.9200,-0.785426,0.009800,0.000149,0.000000,0.138698,1.198484
4.9433,-0.777488,0.012442,0.000235,0.000000,0.263770,1.800142
4.9667,-0.770953,0.012152,0.000218,0.000000,0.360895,1.557028
4.9900,-0.765056,0.009841,0.000160,0.000000,0.089712,1.394038
5.0133,-0.754063,0.012071,0.000225,0.000000,0.211545,1.745998
5.0367,-0.740520,0.009454,0.000141,0.000000,0.089031,1.128134
5.0600,-0.745612,0.010501,0.000179,0.000000,0.230772,1.512820
5.0833,-0.731206,0.009739,0.000138,0.000000,0.073297,0.944169
5.1067,-0.724480,0.010383,0.000156,0.000000,0.245858,1.040789
5.1300,-0.728097,0.008835,0.000121,0.000000,0.332541,0.930981
5.1533,-0.721618,0.009460,0.000135,0.000000,0.081855,0.969997
5.1767,-0.713718,0.008448,0.000112,0.000000,0.090416,0.871108
5.2000,-0.601628,0.010511,0.000162,0.000000,40.283366,1.094085
