T,E,E_err,M,M_err,M2,M2_err,M4,M4_err,Cv,Cv_err,chi,chi_err
1.400000,-1.113586,0.000024,0.301743,0.000040,0.091054,0.000024,0.008293,0.000004,2.505221,0.070768,24.487187,0.320820
1.413333,-1.078509,0.000039,0.265117,0.000051,0.070294,0.000027,0.004943,0.000004,2.764635,0.103235,34.958535,0.572960
1.426667,-1.041262,0.000040,0.215626,0.000087,0.046506,0.000037,0.002165,0.000003,2.859350,0.123511,57.729106,1.111723
1.440000,-1.000271,0.000047,0.124585,0.000324,0.015574,0.000080,0.000246,0.000003,3.252096,0.126799,259.805692,13.219922
1.453333,-0.964473,0.000020,0.010711,0.000088,0.000135,0.000002,0.000000,0.000000,1.995640,0.059219,97.472237,2.453535
1.466667,-0.939395,0.000023,0.006031,0.000029,0.000043,0.000000,0.000000,0.000000,1.662514,0.055311,31.258090,0.546439
1.480000,-0.917784,0.000015,0.004437,0.000019,0.000023,0.000000,0.000000,0.000000,1.477609,0.031804,16.549414,0.237241
1.493333,-0.898399,0.000014,0.003584,0.000015,0.000015,0.000000,0.000000,0.000000,1.337802,0.032945,11.063712,0.116754
1.506667,-0.880628,0.000021,0.003030,0.000012,0.000011,0.000000,0.000000,0.000000,1.294618,0.051331,7.655538,0.104393
1.520000,-0.864130,0.000018,0.002681,0.000008,0.000008,0.000000,0.000000,0.000000,1.213200,0.035952,5.982707,0.082494
1.533333,-0.848752,0.000013,0.002433,0.000008,0.000007,0.000000,0.000000,0.000000,1.029807,0.024739,4.847683,0.055203
1.546667,-0.834277,0.000015,0.002213,0.000008,0.000006,0.000000,0.000000,0.000000,1.024146,0.021546,3.954679,0.071430
1.560000,-0.820621,0.000012,0.002063,0.000009,0.000005,0.000000,0.000000,0.000000,0.986674,0.031014,3.401143,0.049745
1.573333,-0.807627,0.000011,0.001927,0.000007,0.000004,0.000000,0.000000,0.000000,0.957527,0.022171,3.038001,0.042896
1.586667,-0.795295,0.000011,0.001812,0.000007,0.000004,0.000000,0.000000,0.000000,0.900061,0.022347,2.604028,0.034864
1.600000,-0.783531,0.000015,0.001708,0.000007,0.000003,0.000000,0.000000,0.000000,0.892729,0.023375,2.260620,0.023461
