temp_idx,E,M
1,-1.07832759,0.26667314
2,-1.04038025,0.21665643
3,-1.00085976,0.12246951
4,-0.96430148,0.00661538
5,-0.93906054,0.00630237
6,-0.91681402,0.00683112
7,-0.89924994,0.00314724
8,-0.87982732,0.00201847
9,-0.86374358,0.00390065
10,-0.84913602,0.00115791
11,-0.83399580,0.00238352
12,-0.82123149,0.00259278
13,-0.80857236,0.00141232
14,-0.79439709,0.00141943
15,-0.78299838,0.00106811
0,-1.11268728,0.30202057
1,-1.07692500,0.26338182
2,-1.03997463,0.21547103
3,-1.00075943,0.12400213
4,-0.96439602,0.00434846
5,-0.93910719,0.00356059
6,-0.91682579,0.00731710
7,-0.89945395,0.00188431
8,-0.87985317,0.00283118
9,-0.86366078,0.00106606
10,-0.84924100,0.00375322
11,-0.83408830,0.00428296
12,-0.82160816,0.00164022
13,-0.80752721,0.00141859
14,-0.79442036,0.00208253
15,-0.78329009,0.00222933
0,-1.11270657,0.30335473
1,-1.07740219,0.26258541
2,-1.04093774,0.21359304
3,-1.00072970,0.12568997
4,-0.96400028,0.00291663
5,-0.93920129,0.00579802
6,-0.91702919,0.00523646
7,-0.89950042,0.00439433
8,-0.87978619,0.00092719
9,-0.86390061,0.00433592
10,-0.84908833,0.00128445
11,-0.83391703,0.00417619
12,-0.82164357,0.00172274
13,-0.80733853,0.00184826
14,-0.79502100,0.00051572
15,-0.78361850,0.00122700
0,-1.11303165,0.30183079
1,-1.07696511,0.25944648
2,-1.04052014,0.21493942
3,-1.00095475,0.12833741
4,-0.96477695,0.00440860
5,-0.93875921,0.00623841
6,-0.91759434,0.00237668
7,-0.89921233,0.00072660
8,-0.87925951,0.00313666
9,-0.86395988,0.00428218
10,-0.84903449,0.00126258
11,-0.83429969,0.00263793
12,-0.82068957,0.00259722
13,-0.80719923,0.00252318
14,-0.79528863,0.00342099
15,-0.78394399,0.00138436
0,-1.11393645,0.30229202
1,-1.07661948,0.25854663
2,-1.04079046,0.21502402
3,-1.00071247,0.12325619
4,-0.96435766,0.00345590
5,-0.93862218,0.00925870
6,-0.91800016,0.00504597
7,-0.89885216,0.00310624
8,-0.87933433,0.00153237
9,-0.86414080,0.00311484
10,-0.84843578,0.00432573
11,-0.83464720,0.00266270
12,-0.82105424,0.00147350
13,-0.80712681,0.00114746
14,-0.79540981,0.00313445
15,-0.78405069,0.00171184
0,-1.11402660,0.29913440
1,-1.07711047,0.26284088
2,-1.04187018,0.21867473
3,-1.00100973,0.12397948
4,-0.96438534,0.00749449
5,-0.93850116,0.00367889
6,-0.91790069,0.00223051
7,-0.89861976,0.00609998
8,-0.87824052,0.00298357
9,-0.86352247,0.00325128
10,-0.84827475,0.00163659
11,-0.83423595,0.00202981
12,-0.82107280,0.00219661
13,-0.80688252,0.00225243
14,-0.79461544,0.00211810
15,-0.78337656,0.00243334
0,-1.11400176,0.30362352
1,-1.07681812,0.26461611
2,-1.04130849,0.21534357
3,-1.00048447,0.12356677
4,-0.96442051,0.01103617
5,-0.93842965,0.00251231
6,-0.91706532,0.00361606
7,-0.89943376,0.00495192
8,-0.87823972,0.00319819
9,-0.86320460,0.00159452
10,-0.84772494,0.00082483
11,-0.83447172,0.00174404
12,-0.82052604,0.00293353
13,-0.80678900,0.00161823
14,-0.79498060,0.00124303
15,-0.78316808,0.00334405
0,-1.11398511,0.30099837
1,-1.07713272,0.25922253
2,-1.04139573,0.21283164
3,-1.00018419,0.12153745
4,-0.96426867,0.00623154
5,-0.93835638,0.00322172
6,-0.91711738,0.00747841
7,-0.89970046,0.00483420
8,-0.87963646,0.00187633
9,-0.86331026,0.00160041
10,-0.84762235,0.00476261
11,-0.83378274,0.00102110
12,-0.82074879,0.00205585
13,-0.80658423,0.00408655
14,-0.79428617,0.00092548
15,-0.78356814,0.00068058
0,-1.11385275,0.30448635
1,-1.07712609,0.26081036
2,-1.04152575,0.21717206
3,-1.00063605,0.11771988
4,-0.96335792,0.00692863
5,-0.93887025,0.00573943
6,-0.91783252,0.00469317
7,-0.89896773,0.00370718
8,-0.87988493,0.00207206
9,-0.86342362,0.00101297
10,-0.84762818,0.00151167
11,-0.83351431,0.00183167
12,-0.82020102,0.00159512
13,-0.80688929,0.00251204
14,-0.79498396,0.00186019
15,-0.78332390,0.00306987
0,-1.11371787,0.30702129
1,-1.07729809,0.26682891
2,-1.04176375,0.21359192
3,-0.99946062,0.11638561
4,-0.96317836,0.00605153
5,-0.94030733,0.01131057
6,-0.91776316,0.00460877
7,-0.89993792,0.00265541
8,-0.87999978,0.00205255
9,-0.86337809,0.00300668
10,-0.84824678,0.00305964
11,-0.83328942,0.00271799
12,-0.81966952,0.00215825
13,-0.80679480,0.00289072
14,-0.79416454,0.00141791
15,-0.78384452,0.00095014
0,-1.11331341,0.30372234
1,-1.07718905,0.26171509
2,-1.04195324,0.21715771
3,-0.99980706,0.11234285
4,-0.96311381,0.00853804
5,-0.93967582,0.00591746
6,-0.91733532,0.00561769
7,-0.89982295,0.00349946
8,-0.88019626,0.00256709
9,-0.86311105,0.00285500
10,-0.84851118,0.00137996
11,-0.83297667,0.00105358
12,-0.81897723,0.00277356
13,-0.80731776,0.00210921
14,-0.79407615,0.00114459
15,-0.78391158,0.00229562
0,-1.11420911,0.30283475
1,-1.07792089,0.26511442
2,-1.04193155,0.21955063
3,-0.99999510,0.11101174
4,-0.96292793,0.00919253
5,-0.93898981,0.00580608
6,-0.91769555,0.00561320
7,-0.90006133,0.00163857
8,-0.88018569,0.00362349
9,-0.86269891,0.00260652
10,-0.84846981,0.00109901
11,-0.83309287,0.00173341
12,-0.81947137,0.00218210
13,-0.80692773,0.00162432
14,-0.79437178,0.00106376
15,-0.78349916,0.00323856
0,-1.11400212,0.30266141
1,-1.07841657,0.26559838
2,-1.04140231,0.21757094
3,-1.00049402,0.11241040
4,-0.96309076,0.01771830
5,-0.93852112,0.00754821
6,-0.91843479,0.00331874
7,-0.90013100,0.00237964
8,-0.88083323,0.00392010
9,-0.86312242,0.00251099
10,-0.84920632,0.00207594
11,-0.83325250,0.00362303
12,-0.82025112,0.00148273
13,-0.80743699,0.00163650
14,-0.79446971,0.00076664
15,-0.78361699,0.00126726
0,-1.11409331,0.30203807
1,-1.07848929,0.26641386
2,-1.04150683,0.21554467
3,-1.00030714,0.11576362
4,-0.96293081,0.01243355
5,-0.93906652,0.00525928
6,-0.91894120,0.00557069
7,-0.89961859,0.00589131
8,-0.88083844,0.00480755
9,-0.86367565,0.00065184
10,-0.84919314,0.00242465
11,-0.83352458,0.00302708
12,-0.81980903,0.00324025
13,-0.80760028,0.00103536
14,-0.79481883,0.00165805
15,-0.78348221,0.00140909
0,-1.11352905,0.29878656
1,-1.07856815,0.26840263
2,-1.04161439,0.21752761
3,-0.99964077,0.12197108
4,-0.96253518,0.01194984
5,-0.93960430,0.00518819
6,-0.91922239,0.00248757
7,-0.89955417,0.00259692
8,-0.88038136,0.00300548
9,-0.86341630,0.00375090
10,-0.84945794,0.00327848
11,-0.83465009,0.00156076
12,-0.82057249,0.00166412
13,-0.80775418,0.00050339
14,-0.79408948,0.00188805
15,-0.78414137,0.00073420
0,-1.11328237,0.30328556
1,-1.07868185,0.26663888
2,-1.04220850,0.22069016
3,-1.00006715,0.11939178
4,-0.96259220,0.01366167
5,-0.93951056,0.00180257
6,-0.91903035,0.00255955
7,-0.89921521,0.00564239
8,-0.88054675,0.00112194
9,-0.86412314,0.00452081
10,-0.84954686,0.00161831
11,-0.83443081,0.00265506
12,-0.82112480,0.00106514
13,-0.80847354,0.00200109
14,-0.79440245,0.00059674
15,-0.78299786,0.00137173
0,-1.11334014,0.29735899
1,-1.07846512,0.26752172
2,-1.04215847,0.21705965
3,-1.00035013,0.12533306
4,-0.96298175,0.01132910
5,-0.93897563,0.00439829
6,-0.91892024,0.00429663
7,-0.89847095,0.00223572
8,-0.88078257,0.00424212
9,-0.86488566,0.00291027
10,-0.84922931,0.00365070
11,-0.83329790,0.00324441
12,-0.82087562,0.00134673
13,-0.80782937,0.00244391
14,-0.79461508,0.00079971
15,-0.78321836,0.00198927
0,-1.11302880,0.29919943
1,-1.07921295,0.26616533
2,-1.04143145,0.21727631
3,-1.00017359,0.13405909
4,-0.96313275,0.01649787
5,-0.93906661,0.01080906
6,-0.91902987,0.00635495
7,-0.89925544,0.00540784
8,-0.88020222,0.00174241
9,-0.86496962,0.00206381
10,-0.84920225,0.00419535
11,-0.83383949,0.00131038
12,-0.82110523,0.00296664
13,-0.80750795,0.00277414
14,-0.79490509,0.00178863
15,-0.78353390,0.00221822
0,-1.11238847,0.29994176
1,-1.07853451,0.26864975
2,-1.04115945,0.21634320
3,-0.99951779,0.13069736
4,-0.96355118,0.01275307
5,-0.93885682,0.00946124
6,-0.91876023,0.00599237
7,-0.89897316,0.00174535
8,-0.87983949,0.00319176
9,-0.86373359,0.00259264
10,-0.84951667,0.00228293
11,-0.83437150,0.00105409
12,-0.82031151,0.00227828
13,-0.80777218,0.00270254
14,-0.79488044,0.00100324
15,-0.78357385,0.00094631
0,-1.11317067,0.30299960
1,-1.07803156,0.26436054
2,-1.04142245,0.21757302
3,-0.99920057,0.13326638
4,-0.96369797,0.02033251
5,-0.93972184,0.00487462
6,-0.91842662,0.00261329
7,-0.89831808,0.00242949
8,-0.88042960,0.00406691
9,-0.86386955,0.00153178
10,-0.84886812,0.00130206
11,-0.83502019,0.00299631
12,-0.81972926,0.00207492
13,-0.80765931,0.00122397
14,-0.79519204,0.00208627
15,-0.78392949,0.00242415
0,-1.11317448,0.29958247
1,-1.07788877,0.26712199
2,-1.04169947,0.21825475
3,-0.99877656,0.12825570
4,-0.96336763,0.02104930
5,-0.93979931,0.00386778
6,-0.91793677,0.00575847
7,-0.89812640,0.00245896
8,-0.88058738,0.00402771
9,-0.86365874,0.00261166
10,-0.84890911,0.00315586
11,-0.83447171,0.00417800
12,-0.81997477,0.00131095
13,-0.80812057,0.00171275
14,-0.79509476,0.00074235
15,-0.78347031,0.00206139
0,-1.11297339,0.30164265
1,-1.07782713,0.26984252
2,-1.04087090,0.21246430
3,-0.99881929,0.12622754
4,-0.96425201,0.01413017
5,-0.94004718,0.00889330
6,-0.91847413,0.00475048
7,-0.89829193,0.00277653
8,-0.88095621,0.00535704
9,-0.86332405,0.00373884
10,-0.84980745,0.00199109
11,-0.83446065,0.00412541
12,-0.82012658,0.00285545
13,-0.80797296,0.00366485
14,-0.79600530,0.00197289
15,-0.78352610,0.00137990
0,-1.11339573,0.29884229
1,-1.07772445,0.26474089
2,-1.04087838,0.21086942
3,-0.99939121,0.12619217
4,-0.96412209,0.01200336
5,-0.93977504,0.00847897
6,-0.91828826,0.00279252
7,-0.89817265,0.00309772
8,-0.88125562,0.00376867
9,-0.86266544,0.00049358
10,-0.84967853,0.00286963
11,-0.83406706,0.00139408
12,-0.81968322,0.00253677
13,-0.80823414,0.00240169
14,-0.79522459,0.00146041
15,-0.78328679,0.00086610
0,-1.11371213,0.30239979
1,-1.07803944,0.26448730
2,-1.04100734,0.21295150
3,-0.99998339,0.11904829
4,-0.96495300,0.01103026
5,-0.93972103,0.00408132
6,-0.91843887,0.00171639
7,-0.89824932,0.00261312
8,-0.88065595,0.00250176
9,-0.86216821,0.00238736
10,-0.85014430,0.00227976
11,-0.83401641,0.00158256
12,-0.81936379,0.00263867
13,-0.80833031,0.00080149
14,-0.79433168,0.00088331
15,-0.78306612,0.00161903
0,-1.11352916,0.30296073
1,-1.07779266,0.26382470
2,-1.04049590,0.21485922
3,-0.99942257,0.11573570
4,-0.96497027,0.00868715
5,-0.93933199,0.00223570
6,-0.91837946,0.00754756
7,-0.89836142,0.00272419
8,-0.88071753,0.00553852
9,-0.86265369,0.00460965
10,-0.84925646,0.00165305
11,-0.83455636,0.00246972
12,-0.81980139,0.00282250
13,-0.80812376,0.00157392
14,-0.79450167,0.00136605
15,-0.78329752,0.00047727
0,-1.11382075,0.30200280
1,-1.07814124,0.26260066
2,-1.04058345,0.21601384
3,-0.99875315,0.12233913
4,-0.96474790,0.00493153
5,-0.93901659,0.00175145
6,-0.91846666,0.00704271
7,-0.89829507,0.00250113
8,-0.88036135,0.00292682
9,-0.86322894,0.00242268
10,-0.84893598,0.00328134
11,-0.83441119,0.00137903
12,-0.82017840,0.00291169
13,-0.80723126,0.00042760
14,-0.79473464,0.00024622
15,-0.78331579,0.00148349
0,-1.11411361,0.30382259
1,-1.07867336,0.26328442
2,-1.04058209,0.21560056
3,-0.99852343,0.12382019
4,-0.96468948,0.00787105
5,-0.93973091,0.00695333
6,-0.91857655,0.00599386
7,-0.89804127,0.00300197
8,-0.88045604,0.00366778
9,-0.86397262,0.00134959
10,-0.84928987,0.00178459
11,-0.83452989,0.00104130
12,-0.82044370,0.00244902
13,-0.80715084,0.00369982
14,-0.79463577,0.00224581
15,-0.78346158,0.00166519
0,-1.11436330,0.30342169
1,-1.07878547,0.26572773
2,-1.04035481,0.21773326
3,-0.99963698,0.12476612
4,-0.96487823,0.00913866
5,-0.93937403,0.00697087
6,-0.91776520,0.00296073
7,-0.89844122,0.00451795
8,-0.88029968,0.00218476
9,-0.86411912,0.00641101
10,-0.84941090,0.00307763
11,-0.83467882,0.00261277
12,-0.82076383,0.00135774
13,-0.80808494,0.00261977
14,-0.79442783,0.00231261
15,-0.78309502,0.00139308
0,-1.11546504,0.30400941
1,-1.07869792,0.26752285
2,-1.04044853,0.21912232
3,-0.99992424,0.12628021
4,-0.96530048,0.00996020
5,-0.93907445,0.01206762
6,-0.91818437,0.00426404
7,-0.89855715,0.00369157
8,-0.88103215,0.00190323
9,-0.86401582,0.00202884
10,-0.84883257,0.00121988
11,-0.83401685,0.00149256
12,-0.82086569,0.00159318
13,-0.80849496,0.00244009
14,-0.79446560,0.00134119
15,-0.78294835,0.00121031
0,-1.11451444,0.30396518
1,-1.07854731,0.26821981
2,-1.04049035,0.21337785
3,-1.00044206,0.12729934
4,-0.96486285,0.00844421
5,-0.93883038,0.01276557
6,-0.91764983,0.00466284
7,-0.89916893,0.00587207
8,-0.88046948,0.00300912
9,-0.86441005,0.00274208
10,-0.84894989,0.00243298
11,-0.83438334,0.00115094
12,-0.82075120,0.00129570
13,-0.80860950,0.00344688
14,-0.79541261,0.00170612
15,-0.78364618,0.00205619
0,-1.11463631,0.30689213
1,-1.07882286,0.26585305
2,-1.04081218,0.21348430
3,-1.00086429,0.12267262
4,-0.96434146,0.01260308
5,-0.93853101,0.01115583
6,-0.91840197,0.00441511
7,-0.89885356,0.00405862
8,-0.88040960,0.00485791
9,-0.86413646,0.00221774
10,-0.84938617,0.00164134
11,-0.83404240,0.00360274
12,-0.82071700,0.00125867
13,-0.80849165,0.00134837
14,-0.79576175,0.00223483
15,-0.78363674,0.00236762
0,-1.11435774,0.30464798
1,-1.07884722,0.26427563
2,-1.04046674,0.21286971
3,-1.00054901,0.11776463
4,-0.96498167,0.00575580
5,-0.93906372,0.00640284
6,-0.91782539,0.00383734
7,-0.89909274,0.00402355
8,-0.87961654,0.00287946
9,-0.86379223,0.00185178
10,-0.84941770,0.00208919
11,-0.83382308,0.00157528
12,-0.82101061,0.00095311
13,-0.80831055,0.00149501
14,-0.79487732,0.00259559
15,-0.78354245,0.00078397
0,-1.11374884,0.30059446
1,-1.07856978,0.26625966
2,-1.04070499,0.21263806
3,-0.99968445,0.12402330
4,-0.96476605,0.00691105
5,-0.93856839,0.00338267
6,-0.91838227,0.00436035
7,-0.89855698,0.00527893
8,-0.87963126,0.00413438
9,-0.86355059,0.00468920
10,-0.84923599,0.00263812
11,-0.83428623,0.00252833
12,-0.82084239,0.00065465
13,-0.80833114,0.00296881
14,-0.79468868,0.00087622
15,-0.78376078,0.00112721
0,-1.11474249,0.30267317
1,-1.07799949,0.26410521
2,-1.04119336,0.20961981
3,-0.99961807,0.12821714
4,-0.96469644,0.01639304
5,-0.93896466,0.00518693
6,-0.91815500,0.00947670
7,-0.89862347,0.00306705
8,-0.88015648,0.00199890
9,-0.86428105,0.00162403
10,-0.84904485,0.00176225
11,-0.83449442,0.00225792
12,-0.82120556,0.00098678
13,-0.80797541,0.00241289
14,-0.79500374,0.00149717
15,-0.78360474,0.00172023
0,-1.11496244,0.30376435
1,-1.07821835,0.26565822
2,-1.04063393,0.21504351
3,-1.00035131,0.12820308
4,-0.96486378,0.01370576
5,-0.93906823,0.00847359
6,-0.91821102,0.00453008
7,-0.89862552,0.00350779
8,-0.88041824,0.00208078
9,-0.86443550,0.00095421
10,-0.84904712,0.00175928
11,-0.83375325,0.00360616
12,-0.82093767,0.00231902
13,-0.80723509,0.00083033
14,-0.79547376,0.00339643
15,-0.78356168,0.00152410
0,-1.11505905,0.30200295
1,-1.07878636,0.26816605
2,-1.04038579,0.21747861
3,-1.00013752,0.13679252
4,-0.96484765,0.01085072
5,-0.93940683,0.00548869
6,-0.91761319,0.00642525
7,-0.89863808,0.00074934
8,-0.88012827,0.00375351
9,-0.86364850,0.00264347
10,-0.84865150,0.00166335
11,-0.83359269,0.00152364
12,-0.82027338,0.00142222
13,-0.80758153,0.00210007
14,-0.79509657,0.00259490
15,-0.78369333,0.00266114
0,-1.11464656,0.30245651
1,-1.07796798,0.26558454
2,-1.04106632,0.21742441
3,-1.00021788,0.12923511
4,-0.96577442,0.00813994
5,-0.93933194,0.00488828
6,-0.91704754,0.00202369
7,-0.89814971,0.00380580
8,-0.87979996,0.00359517
9,-0.86407149,0.00150899
10,-0.84849004,0.00180687
11,-0.83345858,0.00149058
12,-0.81989840,0.00141722
13,-0.80781607,0.00187350
14,-0.79594373,0.00194224
15,-0.78313704,0.00195512
0,-1.11452148,0.30386779
1,-1.07895731,0.26602747
2,-1.04110922,0.21821728
3,-1.00041753,0.13479352
4,-0.96573232,0.01480675
5,-0.93861704,0.00491533
6,-0.91746615,0.00565568
7,-0.89784804,0.00343312
8,-0.87947838,0.00336148
9,-0.86436615,0.00312917
10,-0.84780246,0.00159205
11,-0.83359435,0.00394127
12,-0.82018527,0.00290150
13,-0.80814556,0.00197364
14,-0.79522755,0.00242083
15,-0.78345648,0.00181192
0,-1.11383426,0.30357892
1,-1.07882706,0.26437285
2,-1.04127175,0.21430970
3,-1.00039222,0.12922416
4,-0.96478833,0.01308337
5,-0.93836834,0.00429002
6,-0.91634374,0.00689071
7,-0.89841715,0.00194474
8,-0.87977164,0.00203675
9,-0.86413995,0.00254089
10,-0.84777293,0.00101431
11,-0.83337091,0.00240165
12,-0.82035721,0.00192973
13,-0.80843583,0.00226806
14,-0.79567247,0.00082221
15,-0.78378350,0.00175234
0,-1.11416049,0.30077011
1,-1.07831086,0.26645390
2,-1.04169575,0.21592540
3,-1.00012814,0.12427673
4,-0.96530685,0.01130697
5,-0.93828921,0.00341515
6,-0.91663345,0.00993956
7,-0.89844719,0.00232253
8,-0.87970206,0.00253205
9,-0.86410498,0.00352316
10,-0.84773822,0.00181922
11,-0.83317850,0.00252310
12,-0.82047044,0.00193087
13,-0.80841120,0.00229037
14,-0.79571535,0.00056996
15,-0.78326321,0.00110729
0,-1.11422104,0.30257358
1,-1.07830445,0.26529126
2,-1.04105410,0.22056251
3,-1.00018154,0.12265885
4,-0.96554100,0.01730806
5,-0.93882734,0.00436487
6,-0.91665973,0.00436913
7,-0.89794367,0.00268308
8,-0.87952241,0.00294221
9,-0.86368510,0.00447101
10,-0.84794129,0.00279351
11,-0.83302113,0.00119206
12,-0.82118057,0.00125363
13,-0.80873925,0.00304902
14,-0.79515408,0.00189304
15,-0.78298861,0.00204699
0,-1.11435321,0.30306566
1,-1.07830971,0.26588352
2,-1.04076974,0.21913224
3,-0.99994975,0.12014842
4,-0.96555141,0.01447557
5,-0.93927484,0.00390265
6,-0.91699029,0.00515040
7,-0.89783845,0.00311239
8,-0.87980136,0.00138512
9,-0.86323803,0.00239766
10,-0.84914087,0.00325456
11,-0.83357215,0.00153203
12,-0.82063133,0.00233626
13,-0.80868828,0.00119964
14,-0.79504649,0.00134111
15,-0.78286978,0.00095083
0,-1.11429918,0.30397547
1,-1.07742626,0.26590738
2,-1.04109697,0.21649563
3,-0.99978664,0.12225322
4,-0.96563181,0.01543224
5,-0.93941283,0.00563739
6,-0.91727508,0.00404186
7,-0.89804407,0.00189812
8,-0.88028041,0.00335268
9,-0.86325253,0.00092905
10,-0.84933401,0.00509884
11,-0.83348622,0.00256574
12,-0.82008567,0.00264246
13,-0.80799229,0.00266630
14,-0.79480894,0.00153511
15,-0.78315314,0.00160169
0,-1.11362567,0.30437845
1,-1.07731621,0.26105831
2,-1.04047167,0.21689201
3,-0.99944382,0.12431575
4,-0.96546687,0.01506136
5,-0.93954793,0.00590147
6,-0.91684843,0.00440280
7,-0.89843110,0.00290152
8,-0.88027337,0.00328333
9,-0.86298977,0.00398014
10,-0.84952300,0.00340809
11,-0.83332703,0.00197094
12,-0.81948308,0.00178536
13,-0.80737819,0.00368488
14,-0.79521599,0.00279082
15,-0.78367344,0.00249501
0,-1.11318976,0.30206162
1,-1.07769371,0.26110119
2,-1.04004530,0.21857973
3,-0.99991686,0.12922140
4,-0.96530087,0.01082568
5,-0.93992970,0.00423703
6,-0.91734716,0.00286550
7,-0.89852306,0.00248810
8,-0.88036470,0.00358921
9,-0.86354986,0.00178010
10,-0.84929720,0.00452844
11,-0.83375053,0.00151777
12,-0.81935431,0.00247148
13,-0.80774208,0.00155973
14,-0.79581013,0.00382587
15,-0.78354389,0.00188438
0,-1.11288457,0.30227974
1,-1.07751638,0.26199700
2,-1.04060925,0.21711014
3,-0.99999404,0.12538809
4,-0.96574873,0.01687835
5,-0.93976616,0.00496049
6,-0.91770779,0.00583905
7,-0.89869478,0.00318405
8,-0.88060047,0.00201646
9,-0.86335815,0.00228360
10,-0.84994446,0.00439398
11,-0.83373330,0.00218012
12,-0.81957966,0.00102131
13,-0.80725732,0.00169023
14,-0.79573957,0.00098667
15,-0.78349655,0.00096846
0,-1.11245247,0.29783420
1,-1.07750664,0.25916435
2,-1.04082343,0.22054449
3,-1.00018884,0.12050073
4,-0.96647784,0.02036999
5,-0.94030687,0.00452120
6,-0.91763834,0.00419607
7,-0.89872378,0.00356657
8,-0.88079136,0.00250151
9,-0.86283936,0.00330991
10,-0.84873518,0.00347282
11,-0.83404534,0.00242508
12,-0.81960260,0.00139928
13,-0.80793341,0.00323825
14,-0.79567992,0.00205504
15,-0.78370010,0.00125568
0,-1.11215499,0.29945677
1,-1.07811989,0.26214079
2,-1.04174600,0.21902515
3,-1.00024368,0.12565015
4,-0.96602991,0.01959435
5,-0.94055300,0.00476982
6,-0.91772096,0.00275672
7,-0.89896540,0.00408189
8,-0.88048017,0.00184036
9,-0.86342615,0.00073175
10,-0.84900150,0.00122013
11,-0.83408772,0.00199563
12,-0.81990087,0.00222403
13,-0.80832422,0.00173922
14,-0.79527728,0.00229658
15,-0.78400746,0.00215072
0,-1.11224492,0.30106122
1,-1.07729435,0.26530798
2,-1.04177145,0.22105389
3,-0.99988266,0.12243729
4,-0.96633924,0.01511301
5,-0.94000435,0.00377839
6,-0.91777820,0.00462854
7,-0.89857434,0.00629833
8,-0.87987051,0.00304022
9,-0.86371192,0.00224642
10,-0.84827312,0.00109651
11,-0.83439107,0.00304886
12,-0.82064861,0.00292516
13,-0.80845928,0.00152795
14,-0.79495041,0.00124812
15,-0.78395715,0.00410618
0,-1.11275665,0.30585186
1,-1.07761287,0.26366651
2,-1.04158531,0.22285993
3,-0.99992136,0.12330243
4,-0.96569652,0.00593656
5,-0.94042910,0.00610193
6,-0.91760263,0.00193436
7,-0.89853737,0.00339020
8,-0.87929901,0.00328127
9,-0.86417140,0.00463375
10,-0.84756850,0.00381423
11,-0.83438172,0.00204156
12,-0.82005031,0.00153569
13,-0.80813351,0.00261167
14,-0.79511394,0.00287266
15,-0.78438992,0.00098380
0,-1.11366684,0.30280708
1,-1.07696820,0.26155457
2,-1.04216648,0.21954186
3,-1.00024722,0.11800213
4,-0.96582658,0.00204114
5,-0.93989991,0.00171765
6,-0.91797560,0.00596220
7,-0.89789876,0.00358738
8,-0.87853727,0.00319043
9,-0.86417960,0.00378141
10,-0.84818783,0.00238190
11,-0.83443715,0.00243953
12,-0.82002818,0.00191500
13,-0.80815416,0.00209257
14,-0.79546864,0.00136489
15,-0.78441406,0.00073213
0,-1.11336301,0.29795884
1,-1.07756911,0.26576154
2,-1.04224626,0.22100834
3,-0.99985262,0.12107133
4,-0.96591622,0.00461598
5,-0.93982795,0.00568878
6,-0.91754878,0.00461142
7,-0.89798264,0.00470373
8,-0.87858833,0.00505463
9,-0.86408507,0.00406613
10,-0.84859590,0.00238491
11,-0.83470675,0.00299059
12,-0.82077949,0.00199311
13,-0.80828566,0.00146299
14,-0.79445288,0.00211795
15,-0.78428827,0.00280145
0,-1.11312688,0.29966983
1,-1.07752321,0.26299194
2,-1.04153332,0.21896997
3,-0.99995451,0.11991603
4,-0.96604298,0.00904783
5,-0.93949901,0.00940575
6,-0.91786241,0.00414389
7,-0.89837234,0.00143038
8,-0.87904499,0.00222592
9,-0.86437666,0.00298767
10,-0.84868900,0.00289826
11,-0.83396175,0.00266827
12,-0.82061322,0.00076080
13,-0.80788163,0.00163445
14,-0.79433162,0.00156570
15,-0.78394409,0.00121503
0,-1.11311993,0.30164088
1,-1.07780003,0.26387822
2,-1.04089222,0.21771786
3,-1.00023378,0.11721015
4,-0.96619490,0.00660761
5,-0.93939230,0.00815359
6,-0.91808027,0.00294765
7,-0.89867407,0.00220337
8,-0.87863569,0.00134007
9,-0.86409540,0.00281943
10,-0.84924938,0.00086103
11,-0.83411721,0.00319370
12,-0.82130813,0.00139746
13,-0.80731563,0.00156463
14,-0.79380652,0.00159722
15,-0.78328471,0.00152077
0,-1.11320494,0.30259186
1,-1.07848063,0.26695694
2,-1.04105002,0.21974997
3,-0.99997336,0.11984265
4,-0.96558188,0.00831180
5,-0.93943091,0.00981501
6,-0.91868033,0.00243933
7,-0.89874895,0.00403897
8,-0.87931940,0.00420352
9,-0.86565627,0.00372539
10,-0.84881135,0.00251547
11,-0.83438693,0.00102802
12,-0.82145200,0.00260980
13,-0.80713791,0.00257083
14,-0.79396623,0.00136522
15,-0.78306635,0.00198969
0,-1.11300400,0.30315199
1,-1.07778408,0.26389129
2,-1.04158997,0.21807626
3,-1.00117979,0.12453713
4,-0.96586090,0.01037458
5,-0.93958420,0.00289511
6,-0.91808665,0.00460174
7,-0.89884681,0.00177740
8,-0.88008822,0.00204281
9,-0.86479105,0.00161312
10,-0.84904996,0.00459713
11,-0.83341241,0.00126747
12,-0.82145439,0.00224803
13,-0.80742503,0.00133513
14,-0.79466555,0.00227230
15,-0.78321416,0.00125051
0,-1.11377765,0.30280453
1,-1.07824638,0.26304978
2,-1.04081977,0.21824292
3,-1.00161165,0.12573688
4,-0.96498730,0.01298856
5,-0.93986201,0.00541072
6,-0.91762897,0.00352519
7,-0.89834892,0.00313792
8,-0.88017039,0.00291396
9,-0.86509318,0.00236816
10,-0.84899736,0.00105090
11,-0.83335310,0.00266165
12,-0.82220426,0.00195071
13,-0.80767140,0.00266885
14,-0.79491367,0.00078699
15,-0.78293940,0.00277795
0,-1.11319734,0.30375879
1,-1.07762688,0.26273119
2,-1.04203163,0.21627148
3,-1.00184014,0.12810409
4,-0.96578696,0.01134334
5,-0.94058572,0.00469759
6,-0.91769554,0.00452528
7,-0.89808533,0.00359814
8,-0.87908135,0.00418463
9,-0.86568363,0.00387868
10,-0.84840361,0.00114601
11,-0.83410270,0.00271659
12,-0.82210029,0.00216672
13,-0.80803835,0.00135047
14,-0.79436125,0.00060647
15,-0.78279811,0.00116315
0,-1.11237526,0.30218360
1,-1.07809910,0.26724265
2,-1.04206767,0.21782659
3,-1.00210736,0.12685198
4,-0.96557458,0.01441579
