temp_idx,E,M
12,-0.82116511,0.00110926
13,-0.80790302,0.00235039
14,-0.79450237,0.00178796
15,-0.78360827,0.00077492
0,-1.11229754,0.30137417
1,-1.07877859,0.26444355
2,-1.04024233,0.21347986
3,-1.00036126,0.12189135
4,-0.96422807,0.00830791
5,-0.94008888,0.00278602
6,-0.91868122,0.00442534
7,-0.90003814,0.00329727
8,-0.88151907,0.00116206
9,-0.86410716,0.00139982
10,-0.84899524,0.00173843
11,-0.83550427,0.00253596
12,-0.82131088,0.00145866
13,-0.80800899,0.00292834
14,-0.79465078,0.00211340
15,-0.78373471,0.00230034
0,-1.11176819,0.29888284
1,-1.07914680,0.26391765
2,-1.04008512,0.21104181
3,-0.99989802,0.12881691
4,-0.96401975,0.00937876
5,-0.93982479,0.00571342
6,-0.91817993,0.00654784
7,-0.90019330,0.00220212
8,-0.88157876,0.00466222
9,-0.86341713,0.00272807
10,-0.84820420,0.00105393
11,-0.83449896,0.00453856
12,-0.82138494,0.00089587
13,-0.80796979,0.00394353
14,-0.79493093,0.00287227
15,-0.78326793,0.00036085
0,-1.11152373,0.30043088
1,-1.07858806,0.26528198
2,-1.03998782,0.20930610
3,-1.00024657,0.13259458
4,-0.96446669,0.00642787
5,-0.93949211,0.00359615
6,-0.91760508,0.00568430
7,-0.89983817,0.00418804
8,-0.88099885,0.00407246
9,-0.86384085,0.00080416
10,-0.84769070,0.00279883
11,-0.83433443,0.00154111
12,-0.82137518,0.00260993
13,-0.80808811,0.00193060
14,-0.79543072,0.00164190
15,-0.78277094,0.00115063
0,-1.11110184,0.30150638
1,-1.07842935,0.26699137
2,-1.04071182,0.20681728
3,-1.00029990,0.13462540
4,-0.96490434,0.00806817
5,-0.93976905,0.00600345
6,-0.91776677,0.00312709
7,-0.89940682,0.00254446
8,-0.88079545,0.00136431
9,-0.86360233,0.00034408
10,-0.84792553,0.00129217
11,-0.83425705,0.00102902
12,-0.82172750,0.00299343
13,-0.80773087,0.00108482
14,-0.79477594,0.00111328
15,-0.78364197,0.00227241
0,-1.11151641,0.30308448
1,-1.07886029,0.26302305
2,-1.04040357,0.20950026
3,-0.99938131,0.13723293
4,-0.96504822,0.00555008
5,-0.93955116,0.00613097
6,-0.91717755,0.00425308
7,-0.90000738,0.00271867
8,-0.88040705,0.00567138
9,-0.86415308,0.00198789
10,-0.84804128,0.00194103
11,-0.83394517,0.00144127
12,-0.82110778,0.00169137
13,-0.80776373,0.00128953
14,-0.79550703,0.00165898
15,-0.78351064,0.00077180
0,-1.11225159,0.30289592
1,-1.07847399,0.26301270
2,-1.04023745,0.21242960
3,-0.99891427,0.13301698
4,-0.96498566,0.00667735
5,-0.93935552,0.00708106
6,-0.91711054,0.00368813
7,-0.89980145,0.00229538
8,-0.88039072,0.00263794
9,-0.86376418,0.00433817
10,-0.84858125,0.00309054
11,-0.83446009,0.00076213
12,-0.82096886,0.00145453
13,-0.80740995,0.00108014
14,-0.79473761,0.00306585
15,-0.78384072,0.00166735
0,-1.11223582,0.30094536
1,-1.07805977,0.26190912
2,-1.03961093,0.21639829
3,-0.99836348,0.12582781
4,-0.96511744,0.00991592
5,-0.93933444,0.00611928
6,-0.91707855,0.00492374
7,-0.89929794,0.00264209
8,-0.87993553,0.00229927
9,-0.86409137,0.00274175
10,-0.84865389,0.00089155
11,-0.83377120,0.00285848
12,-0.82066935,0.00280285
13,-0.80725411,0.00293503
14,-0.79523306,0.00104500
15,-0.78376044,0.00133298
0,-1.11207163,0.29850668
1,-1.07892649,0.26391593
2,-1.03996566,0.21173377
3,-0.99840039,0.11945136
4,-0.96483666,0.00899864
5,-0.93926092,0.00483616
6,-0.91665312,0.00424148
7,-0.89899796,0.00436513
8,-0.88000131,0.00498629
9,-0.86469230,0.00404640
10,-0.84846909,0.00319903
11,-0.83411401,0.00381906
12,-0.82022116,0.00195709
13,-0.80653824,0.00272826
14,-0.79542290,0.00253123
15,-0.78356391,0.00129265
0,-1.11179229,0.30074887
1,-1.07946880,0.26652662
2,-1.04054385,0.20882287
3,-0.99867685,0.11874025
4,-0.96463480,0.00926931
5,-0.93938451,0.00193600
6,-0.91723854,0.00592966
7,-0.89879882,0.00230037
8,-0.88038545,0.00601438
9,-0.86423754,0.00147845
10,-0.84867034,0.00205395
11,-0.83420233,0.00194876
12,-0.82095819,0.00226688
13,-0.80664923,0.00089297
14,-0.79539519,0.00184686
15,-0.78325968,0.00140708
0,-1.11160643,0.29960631
1,-1.07887332,0.26857727
2,-1.04080371,0.20916018
3,-0.99898911,0.11863516
4,-0.96397157,0.01254605
5,-0.93940963,0.00480061
6,-0.91745650,0.00280152
7,-0.89936413,0.00324074
8,-0.88038524,0.00239992
9,-0.86373228,0.00518637
10,-0.84869486,0.00365470
11,-0.83395323,0.00210011
12,-0.82144293,0.00208267
13,-0.80603679,0.00093044
14,-0.79547301,0.00160236
15,-0.78384880,0.00133745
0,-1.11221594,0.30126592
1,-1.07862405,0.26709986
2,-1.04130023,0.21159804
3,-0.99898399,0.12070624
4,-0.96328266,0.01271602
5,-0.93957194,0.00796361
6,-0.91763454,0.00428616
7,-0.89903322,0.00171610
8,-0.88065420,0.00198018
9,-0.86385695,0.00333825
10,-0.84893642,0.00327007
11,-0.83397851,0.00387864
12,-0.82083197,0.00171917
13,-0.80651064,0.00079643
14,-0.79526115,0.00115328
15,-0.78385685,0.00017615
0,-1.11309825,0.30124179
1,-1.07915891,0.26795862
2,-1.04175590,0.21263932
3,-0.99829804,0.12415574
4,-0.96330546,0.00757286
5,-0.93952640,0.01137250
6,-0.91756506,0.00509098
7,-0.89857947,0.00566897
8,-0.88130085,0.00168795
9,-0.86400891,0.00295010
10,-0.84824779,0.00224209
11,-0.83358935,0.00257486
12,-0.82000064,0.00260050
13,-0.80684740,0.00173556
14,-0.79503015,0.00139800
15,-0.78399765,0.00095166
0,-1.11268106,0.30058956
1,-1.07874938,0.26597863
2,-1.04161189,0.21257162
3,-0.99857313,0.12276808
4,-0.96392940,0.00624366
5,-0.93893228,0.01170326
6,-0.91822842,0.00484657
7,-0.89898748,0.00284878
8,-0.88105099,0.00076205
9,-0.86409849,0.00281602
10,-0.84834070,0.00135941
11,-0.83400007,0.00325050
12,-0.82005590,0.00158052
13,-0.80708579,0.00120422
14,-0.79475417,0.00107233
15,-0.78408890,0.00116161
0,-1.11229159,0.30323851
1,-1.07888904,0.26455499
2,-1.04153796,0.21309890
3,-0.99889055,0.11948449
4,-0.96391065,0.00821591
5,-0.93891764,0.00846403
6,-0.91794310,0.00365663
7,-0.89889159,0.00428271
8,-0.88053497,0.00222739
9,-0.86381024,0.00368218
10,-0.84863243,0.00212880
11,-0.83397678,0.00176367
12,-0.82070958,0.00187067
13,-0.80766474,0.00145082
14,-0.79474070,0.00190979
15,-0.78405465,0.00182478
0,-1.11259053,0.30201313
1,-1.07926187,0.26615062
2,-1.04144537,0.21851732
3,-0.99885337,0.11706417
4,-0.96468008,0.00415388
5,-0.93877236,0.00509782
6,-0.91769373,0.00684661
7,-0.89894554,0.00383832
8,-0.88102253,0.00399088
9,-0.86350641,0.00233362
10,-0.84798895,0.00094792
11,-0.83418699,0.00217107
12,-0.82039298,0.00141607
13,-0.80732191,0.00280970
14,-0.79437481,0.00319846
15,-0.78427890,0.00248341
0,-1.11328577,0.30235977
1,-1.07868144,0.26625184
2,-1.04069660,0.21809272
3,-0.99908488,0.11834874
4,-0.96448972,0.00776780
5,-0.93900590,0.00937500
6,-0.91751845,0.00241512
7,-0.89937983,0.00500686
8,-0.88091514,0.00241099
9,-0.86322330,0.00356087
10,-0.84844561,0.00494420
11,-0.83414671,0.00116553
12,-0.81983451,0.00053981
13,-0.80744310,0.00274409
14,-0.79540865,0.00210306
15,-0.78474385,0.00107647
0,-1.11325821,0.30457215
1,-1.07868545,0.26442503
2,-1.04043959,0.21834214
3,-1.00001693,0.12196765
4,-0.96455623,0.00396988
5,-0.93855167,0.00869499
6,-0.91744229,0.00531132
7,-0.89960692,0.00417532
8,-0.88080242,0.00403283
9,-0.86373705,0.00360857
10,-0.84892671,0.00331890
11,-0.83398492,0.00142754
12,-0.82012696,0.00121980
13,-0.80755163,0.00439627
14,-0.79626171,0.00281189
15,-0.78449007,0.00249019
0,-1.11280439,0.30209658
1,-1.07806719,0.26620164
2,-1.04050665,0.22005282
3,-0.99929625,0.12551045
4,-0.96483127,0.00625017
5,-0.93859629,0.01013100
6,-0.91774469,0.00579582
7,-0.90043720,0.00225338
8,-0.88110049,0.00249318
9,-0.86376692,0.00360876
10,-0.84832693,0.00555558
11,-0.83398931,0.00301691
12,-0.82053603,0.00184731
13,-0.80801706,0.00302058
14,-0.79598465,0.00171040
15,-0.78451961,0.00081389
0,-1.11310903,0.29805772
1,-1.07835419,0.26134477
2,-1.04040859,0.22064473
3,-0.99883593,0.12813827
4,-0.96480822,0.00215933
5,-0.93908605,0.00715248
6,-0.91767021,0.00292811
7,-0.90004302,0.00541077
8,-0.88063346,0.00329032
9,-0.86388792,0.00385544
10,-0.84795902,0.00284859
11,-0.83395317,0.00220968
12,-0.82063681,0.00233753
13,-0.80788480,0.00265658
14,-0.79566932,0.00234633
15,-0.78455089,0.00256561
0,-1.11315908,0.30014665
1,-1.07809074,0.26086406
2,-1.04042400,0.21869658
3,-0.99882663,0.12411429
4,-0.96457438,0.00619187
5,-0.93879292,0.00583012
6,-0.91766662,0.00141208
7,-0.89908220,0.00224146
8,-0.88120769,0.00159544
9,-0.86383731,0.00382104
10,-0.84843655,0.00224644
11,-0.83419218,0.00160465
12,-0.82065932,0.00115835
13,-0.80808545,0.00067252
14,-0.79480459,0.00267417
15,-0.78446193,0.00080070
0,-1.11384334,0.30171514
1,-1.07779645,0.26382497
2,-1.04028751,0.21571355
3,-0.99921719,0.12832230
4,-0.96442122,0.00985906
5,-0.93859374,0.00388288
6,-0.91763059,0.00632926
7,-0.89972362,0.00233748
8,-0.88082296,0.00107750
9,-0.86407181,0.00259654
10,-0.84827647,0.00168045
11,-0.83440168,0.00465836
12,-0.82015478,0.00214547
13,-0.80727484,0.00196090
14,-0.79537088,0.00072726
15,-0.78418609,0.00154303
0,-1.11336507,0.30144092
1,-1.07764261,0.26532240
2,-1.04031370,0.21537148
3,-0.99911294,0.13471750
4,-0.96468634,0.01554371
5,-0.93949622,0.00320164
6,-0.91749305,0.00159669
7,-0.89864992,0.00798834
8,-0.88029768,0.00271043
9,-0.86357696,0.00053797
10,-0.84812383,0.00272431
11,-0.83379219,0.00162222
12,-0.82072126,0.00227063
13,-0.80683907,0.00288007
14,-0.79521594,0.00053468
15,-0.78383063,0.00099294
0,-1.11341392,0.30134527
1,-1.07737468,0.26355877
2,-1.04057045,0.21093577
3,-0.99939895,0.12952031
4,-0.96400004,0.01233671
5,-0.94026955,0.00259237
6,-0.91724042,0.00600364
7,-0.89893569,0.00234383
8,-0.87958024,0.00156958
9,-0.86411316,0.00295599
10,-0.84812882,0.00308753
11,-0.83361769,0.00407651
12,-0.82068953,0.00042854
13,-0.80731888,0.00154386
14,-0.79509545,0.00243085
15,-0.78404330,0.00121709
0,-1.11261621,0.30102417
1,-1.07721223,0.26335830
2,-1.03950355,0.21479702
3,-0.99834735,0.12364923
4,-0.96455613,0.01111001
5,-0.93990643,0.00456551
6,-0.91735010,0.00539591
7,-0.89900382,0.00367493
8,-0.87999696,0.00141645
9,-0.86469190,0.00460309
10,-0.84853252,0.00107005
11,-0.83372619,0.00178498
12,-0.82090692,0.00317256
13,-0.80735595,0.00159101
14,-0.79525260,0.00128221
15,-0.78376045,0.00139782
0,-1.11237526,0.29951774
1,-1.07746125,0.26281595
2,-1.03944373,0.21424005
3,-0.99969552,0.12426247
4,-0.96371941,0.00867210
5,-0.93997669,0.00528557
6,-0.91676030,0.00831976
7,-0.89850315,0.00177048
8,-0.88044289,0.00442641
9,-0.86469778,0.00230480
10,-0.84853242,0.00151983
11,-0.83332762,0.00185549
12,-0.82099769,0.00188556
13,-0.80788683,0.00269061
14,-0.79528416,0.00200524
15,-0.78300947,0.00071568
0,-1.11258342,0.30070534
1,-1.07821838,0.25944592
2,-1.03907473,0.21506161
3,-1.00007578,0.12639864
4,-0.96354912,0.01546205
5,-0.93951873,0.00683778
6,-0.91684718,0.00944946
7,-0.89876045,0.00413158
8,-0.88098057,0.00432112
9,-0.86409576,0.00289671
10,-0.84838604,0.00386295
11,-0.83340683,0.00215817
12,-0.82124540,0.00204922
13,-0.80801370,0.00187898
14,-0.79513476,0.00148685
15,-0.78298653,0.00117141
0,-1.11282962,0.30482233
1,-1.07852393,0.26327304
2,-1.03942466,0.21826592
3,-0.99940217,0.11738921
4,-0.96381919,0.01607486
5,-0.93948271,0.01150953
6,-0.91783798,0.00394981
7,-0.89915551,0.00159761
8,-0.88087157,0.00208353
9,-0.86388354,0.00185343
10,-0.84814829,0.00256316
11,-0.83350376,0.00112310
12,-0.82042374,0.00150503
13,-0.80808409,0.00473521
14,-0.79526848,0.00202890
15,-0.78359537,0.00251219
0,-1.11244985,0.30420142
1,-1.07840145,0.26491158
2,-1.03997385,0.21227942
3,-0.99903822,0.12087859
4,-0.96448507,0.01318366
5,-0.93992231,0.00863150
6,-0.91839281,0.00329148
7,-0.89893537,0.00494460
8,-0.88040482,0.00289956
9,-0.86325221,0.00229937
10,-0.84838600,0.00267512
11,-0.83414637,0.00173551
12,-0.82080991,0.00178531
13,-0.80881446,0.00242130
14,-0.79477522,0.00284647
15,-0.78392762,0.00245995
0,-1.11187385,0.29932899
1,-1.07845599,0.26582706
2,-1.04041367,0.22075714
3,-0.99923922,0.12189649
4,-0.96431962,0.01659572
5,-0.93970818,0.01039095
6,-0.91803629,0.00521468
7,-0.89887333,0.00592090
8,-0.88083096,0.00359334
9,-0.86293939,0.00293338
10,-0.84824943,0.00063294
11,-0.83394935,0.00056681
12,-0.82017703,0.00204148
13,-0.80829832,0.00262645
14,-0.79482668,0.00130774
15,-0.78399616,0.00151956
0,-1.11248293,0.30136354
1,-1.07882589,0.26771870
2,-1.04130781,0.21718887
3,-0.99891382,0.11873868
4,-0.96381290,0.01988635
5,-0.94026986,0.00512672
6,-0.91813565,0.00248275
7,-0.89936052,0.00310190
8,-0.88157673,0.00286344
9,-0.86391783,0.00190957
10,-0.84871644,0.00295095
11,-0.83419378,0.00214439
12,-0.82072499,0.00405319
13,-0.80856421,0.00180096
14,-0.79516482,0.00201700
15,-0.78465656,0.00183230
0,-1.11291054,0.30409560
1,-1.07934319,0.26677427
2,-1.04197987,0.21190961
3,-0.99890449,0.11829069
4,-0.96443020,0.01675251
5,-0.94013153,0.00417359
6,-0.91807759,0.00467864
7,-0.89889519,0.00641533
8,-0.88143991,0.00106089
9,-0.86407454,0.00365240
10,-0.84864413,0.00323094
11,-0.83421466,0.00120743
12,-0.82071183,0.00149651
13,-0.80720726,0.00134066
14,-0.79478767,0.00183989
15,-0.78372942,0.00118750
0,-1.11262731,0.30309025
1,-1.07933048,0.26187413
2,-1.04168685,0.21457062
3,-0.99870273,0.12003614
4,-0.96429508,0.01269898
5,-0.93990349,0.00266220
6,-0.91740661,0.00496981
7,-0.89930580,0.00174520
8,-0.88177630,0.00193258
9,-0.86372988,0.00132445
10,-0.84860141,0.00058186
11,-0.83448685,0.00110889
12,-0.82119024,0.00348212
13,-0.80687701,0.00140970
14,-0.79493234,0.00111236
15,-0.78336610,0.00279620
0,-1.11256581,0.30098038
1,-1.07951945,0.26347300
2,-1.04215360,0.21662872
3,-0.99896674,0.12470752
4,-0.96440574,0.00639402
5,-0.94020908,0.00151500
6,-0.91894220,0.00475535
7,-0.89857267,0.00270933
8,-0.88167312,0.00085070
9,-0.86387291,0.00090988
10,-0.84882581,0.00269689
11,-0.83461820,0.00363214
12,-0.82139092,0.00167921
13,-0.80631560,0.00110538
14,-0.79522414,0.00159969
15,-0.78359663,0.00151597
0,-1.11243597,0.30109016
1,-1.07986554,0.26389625
2,-1.04193918,0.20876439
3,-0.99979426,0.12547815
4,-0.96401991,0.00583444
5,-0.93981748,0.00782311
6,-0.91871109,0.00406259
7,-0.89819218,0.00368252
8,-0.88186222,0.00389214
9,-0.86441227,0.00127921
10,-0.84858510,0.00204140
11,-0.83488180,0.00257915
12,-0.82180732,0.00185483
13,-0.80658919,0.00179516
14,-0.79439908,0.00178593
15,-0.78371409,0.00071690
0,-1.11289393,0.29985481
1,-1.07981121,0.26426804
2,-1.04173593,0.21359707
3,-1.00033731,0.12866162
4,-0.96470194,0.00940763
5,-0.94035945,0.00379093
6,-0.91800164,0.00578096
7,-0.89750441,0.00495908
8,-0.88158483,0.00187748
9,-0.86415494,0.00293119
10,-0.84837300,0.00067531
11,-0.83479293,0.00188987
12,-0.82185105,0.00208351
13,-0.80672740,0.00232961
14,-0.79477327,0.00178588
15,-0.78314869,0.00096205
0,-1.11309688,0.30262080
1,-1.07950545,0.26375243
2,-1.04140825,0.21207718
3,-1.00012975,0.12630391
4,-0.96478671,0.01407001
5,-0.94043380,0.00599732
6,-0.91727480,0.00201678
7,-0.89786757,0.00393599
8,-0.88157785,0.00494383
9,-0.86435752,0.00227868
10,-0.84822176,0.00206390
11,-0.83441536,0.00214586
12,-0.82155968,0.00180452
13,-0.80673718,0.00177610
14,-0.79547780,0.00092014
15,-0.78287421,0.00121957
0,-1.11252395,0.30224652
1,-1.07924669,0.26404369
2,-1.04160814,0.21120140
3,-1.00003140,0.11975261
4,-0.96463483,0.01228715
5,-0.94033248,0.00504557
6,-0.91757303,0.00293391
7,-0.89817253,0.00408682
8,-0.88061408,0.00218569
9,-0.86489891,0.00071950
10,-0.84898470,0.00154373
11,-0.83410294,0.00300655
12,-0.82149080,0.00194297
13,-0.80709648,0.00200889
14,-0.79579333,0.00204991
15,-0.78383406,0.00144721
0,-1.11268901,0.29933099
1,-1.07937720,0.26510408
2,-1.04123840,0.21176782
3,-0.99997987,0.11224076
4,-0.96469639,0.01179937
5,-0.94016261,0.00458237
6,-0.91757132,0.00487718
7,-0.89857872,0.00547768
8,-0.88025693,0.00277991
9,-0.86403986,0.00442707
10,-0.84853364,0.00179030
11,-0.83412720,0.00306608
12,-0.82125302,0.00140697
13,-0.80699427,0.00217070
14,-0.79604729,0.00183603
15,-0.78316985,0.00142167
0,-1.11252358,0.29928348
1,-1.07918575,0.26465794
2,-1.04127513,0.21417055
3,-0.99920156,0.11375728
4,-0.96494292,0.01467948
5,-0.94109508,0.00189826
6,-0.91770931,0.00433170
7,-0.89847333,0.00506115
8,-0.88085705,0.00273838
9,-0.86380807,0.00246988
10,-0.84847676,0.00254967
11,-0.83465171,0.00156699
12,-0.82115546,0.00206952
13,-0.80738800,0.00168153
14,-0.79557025,0.00172464
15,-0.78361738,0.00108300
0,-1.11234387,0.29955041
1,-1.07886089,0.26315209
2,-1.04102273,0.21507215
3,-0.99924119,0.12029609
4,-0.96544413,0.01590450
5,-0.94074173,0.00601598
6,-0.91777753,0.00575402
7,-0.89791359,0.00276720
8,-0.88054739,0.00213497
9,-0.86324598,0.00285734
10,-0.84891516,0.00173326
11,-0.83408695,0.00434061
12,-0.82129542,0.00210566
13,-0.80705000,0.00080390
14,-0.79578770,0.00127977
15,-0.78341393,0.00171908
0,-1.11225957,0.29698291
1,-1.07859449,0.26147936
2,-1.04123619,0.21715356
3,-0.99879874,0.12303268
4,-0.96527241,0.01093262
5,-0.93979237,0.00350683
6,-0.91811228,0.00671290
7,-0.89809480,0.00194643
8,-0.88053783,0.00223501
9,-0.86359670,0.00239469
10,-0.84882057,0.00054097
11,-0.83487320,0.00399092
12,-0.82144417,0.00276834
13,-0.80610054,0.00248445
14,-0.79530934,0.00185298
15,-0.78381608,0.00101334
0,-1.11153327,0.29918170
1,-1.07812746,0.26375227
2,-1.04130192,0.21939855
3,-0.99883316,0.12264701
4,-0.96508603,0.01396573
5,-0.93931054,0.00770906
6,-0.91823733,0.00586092
7,-0.89859118,0.00402530
8,-0.87943673,0.00321366
9,-0.86331610,0.00151686
10,-0.84959937,0.00176045
11,-0.83480611,0.00242175
12,-0.82144294,0.00155094
13,-0.80665291,0.00341204
14,-0.79524428,0.00090806
15,-0.78440721,0.00189393
0,-1.11153269,0.29761666
1,-1.07878671,0.26421194
2,-1.04107446,0.21709597
3,-0.99909185,0.12629627
4,-0.96467962,0.01419318
5,-0.93909121,0.00869684
6,-0.91845945,0.00128042
7,-0.89826449,0.00234497
8,-0.87947955,0.00235991
9,-0.86394776,0.00076184
10,-0.85007658,0.00338595
11,-0.83446553,0.00317714
12,-0.82102037,0.00193086
13,-0.80677033,0.00125331
14,-0.79488854,0.00113856
15,-0.78387352,0.00204888
0,-1.11223261,0.30076372
1,-1.07955394,0.26445448
2,-1.04026804,0.21549021
3,-0.99900821,0.12289474
4,-0.96488692,0.01106222
5,-0.93894675,0.00528009
6,-0.91783762,0.00402458
7,-0.89886411,0.00345623
8,-0.87986945,0.00374855
9,-0.86359070,0.00378840
10,-0.84873363,0.00213896
11,-0.83403726,0.00181602
12,-0.82126916,0.00200196
13,-0.80682333,0.00193439
14,-0.79492125,0.00059664
15,-0.78349066,0.00171694
0,-1.11247255,0.30235610
1,-1.07952410,0.26106163
2,-1.04045189,0.21775084
3,-0.99963500,0.12414419
4,-0.96486297,0.00979562
5,-0.93938328,0.00703967
6,-0.91747315,0.00318814
7,-0.89850494,0.00284334
8,-0.87965628,0.00289544
9,-0.86350923,0.00518847
10,-0.84909139,0.00128335
11,-0.83532787,0.00167847
12,-0.82151210,0.00147234
13,-0.80706998,0.00280081
14,-0.79493007,0.00181229
15,-0.78352089,0.00254860
0,-1.11177761,0.30129527
1,-1.07953037,0.26476869
2,-1.04054216,0.21734575
3,-0.99863217,0.12318022
4,-0.96507100,0.01260075
5,-0.93958210,0.00623588
6,-0.91765001,0.00626526
7,-0.89765383,0.00414015
8,-0.87889984,0.00264898
9,-0.86360746,0.00338302
10,-0.84897966,0.00283986
11,-0.83507374,0.00107271
12,-0.82182454,0.00163220
13,-0.80710350,0.00223518
14,-0.79520361,0.00066399
15,-0.78328263,0.00174256
0,-1.11208827,0.29951612
1,-1.07934004,0.26999662
2,-1.04053750,0.21236456
3,-0.99849084,0.12149182
4,-0.96540109,0.01363160
5,-0.93894364,0.01191191
6,-0.91765245,0.00534116
7,-0.89769099,0.00439212
8,-0.87964174,0.00331503
9,-0.86434649,0.00213313
10,-0.84969067,0.00323773
11,-0.83458119,0.00347800
12,-0.82229660,0.00202497
13,-0.80732138,0.00110357
14,-0.79548823,0.00190944
15,-0.78324636,0.00156155
0,-1.11249162,0.29732402
1,-1.07894382,0.26872361
2,-1.04055219,0.21669887
3,-0.99891731,0.12327477
4,-0.96509307,0.01955511
5,-0.93884455,0.00819698
6,-0.91821900,0.01009909
7,-0.89802086,0.00229458
8,-0.88036546,0.00181453
9,-0.86398141,0.00385932
10,-0.84976695,0.00259047
11,-0.83409819,0.00203494
12,-0.82139363,0.00301695
13,-0.80786422,0.00164940
14,-0.79517251,0.00333875
15,-0.78355907,0.00083641
0,-1.11319744,0.30142687
1,-1.07830590,0.26569879
2,-1.04177660,0.21834348
3,-0.99854854,0.12600680
4,-0.96506132,0.01363877
5,-0.93841082,0.00642207
6,-0.91810500,0.00360840
7,-0.89815928,0.00629040
8,-0.88076702,0.00179174
9,-0.86434242,0.00188720
10,-0.84973677,0.00382407
11,-0.83406065,0.00245403
12,-0.82162490,0.00042191
13,-0.80769655,0.00268918
14,-0.79572852,0.00194677
15,-0.78303504,0.00161860
0,-1.11317285,0.30015736
1,-1.07873096,0.26607900
2,-1.04093780,0.22012643
3,-0.99923799,0.12642269
4,-0.96533088,0.01458933
5,-0.93854529,0.00646734
6,-0.91868261,0.00445663
7,-0.89842694,0.00781197
8,-0.88054855,0.00266601
9,-0.86430861,0.00250775
10,-0.84888185,0.00393941
11,-0.83387007,0.00267707
12,-0.82161889,0.00156054
13,-0.80788944,0.00360917
14,-0.79604007,0.00220806
15,-0.78320406,0.00178358
0,-1.11364470,0.30100442
1,-1.07856677,0.26445300
2,-1.04100129,0.21709849
3,-0.99915118,0.12345353
4,-0.96493245,0.01506782
5,-0.93847584,0.00562259
6,-0.91869939,0.00787012
7,-0.89811988,0.00376737
8,-0.88080729,0.00510162
9,-0.86398400,0.00242305
10,-0.84899562,0.00199175
11,-0.83368938,0.00207433
12,-0.82083446,0.00428122
13,-0.80728058,0.00094790
14,-0.79515264,0.00025377
15,-0.78301220,0.00099996
0,-1.11282217,0.30311981
1,-1.07869196,0.26115811
2,-1.04086696,0.21875623
3,-0.99961018,0.12218571
4,-0.96461642,0.01436501
5,-0.93829957,0.00277524
6,-0.91864904,0.00381420
7,-0.89858469,0.00494727
8,-0.88068645,0.00136685
9,-0.86413788,0.00252034
10,-0.84918973,0.00262505
11,-0.83407612,0.00332573
12,-0.82122720,0.00125779
13,-0.80678819,0.00145343
14,-0.79516704,0.00167015
15,-0.78241479,0.00086685
0,-1.11342371,0.30297508
1,-1.07847927,0.26027299
2,-1.04082168,0.21652222
3,-1.00031427,0.12203045
4,-0.96472364,0.01056997
5,-0.93842295,0.00632273
6,-0.91857121,0.00637657
7,-0.89834561,0.00422567
8,-0.88089617,0.00110667
9,-0.86473077,0.00131900
10,-0.84903211,0.00158415
11,-0.83440331,0.00183706
12,-0.82090877,0.00228495
13,-0.80695279,0.00192848
14,-0.79562734,0.00195627
15,-0.78371853,0.00165285
0,-1.11444702,0.30477722
1,-1.07890113,0.26257742
2,-1.04136152,0.21153626
3,-1.00037119,0.11923494
4,-0.96464506,0.01080725
5,-0.93892094,0.01280247
6,-0.91808453,0.00697574
7,-0.89765408,0.00174723
8,-0.88061287,0.00222514
9,-0.86528404,0.00272241
10,-0.84952608,0.00219435
11,-0.83383286,0.00249078
12,-0.82026831,0.00354926
13,-0.80685549,0.00217458
14,-0.79577972,0.00068548
15,-0.78439793,0.00137297
0,-1.11437001,0.30342706
1,-1.07894930,0.26149997
2,-1.04222802,0.21303492
3,-1.00019012,0.12655977
4,-0.96356323,0.00660834
5,-0.93896897,0.00915373
6,-0.91792828,0.00414191
7,-0.89797214,0.00253630
8,-0.87993729,0.00378646
9,-0.86487346,0.00297638
10,-0.84978337,0.00343729
11,-0.83448918,0.00359773
12,-0.82006284,0.00087246
13,-0.80695469,0.00297689
14,-0.79621098,0.00150881
15,-0.78403244,0.00203410
0,-1.11376797,0.29997652
1,-1.07796456,0.26603461
2,-1.04225191,0.21395466
3,-0.99994277,0.12774786
4,-0.96435555,0.01058049
5,-0.93886577,0.00632846
6,-0.91762693,0.00092604
7,-0.89790201,0.00285742
8,-0.87959599,0.00226583
9,-0.86479627,0.00406933
10,-0.85048913,0.00226951
11,-0.83447193,0.00093756
12,-0.82075540,0.00124073
13,-0.80673883,0.00151273
14,-0.79643486,0.00215460
15,-0.78403999,0.00073159
0,-1.11381293,0.30209001
1,-1.07736486,0.26741956
2,-1.04203835,0.21345570
3,-0.99990080,0.12737567
4,-0.96510778,0.00904577
5,-0.93833177,0.00503881
6,-0.91768235,0.00448782
7,-0.89888355,0.00317342
8,-0.87921595,0.00219906
9,-0.86496108,0.00299130
10,-0.84948320,0.00412648
11,-0.83346743,0.00256361
12,-0.82106030,0.00120697
13,-0.80694138,0.00059326
14,-0.79597559,0.00233216
15,-0.78402619,0.00161843
0,-1.11317670,0.30186577
1,-1.07771941,0.26772988
2,-1.04209979,0.21509444
3,-1.00035002,0.12823253
4,-0.96534459,0.01066454
5,-0.93772825,0.00184793
6,-0.91785228,0.00820553
7,-0.89814898,0.00167039
8,-0.87958282,0.00391976
9,-0.86472343,0.00085881
10,-0.84927448,0.00309530
11,-0.83380805,0.00120968
12,-0.82036419,0.00076627
13,-0.80677924,0.00206559
14,-0.79585252,0.00175741
15,-0.78407254,0.00189040
