T,E,E_err,M,M_err,M2,M2_err,M4,M4_err,Cv,Cv_err,chi,chi_err,Mz,Mz_err,Mz2,Mz2_err,Mz4,Mz4_err,chi_z,chi_z_err,Mxy,Mxy_err,Mxy2,Mxy2_err,Mxy4,Mxy4_err,chi_xy,chi_xy_err
2.5000,-1.281540,0.002208,0.025898,0.002368,0.000842,0.000163,0.000001,0.000001,0.268303,0.022506,0.280696,0.083034,0.018307,0.002721,0.000543,0.000151,0.000001,0.000000,0.340322,0.100601,0.015318,0.000721,0.000299,0.000026,0.000000,0.000000,0.105695,0.010787
2.6042,-1.251240,0.001891,0.024755,0.001623,0.000726,0.000094,0.000001,0.000000,0.236502,0.020125,0.177354,0.032065,0.014497,0.002144,0.000344,0.000098,0.000000,0.000000,0.211266,0.067364,0.017539,0.000966,0.000381,0.000038,0.000000,0.000000,0.115572,0.013154
2.7083,-1.219456,0.002044,0.025094,0.001335,0.000724,0.000072,0.000001,0.000000,0.209029,0.020496,0.141930,0.012996,0.014835,0.001447,0.000331,0.000056,0.000000,0.000000,0.168426,0.024035,0.017972,0.000955,0.000392,0.000039,0.000000,0.000000,0.104536,0.011441
2.8125,-1.198190,0.001876,0.026302,0.002409,0.000879,0.000172,0.000002,0.000001,0.219948,0.015282,0.272691,0.084437,0.017697,0.002634,0.000520,0.000157,0.000001,0.000001,0.300708,0.106915,0.016704,0.001197,0.000359,0.000047,0.000000,0.000000,0.117065,0.013544
2.9167,-1.173545,0.002449,0.023602,0.001762,0.000694,0.000105,0.000001,0.000000,0.234066,0.018833,0.191601,0.036752,0.014456,0.002038,0.000361,0.000091,0.000000,0.000000,0.213974,0.052173,0.016029,0.000936,0.000332,0.000039,0.000000,0.000000,0.105627,0.015456
3.0208,-1.154483,0.002061,0.023601,0.001304,0.000654,0.000064,0.000001,0.000000,0.200027,0.018818,0.131501,0.012725,0.013971,0.001603,0.000312,0.000059,0.000000,0.000000,0.158904,0.025043,0.016245,0.001003,0.000342,0.000042,0.000000,0.000000,0.105394,0.015304
3.1250,-1.132156,0.002224,0.021906,0.001168,0.000563,0.000057,0.000001,0.000000,0.168439,0.022790,0.108757,0.014197,0.012422,0.001147,0.000232,0.000044,0.000000,0.000000,0.101375,0.023199,0.016212,0.000987,0.000331,0.000040,0.000000,0.000000,0.089631,0.014030
3.2292,-1.115714,0.002083,0.022882,0.001185,0.000602,0.000056,0.000001,0.000000,0.164652,0.011316,0.099429,0.011046,0.012472,0.000919,0.000227,0.000027,0.000000,0.000000,0.091092,0.008718,0.017306,0.001041,0.000375,0.000041,0.000000,0.000000,0.095219,0.010398
3.3333,-1.103002,0.001554,0.021100,0.001395,0.000539,0.000068,0.000001,0.000000,0.116243,0.009307,0.115445,0.021939,0.013113,0.001475,0.000263,0.000061,0.000000,0.000000,0.112162,0.034049,0.014589,0.000914,0.000276,0.000033,0.000000,0.000000,0.077515,0.011785
3.4375,-1.084238,0.002057,0.021246,0.001124,0.000531,0.000057,0.000000,0.000000,0.142189,0.014136,0.095336,0.015809,0.012130,0.001413,0.000235,0.000050,0.000000,0.000000,0.104892,0.021833,0.015504,0.000595,0.000296,0.000021,0.000000,0.000000,0.066570,0.006002
