n,p_removed,realization,tc_chi_peak,chi_peak,peak_method,mean_degree,n_edges,graph_file,sweep_file
32,0.0,0,4.515890509273188,322.1754320859909,quadratic,6.0,98304,/Volumes/Untitled/publishing_data/n32_p000_refine/raw/dilution/graphs/N32/p000/diluted_N32_p000_r000.json,/Volumes/Untitled/publishing_data/n32_p000_refine/raw/dilution/sweeps/N32/p000/diluted_N32_p000_r000_sweep.csv
32,0.0,1,4.492139876630008,541.017558157444,quadratic,6.0,98304,/Volumes/Untitled/publishing_data/n32_p000_refine/raw/dilution/graphs/N32/p000/diluted_N32_p000_r001.json,/Volumes/Untitled/publishing_data/n32_p000_refine/raw/dilution/sweeps/N32/p000/diluted_N32_p000_r001_sweep.csv
32,0.0,2,4.507781443027865,327.549299582839,quadratic,6.0,98304,/Volumes/Untitled/publishing_data/n32_p000_refine/raw/dilution/graphs/N32/p000/diluted_N32_p000_r002.json,/Volumes/Untitled/publishing_data/n32_p000_refine/raw/dilution/sweeps/N32/p000/diluted_N32_p000_r002_sweep.csv
32,0.0,3,4.515084725885827,298.21213829517365,quadratic,6.0,98304,/Volumes/Untitled/publishing_data/n32_p000_refine/raw/dilution/graphs/N32/p000/diluted_N32_p000_r003.json,/Volumes/Untitled/publishing_data/n32_p000_refine/raw/dilution/sweeps/N32/p000/diluted_N32_p000_r003_sweep.csv
32,0.0,4,4.495046086039326,511.5217046737671,quadratic,6.0,98304,/Volumes/Untitled/publishing_data/n32_p000_refine/raw/dilution/graphs/N32/p000/diluted_N32_p000_r004.json,/Volumes/Untitled/publishing_data/n32_p000_refine/raw/dilution/sweeps/N32/p000/diluted_N32_p000_r004_sweep.csv
32,0.0,5,4.499994178623832,400.9214551448822,quadratic,6.0,98304,/Volumes/Untitled/publishing_data/n32_p000_refine/raw/dilution/graphs/N32/p000/diluted_N32_p000_r005.json,/Volumes/Untitled/publishing_data/n32_p000_refine/raw/dilution/sweeps/N32/p000/diluted_N32_p000_r005_sweep.csv
32,0.0,6,4.494964939095453,432.4205821752548,quadratic,6.0,98304,/Volumes/Untitled/publishing_data/n32_p000_refine/raw/dilution/graphs/N32/p000/diluted_N32_p000_r006.json,/Volumes/Untitled/publishing_data/n32_p000_refine/raw/dilution/sweeps/N32/p000/diluted_N32_p000_r006_sweep.csv
32,0.0,7,4.480001026023034,518.9497752189636,quadratic,6.0,98304,/Volumes/Untitled/publishing_data/n32_p000_refine/raw/dilution/graphs/N32/p000/diluted_N32_p000_r007.json,/Volumes/Untitled/publishing_data/n32_p000_refine/raw/dilution/sweeps/N32/p000/diluted_N32_p000_r007_sweep.csv
32,0.1,0,3.656001660369522,532.8513161726296,quadratic,5.4000244140625,88474,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p100/diluted_N32_p100_r000.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p100/diluted_N32_p100_r000_sweep.csv
32,0.1,1,4.047653542241802,53.77764141955413,quadratic,5.4000244140625,88474,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p100/diluted_N32_p100_r001.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p100/diluted_N32_p100_r001_sweep.csv
32,0.1,2,4.046750442916992,247.22493660170585,quadratic,5.4000244140625,88474,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p100/diluted_N32_p100_r002.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p100/diluted_N32_p100_r002_sweep.csv
32,0.1,3,4.022193969413695,405.45721362903714,quadratic,5.4000244140625,88474,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/graphs/N32/p100/diluted_N32_p100_r003.json,/Volumes/Untitled/publishing_data/dilution_publish_v1/size_N32/raw/dilution/sweeps/N32/p100/diluted_N32_p100_r003_sweep.csv
